taxon	method	fold_diff	fold_diff_is_nan	rank	pseudocount
Moraxella lacunata	pseudocount=2.0	0.131043	False	166	2.0
Moraxella osloensis	pseudocount=2.0	-3.424305	False	1	2.0
Moritella profunda	pseudocount=2.0	0.82419	False	40	2.0
Mucilaginibacter koreensis	pseudocount=2.0	0.131043	False	157	2.0
Novispirillum itersonii	pseudocount=2.0	-0.562104	False	122	2.0
Pantoea agglomerans	pseudocount=2.0	0.131043	False	164	2.0
Pantoea alhagi	pseudocount=2.0	0.82419	False	45	2.0
Pantoea dispersa	pseudocount=2.0	0.536508	False	142	2.0
Paraburkholderia pallida	pseudocount=2.0	0.82419	False	47	2.0
Paracoccus salipaludis	pseudocount=2.0	-0.562104	False	107	2.0
Pectobacterium cacticida	pseudocount=2.0	0.325199	False	147	2.0
Pectobacterium polaris	pseudocount=2.0	0.536508	False	143	2.0
Pelagerythrobacter marensis	pseudocount=2.0	-0.562104	False	106	2.0
Peptoniphilus faecalis	pseudocount=2.0	-0.562104	False	87	2.0
Phaeocystidibacter luteus	pseudocount=2.0	-0.562104	False	86	2.0
Phaeodactylibacter luteus	pseudocount=2.0	0.536508	False	141	2.0
Phycisphaera mikurensis	pseudocount=2.0	0.131043	False	162	2.0
Phytobacter diazotrophicus	pseudocount=2.0	-0.562104	False	108	2.0
Pluralibacter pyrinus	pseudocount=2.0	0.131043	False	163	2.0
Pontibacter roseus	pseudocount=2.0	-0.562104	False	93	2.0
Proteus faecis	pseudocount=2.0	0.536508	False	144	2.0
Providencia stuartii	pseudocount=2.0	-0.967569	False	28	2.0
Pseudoalteromonas arabiensis	pseudocount=2.0	-0.562104	False	85	2.0
Pseudoalteromonas fenneropenaei	pseudocount=2.0	0.131043	False	161	2.0
Pseudoalteromonas luteoviolacea	pseudocount=2.0	-0.562104	False	105	2.0
Pseudoalteromonas peptidolytica	pseudocount=2.0	-0.562104	False	90	2.0
Pseudoalteromonas phenolica	pseudocount=2.0	1.740481	False	9	2.0
Pseudoalteromonas telluritireducens	pseudocount=2.0	-0.562104	False	91	2.0
Pseudoalteromonas translucida	pseudocount=2.0	-0.562104	False	89	2.0
Pseudoalteromonas xiamenensis	pseudocount=2.0	-0.562104	False	92	2.0
Pseudomonas aeruginosa	pseudocount=2.0	-1.255252	False	20	2.0
Pseudomonas alcaligenes	pseudocount=2.0	-0.785248	False	82	2.0
Pseudomonas alkylphenolica	pseudocount=2.0	-1.740759	False	7	2.0
Pseudomonas alloputida	pseudocount=2.0	0.82419	False	46	2.0
Pseudomonas arcuscaelestis	pseudocount=2.0	0.131043	False	160	2.0
Pseudomonas azotoformans	pseudocount=2.0	-1.740759	False	8	2.0
Pseudomonas bijieensis	pseudocount=2.0	-0.274422	False	148	2.0
Pseudomonas carbonaria	pseudocount=2.0	0.82419	False	72	2.0
Pseudomonas caricapapayae	pseudocount=2.0	0.131043	False	184	2.0
Pseudomonas delhiensis	pseudocount=2.0	0.131043	False	179	2.0
Pseudomonas duriflava	pseudocount=2.0	0.82419	False	64	2.0
Pseudomonas extremorientalis	pseudocount=2.0	0.82419	False	66	2.0
Pseudomonas fluvialis	pseudocount=2.0	0.131043	False	180	2.0
Pseudomonas frederiksbergensis	pseudocount=2.0	0.82419	False	73	2.0
Pseudomonas guangdongensis	pseudocount=2.0	-0.562104	False	97	2.0
Pseudomonas humi	pseudocount=2.0	-0.274422	False	153	2.0
Pseudomonas luteola	pseudocount=2.0	0.131043	False	181	2.0
Pseudomonas marincola	pseudocount=2.0	-0.967569	False	26	2.0
Pseudomonas massiliensis	pseudocount=2.0	0.131043	False	182	2.0
Pseudomonas mediterranea	pseudocount=2.0	0.82419	False	67	2.0
Pseudomonas mendocina	pseudocount=2.0	-0.274422	False	154	2.0
Pseudomonas mucidolens	pseudocount=2.0	0.131043	False	183	2.0
Pseudomonas oleovorans	pseudocount=2.0	-0.274422	False	152	2.0
Pseudomonas oryzae	pseudocount=2.0	0.82419	False	65	2.0
Pseudomonas oryzihabitans	pseudocount=2.0	-2.120249	False	5	2.0
Pseudomonas pharmacofabricae	pseudocount=2.0	0.82419	False	74	2.0
Pseudomonas phenolilytica	pseudocount=2.0	0.82419	False	75	2.0
Pseudomonas psychrophila	pseudocount=2.0	0.82419	False	68	2.0
Pseudomonas putida	pseudocount=2.0	0.82419	False	69	2.0
Pseudomonas saponiphila	pseudocount=2.0	-0.562104	False	102	2.0
Pseudomonas savastanoi	pseudocount=2.0	-0.562104	False	96	2.0
Pseudomonas schmalbachii	pseudocount=2.0	0.131043	False	185	2.0
Pseudomonas seleniipraecipitans	pseudocount=2.0	0.131043	False	177	2.0
Pseudomonas syringae	pseudocount=2.0	0.131043	False	178	2.0
Pseudomonas tarimensis	pseudocount=2.0	0.82419	False	71	2.0
Pseudomonas tianjinensis	pseudocount=2.0	-0.562104	False	101	2.0
Pseudomonas tolaasii	pseudocount=2.0	0.82419	False	70	2.0
Pseudomonas viridiflava	pseudocount=2.0	-0.562104	False	100	2.0
Pseudomonas zeshuii	pseudocount=2.0	-0.562104	False	103	2.0
Rahnella aceris	pseudocount=2.0	0.131043	False	155	2.0
Rahnella bonaserana	pseudocount=2.0	0.82419	False	77	2.0
Rahnella inusitata	pseudocount=2.0	0.82419	False	81	2.0
Ralstonia pickettii	pseudocount=2.0	0.131043	False	188	2.0
Raoultella electrica	pseudocount=2.0	0.131043	False	190	2.0
Rhizorhapis suberifaciens	pseudocount=2.0	-0.562104	False	99	2.0
Roseibium sediminis	pseudocount=2.0	-0.967569	False	27	2.0
Ruegeria pomeroyi	pseudocount=2.0	0.131043	False	187	2.0
Runella soli	pseudocount=2.0	-0.562104	False	139	2.0
Salinirepens amamiensis	pseudocount=2.0	0.131043	False	186	2.0
Salipiger aestuarii	pseudocount=2.0	0.131043	False	189	2.0
Serratia ficaria	pseudocount=2.0	-0.562104	False	138	2.0
Serratia ureilytica	pseudocount=2.0	-0.562104	False	140	2.0
Shewanella litorisediminis	pseudocount=2.0	-0.562104	False	137	2.0
Shewanella maritima	pseudocount=2.0	-0.562104	False	98	2.0
Siccibacter turicensis	pseudocount=2.0	-0.562104	False	104	2.0
Sphingomonas koreensis	pseudocount=2.0	-0.562104	False	134	2.0
Stutzerimonas kunmingensis	pseudocount=2.0	-0.562104	False	135	2.0
Stutzerimonas stutzeri	pseudocount=2.0	-1.373035	False	16	2.0
Tatumella terrea	pseudocount=2.0	0.82419	False	76	2.0
Thalassotalea marina	pseudocount=2.0	-0.562104	False	130	2.0
Thiohalospira halophila	pseudocount=2.0	1.229655	False	21	2.0
Thiomicrorhabdus heinhorstiae	pseudocount=2.0	-0.562104	False	129	2.0
Trabulsiella guamensis	pseudocount=2.0	-0.562104	False	128	2.0
Unknown	pseudocount=2.0	1.047334	False	24	2.0
Vibrio cholerae	pseudocount=2.0	-0.562104	False	131	2.0
Vibrio litoralis	pseudocount=2.0	-0.562104	False	133	2.0
Vibrio pelagius	pseudocount=2.0	-0.562104	False	132	2.0
Vineibacter terrae	pseudocount=2.0	0.82419	False	79	2.0
Yersinia rochesterensis	pseudocount=2.0	-0.562104	False	136	2.0
Yersinia ruckeri	pseudocount=2.0	0.82419	False	78	2.0
Acinetobacter chinensis	pseudocount=5.0	1.61575	False	6	5.0
Acinetobacter indicus	pseudocount=5.0	0.922603	False	114	5.0
Aeromonas dhakensis	pseudocount=5.0	-0.581475	False	153	5.0
Aeromonas lusitana	pseudocount=5.0	-0.176009	False	182	5.0
Agarivorans gilvus	pseudocount=5.0	-1.603126	False	94	5.0
Alcanivorax jadensis	pseudocount=5.0	-1.603126	False	102	5.0
Anatilimnocola aggregata	pseudocount=5.0	1.61575	False	15	5.0
Arcticibacterium luteifluviistationis	pseudocount=5.0	0.594099	False	150	5.0
Azomonas agilis	pseudocount=5.0	1.61575	False	31	5.0
Azotobacter nigricans	pseudocount=5.0	1.61575	False	14	5.0
Brachybacterium aquaticum	pseudocount=5.0	0.922603	False	113	5.0
Brenneria rubrifaciens	pseudocount=5.0	1.61575	False	7	5.0
Brevundimonas aurantiaca	pseudocount=5.0	0.006312	False	185	5.0
Brevundimonas kwangchunensis	pseudocount=5.0	1.61575	False	5	5.0
Buchnera aphidicola	pseudocount=5.0	-1.603126	False	93	5.0
Citrobacter bitternis	pseudocount=5.0	-1.603126	False	92	5.0
Citrobacter freundii	pseudocount=5.0	0.229456	False	171	5.0
Citrobacter koseri	pseudocount=5.0	1.878114	False	4	5.0
Cronobacter muytjensii	pseudocount=5.0	0.699459	False	148	5.0
Cupriavidus necator	pseudocount=5.0	-0.33016	False	169	5.0
Cupriavidus plantarum	pseudocount=5.0	0.922603	False	112	5.0
Cupriavidus yeoncheonensis	pseudocount=5.0	1.61575	False	9	5.0
Cutibacterium acnes	pseudocount=5.0	-2.895109	False	2	5.0
Cutibacterium namnetense	pseudocount=5.0	-0.581475	False	152	5.0
Cyclobacterium qasimii	pseudocount=5.0	-1.603126	False	88	5.0
Dyadobacter sediminis	pseudocount=5.0	-1.603126	False	91	5.0
Emticicia soli	pseudocount=5.0	-0.504513	False	161	5.0
Endothiovibrio diazotrophicus	pseudocount=5.0	1.104924	False	107	5.0
Enterobacter asburiae	pseudocount=5.0	-1.603126	False	90	5.0
Enterobacter cloacae	pseudocount=5.0	1.61575	False	8	5.0
Enterobacter mori	pseudocount=5.0	0.006312	False	186	5.0
Entomohabitans teleogrylli	pseudocount=5.0	0.922603	False	115	5.0
Entomomonas moraniae	pseudocount=5.0	1.61575	False	12	5.0
Erwinia piriflorinigrans	pseudocount=5.0	1.104924	False	108	5.0
Exiguobacterium aestuarii	pseudocount=5.0	-2.98942	False	1	5.0
Exiguobacterium alkaliphilum	pseudocount=5.0	0.517138	False	158	5.0
Exiguobacterium marinum	pseudocount=5.0	0.517138	False	159	5.0
Exiguobacterium undae	pseudocount=5.0	1.61575	False	16	5.0
Flavobacterium caeni	pseudocount=5.0	1.61575	False	13	5.0
Flavobacterium dongtanense	pseudocount=5.0	1.61575	False	11	5.0
Flavobacterium enshiense	pseudocount=5.0	1.61575	False	18	5.0
Flavobacterium haoranii	pseudocount=5.0	-1.379982	False	104	5.0
Flavobacterium jumunjinense	pseudocount=5.0	0.476316	False	166	5.0
Flavobacterium luticocti	pseudocount=5.0	1.61575	False	17	5.0
Flavobacterium palustre	pseudocount=5.0	1.61575	False	23	5.0
Flavobacterium phocarum	pseudocount=5.0	-1.603126	False	85	5.0
Flavobacterium silvisoli	pseudocount=5.0	-0.909979	False	137	5.0
Flavobacterium xanthum	pseudocount=5.0	1.61575	False	10	5.0
Fluviimonas pallidilutea	pseudocount=5.0	-1.603126	False	83	5.0
Franconibacter helveticus	pseudocount=5.0	-0.909979	False	136	5.0
Gemmata massiliana	pseudocount=5.0	1.61575	False	21	5.0
Haliea alexandrii	pseudocount=5.0	-1.603126	False	89	5.0
Haloferula luteola	pseudocount=5.0	-1.603126	False	84	5.0
Halopseudomonas pelagia	pseudocount=5.0	1.61575	False	19	5.0
Hansschlegelia beijingensis	pseudocount=5.0	1.61575	False	22	5.0
Insectihabitans xujianqingii	pseudocount=5.0	-1.603126	False	55	5.0
Janibacter endophyticus	pseudocount=5.0	0.922603	False	117	5.0
Jiulongibacter sediminis	pseudocount=5.0	2.870192	False	3	5.0
Klebsiella quasipneumoniae	pseudocount=5.0	-1.603126	False	82	5.0
Klebsiella quasivariicola	pseudocount=5.0	-1.603126	False	54	5.0
Klebsiella variicola	pseudocount=5.0	1.335448	False	105	5.0
Kluyvera ascorbata	pseudocount=5.0	-0.909979	False	132	5.0
Kluyvera georgiana	pseudocount=5.0	0.006312	False	187	5.0
Kosakonia arachidis	pseudocount=5.0	1.61575	False	20	5.0
Kytococcus sedentarius	pseudocount=5.0	-1.603126	False	65	5.0
Leclercia pneumoniae	pseudocount=5.0	0.293994	False	170	5.0
Lewinella cohaerens	pseudocount=5.0	0.922603	False	116	5.0
Limnoglobus roseus	pseudocount=5.0	1.61575	False	30	5.0
Luminiphilus syltensis	pseudocount=5.0	1.61575	False	28	5.0
Luteimonas abyssi	pseudocount=5.0	1.61575	False	29	5.0
Lysobacter brunescens	pseudocount=5.0	0.006312	False	184	5.0
Mangrovibacter plantisponsor	pseudocount=5.0	-1.603126	False	81	5.0
Maribius pelagius	pseudocount=5.0	-1.603126	False	68	5.0
Mariniblastus fucicola	pseudocount=5.0	-1.379982	False	103	5.0
Marivita roseacus	pseudocount=5.0	0.699459	False	147	5.0
Massilia agri	pseudocount=5.0	0.229456	False	173	5.0
Massilia alkalitolerans	pseudocount=5.0	0.922603	False	118	5.0
Massilia arenae	pseudocount=5.0	-0.782145	False	145	5.0
Massilia arvi	pseudocount=5.0	1.61575	False	24	5.0
Massilia haematophila	pseudocount=5.0	0.517138	False	157	5.0
Massilia niastensis	pseudocount=5.0	-0.176009	False	183	5.0
Massilia norwichensis	pseudocount=5.0	1.61575	False	25	5.0
Massilia pinisoli	pseudocount=5.0	1.61575	False	27	5.0
Massilia rhizosphaerae	pseudocount=5.0	1.61575	False	26	5.0
Massilia terrae	pseudocount=5.0	-0.463691	False	167	5.0
Massilia yuzhufengensis	pseudocount=5.0	1.61575	False	36	5.0
Mesorhizobium septentrionale	pseudocount=5.0	-1.603126	False	80	5.0
Methylococcus capsulatus	pseudocount=5.0	-0.909979	False	134	5.0
Methylotenera mobilis	pseudocount=5.0	-1.603126	False	63	5.0
Methylovulum psychrotolerans	pseudocount=5.0	1.61575	False	33	5.0
Moraxella atlantae	pseudocount=5.0	0.922603	False	126	5.0
Moraxella lacunata	pseudocount=5.0	0.922603	False	127	5.0
Moraxella osloensis	pseudocount=5.0	-3.549036	False	0	5.0
Moritella profunda	pseudocount=5.0	1.61575	False	37	5.0
Mucilaginibacter koreensis	pseudocount=5.0	0.006312	False	189	5.0
Novispirillum itersonii	pseudocount=5.0	-1.603126	False	69	5.0
Pantoea agglomerans	pseudocount=5.0	-0.909979	False	139	5.0
Pantoea alhagi	pseudocount=5.0	1.61575	False	32	5.0
Pantoea dispersa	pseudocount=5.0	-0.504513	False	164	5.0
Paraburkholderia pallida	pseudocount=5.0	1.61575	False	35	5.0
Paracoccus salipaludis	pseudocount=5.0	-1.603126	False	87	5.0
Pectobacterium cacticida	pseudocount=5.0	0.200468	False	178	5.0
Pectobacterium polaris	pseudocount=5.0	-0.504513	False	165	5.0
Pelagerythrobacter marensis	pseudocount=5.0	-1.603126	False	64	5.0
Peptoniphilus faecalis	pseudocount=5.0	-1.603126	False	62	5.0
Phaeocystidibacter luteus	pseudocount=5.0	-1.603126	False	86	5.0
Phaeodactylibacter luteus	pseudocount=5.0	-0.504513	False	163	5.0
Phycisphaera mikurensis	pseudocount=5.0	-0.909979	False	138	5.0
Phytobacter diazotrophicus	pseudocount=5.0	-1.603126	False	67	5.0
Pluralibacter pyrinus	pseudocount=5.0	0.006312	False	188	5.0
Pontibacter roseus	pseudocount=5.0	-1.603126	False	66	5.0
Proteus faecis	pseudocount=5.0	-0.504513	False	162	5.0
Providencia stuartii	pseudocount=5.0	-1.0923	False	109	5.0
Pseudoalteromonas arabiensis	pseudocount=5.0	-1.603126	False	60	5.0
Pseudoalteromonas fenneropenaei	pseudocount=5.0	-0.909979	False	140	5.0
Pseudoalteromonas luteoviolacea	pseudocount=5.0	-1.603126	False	56	5.0
Pseudoalteromonas peptidolytica	pseudocount=5.0	-1.603126	False	58	5.0
Pseudoalteromonas phenolica	pseudocount=5.0	0.699459	False	146	5.0
Pseudoalteromonas telluritireducens	pseudocount=5.0	-1.603126	False	61	5.0
Pseudoalteromonas translucida	pseudocount=5.0	-1.603126	False	59	5.0
Pseudoalteromonas xiamenensis	pseudocount=5.0	-1.603126	False	57	5.0
Pseudomonas aeruginosa	pseudocount=5.0	-0.463691	False	168	5.0
Pseudomonas alcaligenes	pseudocount=5.0	-0.909979	False	135	5.0
Pseudomonas alkylphenolica	pseudocount=5.0	-0.949199	False	111	5.0
Pseudomonas alloputida	pseudocount=5.0	1.61575	False	34	5.0
Pseudomonas arcuscaelestis	pseudocount=5.0	-0.909979	False	133	5.0
Pseudomonas azotoformans	pseudocount=5.0	-0.949199	False	110	5.0
Pseudomonas bijieensis	pseudocount=5.0	0.517138	False	154	5.0
Pseudomonas carbonaria	pseudocount=5.0	1.61575	False	47	5.0
Pseudomonas caricapapayae	pseudocount=5.0	0.922603	False	120	5.0
Pseudomonas delhiensis	pseudocount=5.0	0.922603	False	125	5.0
Pseudomonas duriflava	pseudocount=5.0	1.61575	False	46	5.0
Pseudomonas extremorientalis	pseudocount=5.0	1.61575	False	44	5.0
Pseudomonas fluvialis	pseudocount=5.0	0.922603	False	124	5.0
Pseudomonas frederiksbergensis	pseudocount=5.0	1.61575	False	45	5.0
Pseudomonas guangdongensis	pseudocount=5.0	0.229456	False	174	5.0
Pseudomonas humi	pseudocount=5.0	0.517138	False	160	5.0
Pseudomonas luteola	pseudocount=5.0	0.922603	False	131	5.0
Pseudomonas marincola	pseudocount=5.0	-0.176009	False	180	5.0
Pseudomonas massiliensis	pseudocount=5.0	0.922603	False	130	5.0
Pseudomonas mediterranea	pseudocount=5.0	1.61575	False	43	5.0
Pseudomonas mendocina	pseudocount=5.0	0.517138	False	155	5.0
Pseudomonas mucidolens	pseudocount=5.0	0.922603	False	129	5.0
Pseudomonas oleovorans	pseudocount=5.0	0.517138	False	156	5.0
Pseudomonas oryzae	pseudocount=5.0	1.61575	False	40	5.0
Pseudomonas oryzihabitans	pseudocount=5.0	-1.328689	False	106	5.0
Pseudomonas pharmacofabricae	pseudocount=5.0	1.61575	False	41	5.0
Pseudomonas phenolilytica	pseudocount=5.0	1.61575	False	42	5.0
Pseudomonas psychrophila	pseudocount=5.0	1.61575	False	39	5.0
Pseudomonas putida	pseudocount=5.0	1.61575	False	52	5.0
Pseudomonas saponiphila	pseudocount=5.0	-1.603126	False	99	5.0
Pseudomonas savastanoi	pseudocount=5.0	0.229456	False	172	5.0
Pseudomonas schmalbachii	pseudocount=5.0	0.922603	False	119	5.0
Pseudomonas seleniipraecipitans	pseudocount=5.0	0.922603	False	128	5.0
Pseudomonas syringae	pseudocount=5.0	0.922603	False	121	5.0
Pseudomonas tarimensis	pseudocount=5.0	1.61575	False	53	5.0
Pseudomonas tianjinensis	pseudocount=5.0	-0.686835	False	149	5.0
Pseudomonas tolaasii	pseudocount=5.0	1.61575	False	38	5.0
Pseudomonas viridiflava	pseudocount=5.0	0.229456	False	175	5.0
Pseudomonas zeshuii	pseudocount=5.0	0.229456	False	176	5.0
Rahnella aceris	pseudocount=5.0	0.006312	False	190	5.0
Rahnella bonaserana	pseudocount=5.0	1.61575	False	48	5.0
Rahnella inusitata	pseudocount=5.0	-0.216831	False	177	5.0
Ralstonia pickettii	pseudocount=5.0	-0.909979	False	143	5.0
Raoultella electrica	pseudocount=5.0	-0.909979	False	142	5.0
Rhizorhapis suberifaciens	pseudocount=5.0	-1.603126	False	101	5.0
Roseibium sediminis	pseudocount=5.0	-0.176009	False	181	5.0
Ruegeria pomeroyi	pseudocount=5.0	-0.909979	False	141	5.0
Runella soli	pseudocount=5.0	-1.603126	False	79	5.0
Salinirepens amamiensis	pseudocount=5.0	0.922603	False	122	5.0
Salipiger aestuarii	pseudocount=5.0	-0.909979	False	144	5.0
Serratia ficaria	pseudocount=5.0	-1.603126	False	78	5.0
Serratia ureilytica	pseudocount=5.0	-1.603126	False	100	5.0
Shewanella litorisediminis	pseudocount=5.0	-1.603126	False	77	5.0
Shewanella maritima	pseudocount=5.0	-1.603126	False	71	5.0
Siccibacter turicensis	pseudocount=5.0	-1.603126	False	70	5.0
Sphingomonas koreensis	pseudocount=5.0	-1.603126	False	76	5.0
Stutzerimonas kunmingensis	pseudocount=5.0	-1.603126	False	73	5.0
Stutzerimonas stutzeri	pseudocount=5.0	-0.581475	False	151	5.0
Tatumella terrea	pseudocount=5.0	1.61575	False	51	5.0
Thalassotalea marina	pseudocount=5.0	-1.603126	False	72	5.0
Thiohalospira halophila	pseudocount=5.0	0.188634	False	179	5.0
Thiomicrorhabdus heinhorstiae	pseudocount=5.0	-1.603126	False	74	5.0
Trabulsiella guamensis	pseudocount=5.0	-1.603126	False	75	5.0
Unknown	pseudocount=5.0	0.922603	False	123	5.0
Vibrio cholerae	pseudocount=5.0	-1.603126	False	98	5.0
Vibrio litoralis	pseudocount=5.0	-1.603126	False	95	5.0
Vibrio pelagius	pseudocount=5.0	-1.603126	False	97	5.0
Vineibacter terrae	pseudocount=5.0	1.61575	False	49	5.0
Yersinia rochesterensis	pseudocount=5.0	-1.603126	False	96	5.0
Yersinia ruckeri	pseudocount=5.0	1.61575	False	50	5.0
Acinetobacter chinensis	pseudocount=10.0	2.214542	False	94	10.0
Acinetobacter indicus	pseudocount=10.0	1.521395	False	115	10.0
Aeromonas dhakensis	pseudocount=10.0	0.017318	False	189	10.0
Aeromonas lusitana	pseudocount=10.0	0.422783	False	167	10.0
Agarivorans gilvus	pseudocount=10.0	-2.390628	False	7	10.0
Alcanivorax jadensis	pseudocount=10.0	-2.390628	False	3	10.0
Anatilimnocola aggregata	pseudocount=10.0	2.214542	False	101	10.0
Arcticibacterium luteifluviistationis	pseudocount=10.0	-0.193403	False	177	10.0
Azomonas agilis	pseudocount=10.0	2.214542	False	93	10.0
Azotobacter nigricans	pseudocount=10.0	2.214542	False	92	10.0
Brachybacterium aquaticum	pseudocount=10.0	1.521395	False	117	10.0
Brenneria rubrifaciens	pseudocount=10.0	2.214542	False	89	10.0
Brevundimonas aurantiaca	pseudocount=10.0	0.605104	False	164	10.0
Brevundimonas kwangchunensis	pseudocount=10.0	2.214542	False	88	10.0
Buchnera aphidicola	pseudocount=10.0	-2.390628	False	15	10.0
Citrobacter bitternis	pseudocount=10.0	-2.390628	False	6	10.0
Citrobacter freundii	pseudocount=10.0	0.828248	False	154	10.0
Citrobacter koseri	pseudocount=10.0	1.783759	False	102	10.0
Cronobacter muytjensii	pseudocount=10.0	0.605104	False	163	10.0
Cupriavidus necator	pseudocount=10.0	0.268632	False	175	10.0
Cupriavidus plantarum	pseudocount=10.0	1.521395	False	123	10.0
Cupriavidus yeoncheonensis	pseudocount=10.0	2.214542	False	90	10.0
Cutibacterium acnes	pseudocount=10.0	-2.296317	False	52	10.0
Cutibacterium namnetense	pseudocount=10.0	0.017318	False	188	10.0
Cyclobacterium qasimii	pseudocount=10.0	-2.390628	False	5	10.0
Dyadobacter sediminis	pseudocount=10.0	-2.390628	False	14	10.0
Emticicia soli	pseudocount=10.0	-1.292016	False	140	10.0
Endothiovibrio diazotrophicus	pseudocount=10.0	0.317422	False	173	10.0
Enterobacter asburiae	pseudocount=10.0	-2.390628	False	4	10.0
Enterobacter cloacae	pseudocount=10.0	2.214542	False	91	10.0
Enterobacter mori	pseudocount=10.0	-0.088043	False	184	10.0
Entomohabitans teleogrylli	pseudocount=10.0	1.521395	False	124	10.0
Entomomonas moraniae	pseudocount=10.0	2.214542	False	84	10.0
Erwinia piriflorinigrans	pseudocount=10.0	1.010569	False	150	10.0
Exiguobacterium aestuarii	pseudocount=10.0	-3.083775	False	1	10.0
Exiguobacterium alkaliphilum	pseudocount=10.0	1.11593	False	149	10.0
Exiguobacterium marinum	pseudocount=10.0	1.11593	False	146	10.0
Exiguobacterium undae	pseudocount=10.0	2.214542	False	81	10.0
Flavobacterium caeni	pseudocount=10.0	2.214542	False	85	10.0
Flavobacterium dongtanense	pseudocount=10.0	2.214542	False	87	10.0
Flavobacterium enshiense	pseudocount=10.0	2.214542	False	83	10.0
Flavobacterium haoranii	pseudocount=10.0	-1.474337	False	134	10.0
Flavobacterium jumunjinense	pseudocount=10.0	-0.311187	False	174	10.0
Flavobacterium luticocti	pseudocount=10.0	2.214542	False	53	10.0
Flavobacterium palustre	pseudocount=10.0	2.214542	False	82	10.0
Flavobacterium phocarum	pseudocount=10.0	-2.390628	False	12	10.0
Flavobacterium silvisoli	pseudocount=10.0	-1.697481	False	104	10.0
Flavobacterium xanthum	pseudocount=10.0	2.214542	False	86	10.0
Fluviimonas pallidilutea	pseudocount=10.0	-2.390628	False	9	10.0
Franconibacter helveticus	pseudocount=10.0	-1.697481	False	109	10.0
Gemmata massiliana	pseudocount=10.0	2.214542	False	80	10.0
Haliea alexandrii	pseudocount=10.0	-2.390628	False	11	10.0
Haloferula luteola	pseudocount=10.0	-2.390628	False	31	10.0
Halopseudomonas pelagia	pseudocount=10.0	2.214542	False	63	10.0
Hansschlegelia beijingensis	pseudocount=10.0	2.214542	False	55	10.0
Insectihabitans xujianqingii	pseudocount=10.0	-2.390628	False	10	10.0
Janibacter endophyticus	pseudocount=10.0	1.521395	False	118	10.0
Jiulongibacter sediminis	pseudocount=10.0	2.775837	False	2	10.0
Klebsiella quasipneumoniae	pseudocount=10.0	-2.390628	False	8	10.0
Klebsiella quasivariicola	pseudocount=10.0	-2.390628	False	13	10.0
Klebsiella variicola	pseudocount=10.0	1.241093	False	141	10.0
Kluyvera ascorbata	pseudocount=10.0	-1.697481	False	105	10.0
Kluyvera georgiana	pseudocount=10.0	-0.088043	False	183	10.0
Kosakonia arachidis	pseudocount=10.0	2.214542	False	54	10.0
Kytococcus sedentarius	pseudocount=10.0	-2.390628	False	30	10.0
Leclercia pneumoniae	pseudocount=10.0	0.199639	False	176	10.0
Lewinella cohaerens	pseudocount=10.0	1.521395	False	127	10.0
Limnoglobus roseus	pseudocount=10.0	2.214542	False	65	10.0
Luminiphilus syltensis	pseudocount=10.0	2.214542	False	56	10.0
Luteimonas abyssi	pseudocount=10.0	2.214542	False	64	10.0
Lysobacter brunescens	pseudocount=10.0	0.605104	False	165	10.0
Mangrovibacter plantisponsor	pseudocount=10.0	-2.390628	False	28	10.0
Maribius pelagius	pseudocount=10.0	-2.390628	False	29	10.0
Mariniblastus fucicola	pseudocount=10.0	-1.474337	False	135	10.0
Marivita roseacus	pseudocount=10.0	0.605104	False	162	10.0
Massilia agri	pseudocount=10.0	0.828248	False	153	10.0
Massilia alkalitolerans	pseudocount=10.0	1.521395	False	116	10.0
Massilia arenae	pseudocount=10.0	-0.183353	False	178	10.0
Massilia arvi	pseudocount=10.0	2.214542	False	66	10.0
Massilia haematophila	pseudocount=10.0	1.11593	False	148	10.0
Massilia niastensis	pseudocount=10.0	0.422783	False	170	10.0
Massilia norwichensis	pseudocount=10.0	2.214542	False	61	10.0
Massilia pinisoli	pseudocount=10.0	2.214542	False	79	10.0
Massilia rhizosphaerae	pseudocount=10.0	2.214542	False	62	10.0
Massilia terrae	pseudocount=10.0	0.135101	False	180	10.0
Massilia yuzhufengensis	pseudocount=10.0	2.214542	False	67	10.0
Mesorhizobium septentrionale	pseudocount=10.0	-2.390628	False	25	10.0
Methylococcus capsulatus	pseudocount=10.0	-1.697481	False	108	10.0
Methylotenera mobilis	pseudocount=10.0	-2.390628	False	26	10.0
Methylovulum psychrotolerans	pseudocount=10.0	2.214542	False	59	10.0
Moraxella atlantae	pseudocount=10.0	1.521395	False	126	10.0
Moraxella lacunata	pseudocount=10.0	1.521395	False	125	10.0
Moraxella osloensis	pseudocount=10.0	-3.643391	False	0	10.0
Moritella profunda	pseudocount=10.0	2.214542	False	68	10.0
Mucilaginibacter koreensis	pseudocount=10.0	-0.088043	False	182	10.0
Novispirillum itersonii	pseudocount=10.0	-2.390628	False	27	10.0
Pantoea agglomerans	pseudocount=10.0	-1.697481	False	106	10.0
Pantoea alhagi	pseudocount=10.0	2.214542	False	60	10.0
Pantoea dispersa	pseudocount=10.0	-1.292016	False	136	10.0
Paraburkholderia pallida	pseudocount=10.0	2.214542	False	58	10.0
Paracoccus salipaludis	pseudocount=10.0	-2.390628	False	17	10.0
Pectobacterium cacticida	pseudocount=10.0	0.106113	False	181	10.0
