taxon	method	fold_diff	fold_diff_is_nan	rank	pseudocount
Massilia haematophila	pseudocount=0.5	-1.472006	False	56	0.5
Massilia niastensis	pseudocount=0.5	-2.165154	False	21	0.5
Massilia norwichensis	pseudocount=0.5	-0.373394	False	169	0.5
Massilia pinisoli	pseudocount=0.5	-0.373394	False	170	0.5
Massilia rhizosphaerae	pseudocount=0.5	-0.373394	False	171	0.5
Massilia terrae	pseudocount=0.5	-2.452836	False	16	0.5
Massilia yuzhufengensis	pseudocount=0.5	-0.373394	False	140	0.5
Mesorhizobium septentrionale	pseudocount=0.5	1.0129	False	108	0.5
Methylococcus capsulatus	pseudocount=0.5	1.706047	False	45	0.5
Methylotenera mobilis	pseudocount=0.5	1.0129	False	114	0.5
Methylovulum psychrotolerans	pseudocount=0.5	-0.373394	False	141	0.5
Moraxella atlantae	pseudocount=0.5	-1.066541	False	63	0.5
Moraxella lacunata	pseudocount=0.5	-1.066541	False	75	0.5
Moraxella osloensis	pseudocount=0.5	-3.235595	False	4	0.5
Moritella profunda	pseudocount=0.5	-0.373394	False	172	0.5
Mucilaginibacter koreensis	pseudocount=0.5	0.319753	False	189	0.5
Novispirillum itersonii	pseudocount=0.5	1.0129	False	116	0.5
Pantoea agglomerans	pseudocount=0.5	1.706047	False	40	0.5
Pantoea alhagi	pseudocount=0.5	-0.373394	False	166	0.5
Pantoea dispersa	pseudocount=0.5	2.111513	False	26	0.5
Paraburkholderia pallida	pseudocount=0.5	-0.373394	False	143	0.5
Paracoccus salipaludis	pseudocount=0.5	1.0129	False	107	0.5
Pectobacterium cacticida	pseudocount=0.5	0.513909	False	135	0.5
Pectobacterium polaris	pseudocount=0.5	2.111513	False	25	0.5
Pelagerythrobacter marensis	pseudocount=0.5	1.0129	False	106	0.5
Peptoniphilus faecalis	pseudocount=0.5	1.0129	False	105	0.5
Phaeocystidibacter luteus	pseudocount=0.5	1.0129	False	100	0.5
Phaeodactylibacter luteus	pseudocount=0.5	2.111513	False	29	0.5
Phycisphaera mikurensis	pseudocount=0.5	1.706047	False	41	0.5
Phytobacter diazotrophicus	pseudocount=0.5	1.0129	False	102	0.5
Pluralibacter pyrinus	pseudocount=0.5	0.319753	False	188	0.5
Pontibacter roseus	pseudocount=0.5	1.0129	False	101	0.5
Proteus faecis	pseudocount=0.5	2.111513	False	28	0.5
Providencia stuartii	pseudocount=0.5	-0.778859	False	132	0.5
Pseudoalteromonas arabiensis	pseudocount=0.5	1.0129	False	84	0.5
Pseudoalteromonas fenneropenaei	pseudocount=0.5	1.706047	False	42	0.5
Pseudoalteromonas luteoviolacea	pseudocount=0.5	1.0129	False	103	0.5
Pseudoalteromonas peptidolytica	pseudocount=0.5	1.0129	False	82	0.5
Pseudoalteromonas phenolica	pseudocount=0.5	3.315485	False	3	0.5
Pseudoalteromonas telluritireducens	pseudocount=0.5	1.0129	False	83	0.5
Pseudoalteromonas translucida	pseudocount=0.5	1.0129	False	81	0.5
Pseudoalteromonas xiamenensis	pseudocount=0.5	1.0129	False	104	0.5
Pseudomonas aeruginosa	pseudocount=0.5	-2.452836	False	17	0.5
Pseudomonas alcaligenes	pseudocount=0.5	-0.596538	False	134	0.5
Pseudomonas alkylphenolica	pseudocount=0.5	-2.938343	False	9	0.5
Pseudomonas alloputida	pseudocount=0.5	-0.373394	False	167	0.5
Pseudomonas arcuscaelestis	pseudocount=0.5	1.706047	False	43	0.5
Pseudomonas azotoformans	pseudocount=0.5	-2.938343	False	8	0.5
Pseudomonas bijieensis	pseudocount=0.5	-1.472006	False	53	0.5
Pseudomonas carbonaria	pseudocount=0.5	-0.373394	False	174	0.5
Pseudomonas caricapapayae	pseudocount=0.5	-1.066541	False	74	0.5
Pseudomonas delhiensis	pseudocount=0.5	-1.066541	False	68	0.5
Pseudomonas duriflava	pseudocount=0.5	-0.373394	False	175	0.5
Pseudomonas extremorientalis	pseudocount=0.5	-0.373394	False	177	0.5
Pseudomonas fluvialis	pseudocount=0.5	-1.066541	False	69	0.5
Pseudomonas frederiksbergensis	pseudocount=0.5	-0.373394	False	176	0.5
Pseudomonas guangdongensis	pseudocount=0.5	-1.759688	False	32	0.5
Pseudomonas humi	pseudocount=0.5	-1.472006	False	51	0.5
Pseudomonas luteola	pseudocount=0.5	-1.066541	False	70	0.5
Pseudomonas marincola	pseudocount=0.5	-2.165154	False	24	0.5
Pseudomonas massiliensis	pseudocount=0.5	-1.066541	False	67	0.5
Pseudomonas mediterranea	pseudocount=0.5	-0.373394	False	173	0.5
Pseudomonas mendocina	pseudocount=0.5	-1.472006	False	57	0.5
Pseudomonas mucidolens	pseudocount=0.5	-1.066541	False	77	0.5
Pseudomonas oleovorans	pseudocount=0.5	-1.472006	False	52	0.5
Pseudomonas oryzae	pseudocount=0.5	-0.373394	False	163	0.5
Pseudomonas oryzihabitans	pseudocount=0.5	-3.317833	False	2	0.5
Pseudomonas pharmacofabricae	pseudocount=0.5	-0.373394	False	181	0.5
Pseudomonas phenolilytica	pseudocount=0.5	-0.373394	False	180	0.5
Pseudomonas psychrophila	pseudocount=0.5	-0.373394	False	183	0.5
Pseudomonas putida	pseudocount=0.5	-0.373394	False	182	0.5
Pseudomonas saponiphila	pseudocount=0.5	1.0129	False	97	0.5
Pseudomonas savastanoi	pseudocount=0.5	-1.759688	False	33	0.5
Pseudomonas schmalbachii	pseudocount=0.5	-1.066541	False	76	0.5
Pseudomonas seleniipraecipitans	pseudocount=0.5	-1.066541	False	72	0.5
Pseudomonas syringae	pseudocount=0.5	-1.066541	False	71	0.5
Pseudomonas tarimensis	pseudocount=0.5	-0.373394	False	162	0.5
Pseudomonas tianjinensis	pseudocount=0.5	-0.373394	False	160	0.5
Pseudomonas tolaasii	pseudocount=0.5	-0.373394	False	161	0.5
Pseudomonas viridiflava	pseudocount=0.5	-1.759688	False	37	0.5
Pseudomonas zeshuii	pseudocount=0.5	-1.759688	False	36	0.5
Rahnella aceris	pseudocount=0.5	0.319753	False	190	0.5
Rahnella bonaserana	pseudocount=0.5	-0.373394	False	179	0.5
Rahnella inusitata	pseudocount=0.5	2.399195	False	18	0.5
Ralstonia pickettii	pseudocount=0.5	1.706047	False	49	0.5
Raoultella electrica	pseudocount=0.5	1.706047	False	48	0.5
Rhizorhapis suberifaciens	pseudocount=0.5	1.0129	False	131	0.5
Roseibium sediminis	pseudocount=0.5	-2.165154	False	23	0.5
Ruegeria pomeroyi	pseudocount=0.5	1.706047	False	38	0.5
Runella soli	pseudocount=0.5	1.0129	False	130	0.5
Salinirepens amamiensis	pseudocount=0.5	-1.066541	False	73	0.5
Salipiger aestuarii	pseudocount=0.5	1.706047	False	39	0.5
Serratia ficaria	pseudocount=0.5	1.0129	False	99	0.5
Serratia ureilytica	pseudocount=0.5	1.0129	False	98	0.5
Shewanella litorisediminis	pseudocount=0.5	1.0129	False	128	0.5
Shewanella maritima	pseudocount=0.5	1.0129	False	96	0.5
Siccibacter turicensis	pseudocount=0.5	1.0129	False	93	0.5
Sphingomonas koreensis	pseudocount=0.5	1.0129	False	88	0.5
Stutzerimonas kunmingensis	pseudocount=0.5	1.0129	False	92	0.5
Stutzerimonas stutzeri	pseudocount=0.5	-2.570619	False	13	0.5
Tatumella terrea	pseudocount=0.5	-0.373394	False	178	0.5
Thalassotalea marina	pseudocount=0.5	1.0129	False	90	0.5
Thiohalospira halophila	pseudocount=0.5	2.80466	False	10	0.5
Thiomicrorhabdus heinhorstiae	pseudocount=0.5	1.0129	False	91	0.5
Trabulsiella guamensis	pseudocount=0.5	1.0129	False	89	0.5
Unknown	pseudocount=0.5	1.236044	False	59	0.5
Vibrio cholerae	pseudocount=0.5	1.0129	False	94	0.5
Vibrio litoralis	pseudocount=0.5	1.0129	False	87	0.5
Vibrio pelagius	pseudocount=0.5	1.0129	False	129	0.5
Vineibacter terrae	pseudocount=0.5	-0.373394	False	185	0.5
Yersinia rochesterensis	pseudocount=0.5	1.0129	False	95	0.5
Yersinia ruckeri	pseudocount=0.5	-0.373394	False	184	0.5
Acinetobacter chinensis	pseudocount=1.0	0.225398	False	121	1.0
Acinetobacter indicus	pseudocount=1.0	-0.467749	False	67	1.0
Aeromonas dhakensis	pseudocount=1.0	-1.971827	False	14	1.0
Aeromonas lusitana	pseudocount=1.0	-1.566362	False	22	1.0
Agarivorans gilvus	pseudocount=1.0	0.225398	False	120	1.0
Alcanivorax jadensis	pseudocount=1.0	0.225398	False	118	1.0
Anatilimnocola aggregata	pseudocount=1.0	0.225398	False	119	1.0
Arcticibacterium luteifluviistationis	pseudocount=1.0	2.422623	False	7	1.0
Azomonas agilis	pseudocount=1.0	0.225398	False	116	1.0
Azotobacter nigricans	pseudocount=1.0	0.225398	False	117	1.0
Brachybacterium aquaticum	pseudocount=1.0	-0.467749	False	70	1.0
Brenneria rubrifaciens	pseudocount=1.0	0.225398	False	127	1.0
Brevundimonas aurantiaca	pseudocount=1.0	-1.38404	False	26	1.0
Brevundimonas kwangchunensis	pseudocount=1.0	0.225398	False	126	1.0
Buchnera aphidicola	pseudocount=1.0	0.225398	False	125	1.0
Citrobacter bitternis	pseudocount=1.0	0.225398	False	124	1.0
Citrobacter freundii	pseudocount=1.0	-1.160896	False	37	1.0
Citrobacter koseri	pseudocount=1.0	2.0972	False	12	1.0
Cronobacter muytjensii	pseudocount=1.0	0.918545	False	47	1.0
Cupriavidus necator	pseudocount=1.0	-1.720512	False	19	1.0
Cupriavidus plantarum	pseudocount=1.0	-0.467749	False	80	1.0
Cupriavidus yeoncheonensis	pseudocount=1.0	0.225398	False	122	1.0
Cutibacterium acnes	pseudocount=1.0	-4.285462	False	0	1.0
Cutibacterium namnetense	pseudocount=1.0	-1.971827	False	15	1.0
Cyclobacterium qasimii	pseudocount=1.0	0.225398	False	92	1.0
Dyadobacter sediminis	pseudocount=1.0	0.225398	False	91	1.0
Emticicia soli	pseudocount=1.0	1.32401	False	29	1.0
Endothiovibrio diazotrophicus	pseudocount=1.0	2.933448	False	3	1.0
Enterobacter asburiae	pseudocount=1.0	0.225398	False	93	1.0
Enterobacter cloacae	pseudocount=1.0	0.225398	False	94	1.0
Enterobacter mori	pseudocount=1.0	0.225398	False	123	1.0
Entomohabitans teleogrylli	pseudocount=1.0	-0.467749	False	81	1.0
Entomomonas moraniae	pseudocount=1.0	0.225398	False	112	1.0
Erwinia piriflorinigrans	pseudocount=1.0	1.32401	False	32	1.0
Exiguobacterium aestuarii	pseudocount=1.0	-2.770334	False	4	1.0
Exiguobacterium alkaliphilum	pseudocount=1.0	-0.873214	False	61	1.0
Exiguobacterium marinum	pseudocount=1.0	-0.873214	False	62	1.0
Exiguobacterium undae	pseudocount=1.0	0.225398	False	113	1.0
Flavobacterium caeni	pseudocount=1.0	0.225398	False	114	1.0
Flavobacterium dongtanense	pseudocount=1.0	0.225398	False	115	1.0
Flavobacterium enshiense	pseudocount=1.0	0.225398	False	107	1.0
Flavobacterium haoranii	pseudocount=1.0	-1.160896	False	40	1.0
Flavobacterium jumunjinense	pseudocount=1.0	2.304839	False	10	1.0
Flavobacterium luticocti	pseudocount=1.0	0.225398	False	108	1.0
Flavobacterium palustre	pseudocount=1.0	0.225398	False	109	1.0
Flavobacterium phocarum	pseudocount=1.0	0.225398	False	110	1.0
Flavobacterium silvisoli	pseudocount=1.0	0.918545	False	45	1.0
Flavobacterium xanthum	pseudocount=1.0	0.225398	False	111	1.0
Fluviimonas pallidilutea	pseudocount=1.0	0.225398	False	106	1.0
Franconibacter helveticus	pseudocount=1.0	0.918545	False	46	1.0
Gemmata massiliana	pseudocount=1.0	0.225398	False	105	1.0
Haliea alexandrii	pseudocount=1.0	0.225398	False	104	1.0
Haloferula luteola	pseudocount=1.0	0.225398	False	100	1.0
Halopseudomonas pelagia	pseudocount=1.0	0.225398	False	101	1.0
Hansschlegelia beijingensis	pseudocount=1.0	0.225398	False	102	1.0
Insectihabitans xujianqingii	pseudocount=1.0	0.225398	False	103	1.0
Janibacter endophyticus	pseudocount=1.0	-0.467749	False	86	1.0
Jiulongibacter sediminis	pseudocount=1.0	3.089278	False	2	1.0
Klebsiella quasipneumoniae	pseudocount=1.0	0.225398	False	90	1.0
Klebsiella quasivariicola	pseudocount=1.0	0.225398	False	99	1.0
Klebsiella variicola	pseudocount=1.0	1.554534	False	25	1.0
Kluyvera ascorbata	pseudocount=1.0	0.918545	False	44	1.0
Kluyvera georgiana	pseudocount=1.0	0.225398	False	89	1.0
Kosakonia arachidis	pseudocount=1.0	0.225398	False	88	1.0
Kytococcus sedentarius	pseudocount=1.0	0.225398	False	147	1.0
Leclercia pneumoniae	pseudocount=1.0	0.51308	False	66	1.0
Lewinella cohaerens	pseudocount=1.0	-0.467749	False	82	1.0
Limnoglobus roseus	pseudocount=1.0	0.225398	False	148	1.0
Luminiphilus syltensis	pseudocount=1.0	0.225398	False	149	1.0
Luteimonas abyssi	pseudocount=1.0	0.225398	False	146	1.0
Lysobacter brunescens	pseudocount=1.0	-1.38404	False	27	1.0
Mangrovibacter plantisponsor	pseudocount=1.0	0.225398	False	95	1.0
Maribius pelagius	pseudocount=1.0	0.225398	False	145	1.0
Mariniblastus fucicola	pseudocount=1.0	-1.160896	False	41	1.0
Marivita roseacus	pseudocount=1.0	0.918545	False	43	1.0
Massilia agri	pseudocount=1.0	-1.160896	False	36	1.0
Massilia alkalitolerans	pseudocount=1.0	-0.467749	False	85	1.0
Massilia arenae	pseudocount=1.0	-2.172497	False	11	1.0
Massilia arvi	pseudocount=1.0	0.225398	False	144	1.0
Massilia haematophila	pseudocount=1.0	-0.873214	False	58	1.0
Massilia niastensis	pseudocount=1.0	-1.566362	False	21	1.0
Massilia norwichensis	pseudocount=1.0	0.225398	False	151	1.0
Massilia pinisoli	pseudocount=1.0	0.225398	False	154	1.0
Massilia rhizosphaerae	pseudocount=1.0	0.225398	False	150	1.0
Massilia terrae	pseudocount=1.0	-1.854044	False	18	1.0
Massilia yuzhufengensis	pseudocount=1.0	0.225398	False	153	1.0
Mesorhizobium septentrionale	pseudocount=1.0	0.225398	False	152	1.0
Methylococcus capsulatus	pseudocount=1.0	0.918545	False	55	1.0
Methylotenera mobilis	pseudocount=1.0	0.225398	False	156	1.0
Methylovulum psychrotolerans	pseudocount=1.0	0.225398	False	155	1.0
Moraxella atlantae	pseudocount=1.0	-0.467749	False	83	1.0
Moraxella lacunata	pseudocount=1.0	-0.467749	False	84	1.0
Moraxella osloensis	pseudocount=1.0	-3.32995	False	1	1.0
Moritella profunda	pseudocount=1.0	0.225398	False	98	1.0
Mucilaginibacter koreensis	pseudocount=1.0	0.225398	False	97	1.0
Novispirillum itersonii	pseudocount=1.0	0.225398	False	96	1.0
Pantoea agglomerans	pseudocount=1.0	0.918545	False	48	1.0
Pantoea alhagi	pseudocount=1.0	0.225398	False	138	1.0
Pantoea dispersa	pseudocount=1.0	1.32401	False	28	1.0
Paraburkholderia pallida	pseudocount=1.0	0.225398	False	135	1.0
Paracoccus salipaludis	pseudocount=1.0	0.225398	False	137	1.0
Pectobacterium cacticida	pseudocount=1.0	0.419554	False	87	1.0
Pectobacterium polaris	pseudocount=1.0	1.32401	False	31	1.0
Pelagerythrobacter marensis	pseudocount=1.0	0.225398	False	136	1.0
Peptoniphilus faecalis	pseudocount=1.0	0.225398	False	140	1.0
Phaeocystidibacter luteus	pseudocount=1.0	0.225398	False	139	1.0
Phaeodactylibacter luteus	pseudocount=1.0	1.32401	False	33	1.0
Phycisphaera mikurensis	pseudocount=1.0	0.918545	False	53	1.0
Phytobacter diazotrophicus	pseudocount=1.0	0.225398	False	141	1.0
Pluralibacter pyrinus	pseudocount=1.0	0.225398	False	142	1.0
Pontibacter roseus	pseudocount=1.0	0.225398	False	143	1.0
Proteus faecis	pseudocount=1.0	1.32401	False	30	1.0
Providencia stuartii	pseudocount=1.0	-0.873214	False	59	1.0
Pseudoalteromonas arabiensis	pseudocount=1.0	0.225398	False	131	1.0
Pseudoalteromonas fenneropenaei	pseudocount=1.0	0.918545	False	54	1.0
Pseudoalteromonas luteoviolacea	pseudocount=1.0	0.225398	False	132	1.0
Pseudoalteromonas peptidolytica	pseudocount=1.0	0.225398	False	133	1.0
Pseudoalteromonas phenolica	pseudocount=1.0	2.527983	False	6	1.0
Pseudoalteromonas telluritireducens	pseudocount=1.0	0.225398	False	130	1.0
Pseudoalteromonas translucida	pseudocount=1.0	0.225398	False	134	1.0
Pseudoalteromonas xiamenensis	pseudocount=1.0	0.225398	False	129	1.0
Pseudomonas aeruginosa	pseudocount=1.0	-1.854044	False	17	1.0
Pseudomonas alcaligenes	pseudocount=1.0	-0.690893	False	65	1.0
Pseudomonas alkylphenolica	pseudocount=1.0	-2.339551	False	9	1.0
Pseudomonas alloputida	pseudocount=1.0	0.225398	False	128	1.0
Pseudomonas arcuscaelestis	pseudocount=1.0	0.918545	False	56	1.0
Pseudomonas azotoformans	pseudocount=1.0	-2.339551	False	8	1.0
Pseudomonas bijieensis	pseudocount=1.0	-0.873214	False	60	1.0
Pseudomonas carbonaria	pseudocount=1.0	0.225398	False	157	1.0
Pseudomonas caricapapayae	pseudocount=1.0	-0.467749	False	74	1.0
Pseudomonas delhiensis	pseudocount=1.0	-0.467749	False	68	1.0
Pseudomonas duriflava	pseudocount=1.0	0.225398	False	158	1.0
Pseudomonas extremorientalis	pseudocount=1.0	0.225398	False	169	1.0
Pseudomonas fluvialis	pseudocount=1.0	-0.467749	False	71	1.0
Pseudomonas frederiksbergensis	pseudocount=1.0	0.225398	False	168	1.0
Pseudomonas guangdongensis	pseudocount=1.0	-1.160896	False	34	1.0
Pseudomonas humi	pseudocount=1.0	-0.873214	False	57	1.0
Pseudomonas luteola	pseudocount=1.0	-0.467749	False	78	1.0
Pseudomonas marincola	pseudocount=1.0	-1.566362	False	24	1.0
Pseudomonas massiliensis	pseudocount=1.0	-0.467749	False	75	1.0
Pseudomonas mediterranea	pseudocount=1.0	0.225398	False	159	1.0
Pseudomonas mendocina	pseudocount=1.0	-0.873214	False	63	1.0
Pseudomonas mucidolens	pseudocount=1.0	-0.467749	False	69	1.0
Pseudomonas oleovorans	pseudocount=1.0	-0.873214	False	64	1.0
Pseudomonas oryzae	pseudocount=1.0	0.225398	False	163	1.0
Pseudomonas oryzihabitans	pseudocount=1.0	-2.719041	False	5	1.0
Pseudomonas pharmacofabricae	pseudocount=1.0	0.225398	False	162	1.0
Pseudomonas phenolilytica	pseudocount=1.0	0.225398	False	164	1.0
Pseudomonas psychrophila	pseudocount=1.0	0.225398	False	165	1.0
Pseudomonas putida	pseudocount=1.0	0.225398	False	166	1.0
Pseudomonas saponiphila	pseudocount=1.0	0.225398	False	167	1.0
Pseudomonas savastanoi	pseudocount=1.0	-1.160896	False	35	1.0
Pseudomonas schmalbachii	pseudocount=1.0	-0.467749	False	76	1.0
Pseudomonas seleniipraecipitans	pseudocount=1.0	-0.467749	False	72	1.0
Pseudomonas syringae	pseudocount=1.0	-0.467749	False	79	1.0
Pseudomonas tarimensis	pseudocount=1.0	0.225398	False	161	1.0
Pseudomonas tianjinensis	pseudocount=1.0	-0.467749	False	77	1.0
Pseudomonas tolaasii	pseudocount=1.0	0.225398	False	160	1.0
Pseudomonas viridiflava	pseudocount=1.0	-1.160896	False	39	1.0
Pseudomonas zeshuii	pseudocount=1.0	-1.160896	False	38	1.0
Rahnella aceris	pseudocount=1.0	0.225398	False	173	1.0
Rahnella bonaserana	pseudocount=1.0	0.225398	False	175	1.0
Rahnella inusitata	pseudocount=1.0	1.611692	False	20	1.0
Ralstonia pickettii	pseudocount=1.0	0.918545	False	51	1.0
Raoultella electrica	pseudocount=1.0	0.918545	False	50	1.0
Rhizorhapis suberifaciens	pseudocount=1.0	0.225398	False	170	1.0
Roseibium sediminis	pseudocount=1.0	-1.566362	False	23	1.0
Ruegeria pomeroyi	pseudocount=1.0	0.918545	False	52	1.0
Runella soli	pseudocount=1.0	0.225398	False	174	1.0
Salinirepens amamiensis	pseudocount=1.0	-0.467749	False	73	1.0
Salipiger aestuarii	pseudocount=1.0	0.918545	False	49	1.0
Serratia ficaria	pseudocount=1.0	0.225398	False	171	1.0
Serratia ureilytica	pseudocount=1.0	0.225398	False	172	1.0
Shewanella litorisediminis	pseudocount=1.0	0.225398	False	178	1.0
Shewanella maritima	pseudocount=1.0	0.225398	False	177	1.0
Siccibacter turicensis	pseudocount=1.0	0.225398	False	176	1.0
Sphingomonas koreensis	pseudocount=1.0	0.225398	False	183	1.0
Stutzerimonas kunmingensis	pseudocount=1.0	0.225398	False	179	1.0
Stutzerimonas stutzeri	pseudocount=1.0	-1.971827	False	16	1.0
Tatumella terrea	pseudocount=1.0	0.225398	False	180	1.0
Thalassotalea marina	pseudocount=1.0	0.225398	False	181	1.0
Thiohalospira halophila	pseudocount=1.0	2.017157	False	13	1.0
Thiomicrorhabdus heinhorstiae	pseudocount=1.0	0.225398	False	182	1.0
Trabulsiella guamensis	pseudocount=1.0	0.225398	False	184	1.0
Unknown	pseudocount=1.0	1.141689	False	42	1.0
Vibrio cholerae	pseudocount=1.0	0.225398	False	185	1.0
Vibrio litoralis	pseudocount=1.0	0.225398	False	186	1.0
Vibrio pelagius	pseudocount=1.0	0.225398	False	187	1.0
Vineibacter terrae	pseudocount=1.0	0.225398	False	188	1.0
Yersinia rochesterensis	pseudocount=1.0	0.225398	False	189	1.0
Yersinia ruckeri	pseudocount=1.0	0.225398	False	190	1.0
Acinetobacter chinensis	pseudocount=2.0	0.82419	False	51	2.0
Acinetobacter indicus	pseudocount=2.0	0.131043	False	170	2.0
Aeromonas dhakensis	pseudocount=2.0	-1.373035	False	14	2.0
Aeromonas lusitana	pseudocount=2.0	-0.967569	False	25	2.0
Agarivorans gilvus	pseudocount=2.0	-0.562104	False	116	2.0
Alcanivorax jadensis	pseudocount=2.0	-0.562104	False	117	2.0
Anatilimnocola aggregata	pseudocount=2.0	0.82419	False	52	2.0
Arcticibacterium luteifluviistationis	pseudocount=2.0	1.63512	False	10	2.0
Azomonas agilis	pseudocount=2.0	0.82419	False	55	2.0
Azotobacter nigricans	pseudocount=2.0	0.82419	False	54	2.0
Brachybacterium aquaticum	pseudocount=2.0	0.131043	False	158	2.0
Brenneria rubrifaciens	pseudocount=2.0	0.82419	False	53	2.0
Brevundimonas aurantiaca	pseudocount=2.0	-0.785248	False	83	2.0
Brevundimonas kwangchunensis	pseudocount=2.0	0.82419	False	62	2.0
Buchnera aphidicola	pseudocount=2.0	-0.562104	False	118	2.0
Citrobacter bitternis	pseudocount=2.0	-0.562104	False	119	2.0
Citrobacter freundii	pseudocount=2.0	-0.562104	False	115	2.0
Citrobacter koseri	pseudocount=2.0	2.002845	False	6	2.0
Cronobacter muytjensii	pseudocount=2.0	0.82419	False	30	2.0
Cupriavidus necator	pseudocount=2.0	-1.12172	False	23	2.0
Cupriavidus plantarum	pseudocount=2.0	0.131043	False	159	2.0
Cupriavidus yeoncheonensis	pseudocount=2.0	0.82419	False	80	2.0
Cutibacterium acnes	pseudocount=2.0	-3.68667	False	0	2.0
Cutibacterium namnetense	pseudocount=2.0	-1.373035	False	15	2.0
Cyclobacterium qasimii	pseudocount=2.0	-0.562104	False	113	2.0
Dyadobacter sediminis	pseudocount=2.0	-0.562104	False	112	2.0
Emticicia soli	pseudocount=2.0	0.536508	False	145	2.0
Endothiovibrio diazotrophicus	pseudocount=2.0	2.145946	False	4	2.0
Enterobacter asburiae	pseudocount=2.0	-0.562104	False	114	2.0
Enterobacter cloacae	pseudocount=2.0	0.82419	False	63	2.0
Enterobacter mori	pseudocount=2.0	0.131043	False	156	2.0
Entomohabitans teleogrylli	pseudocount=2.0	0.131043	False	176	2.0
Entomomonas moraniae	pseudocount=2.0	0.82419	False	31	2.0
Erwinia piriflorinigrans	pseudocount=2.0	1.229655	False	22	2.0
Exiguobacterium aestuarii	pseudocount=2.0	-2.864689	False	3	2.0
Exiguobacterium alkaliphilum	pseudocount=2.0	-0.274422	False	149	2.0
Exiguobacterium marinum	pseudocount=2.0	-0.274422	False	150	2.0
Exiguobacterium undae	pseudocount=2.0	0.82419	False	34	2.0
Flavobacterium caeni	pseudocount=2.0	0.82419	False	56	2.0
Flavobacterium dongtanense	pseudocount=2.0	0.82419	False	57	2.0
Flavobacterium enshiense	pseudocount=2.0	0.82419	False	61	2.0
Flavobacterium haoranii	pseudocount=2.0	-1.255252	False	19	2.0
Flavobacterium jumunjinense	pseudocount=2.0	1.517337	False	12	2.0
Flavobacterium luticocti	pseudocount=2.0	0.82419	False	60	2.0
Flavobacterium palustre	pseudocount=2.0	0.82419	False	39	2.0
Flavobacterium phocarum	pseudocount=2.0	-0.562104	False	120	2.0
Flavobacterium silvisoli	pseudocount=2.0	0.131043	False	171	2.0
Flavobacterium xanthum	pseudocount=2.0	0.82419	False	38	2.0
Fluviimonas pallidilutea	pseudocount=2.0	-0.562104	False	110	2.0
Franconibacter helveticus	pseudocount=2.0	0.131043	False	172	2.0
Gemmata massiliana	pseudocount=2.0	0.82419	False	58	2.0
Haliea alexandrii	pseudocount=2.0	-0.562104	False	121	2.0
Haloferula luteola	pseudocount=2.0	-0.562104	False	109	2.0
Halopseudomonas pelagia	pseudocount=2.0	0.82419	False	59	2.0
Hansschlegelia beijingensis	pseudocount=2.0	0.82419	False	32	2.0
Insectihabitans xujianqingii	pseudocount=2.0	-0.562104	False	127	2.0
Janibacter endophyticus	pseudocount=2.0	0.131043	False	173	2.0
Jiulongibacter sediminis	pseudocount=2.0	2.994923	False	2	2.0
Klebsiella quasipneumoniae	pseudocount=2.0	-0.562104	False	111	2.0
Klebsiella quasivariicola	pseudocount=2.0	-0.562104	False	126	2.0
Klebsiella variicola	pseudocount=2.0	1.460179	False	13	2.0
Kluyvera ascorbata	pseudocount=2.0	0.131043	False	174	2.0
Kluyvera georgiana	pseudocount=2.0	0.131043	False	175	2.0
Kosakonia arachidis	pseudocount=2.0	0.82419	False	33	2.0
Kytococcus sedentarius	pseudocount=2.0	-0.562104	False	124	2.0
Leclercia pneumoniae	pseudocount=2.0	0.418725	False	146	2.0
Lewinella cohaerens	pseudocount=2.0	0.131043	False	169	2.0
Limnoglobus roseus	pseudocount=2.0	0.82419	False	49	2.0
Luminiphilus syltensis	pseudocount=2.0	0.82419	False	48	2.0
Luteimonas abyssi	pseudocount=2.0	0.82419	False	41	2.0
Lysobacter brunescens	pseudocount=2.0	-0.785248	False	84	2.0
Mangrovibacter plantisponsor	pseudocount=2.0	-0.562104	False	125	2.0
Maribius pelagius	pseudocount=2.0	-0.562104	False	94	2.0
Mariniblastus fucicola	pseudocount=2.0	-1.255252	False	18	2.0
Marivita roseacus	pseudocount=2.0	0.82419	False	50	2.0
Massilia agri	pseudocount=2.0	-0.562104	False	88	2.0
Massilia alkalitolerans	pseudocount=2.0	0.131043	False	168	2.0
Massilia arenae	pseudocount=2.0	-1.573705	False	11	2.0
Massilia arvi	pseudocount=2.0	0.82419	False	42	2.0
Massilia haematophila	pseudocount=2.0	-0.274422	False	151	2.0
Massilia niastensis	pseudocount=2.0	-0.967569	False	29	2.0
Massilia norwichensis	pseudocount=2.0	0.82419	False	35	2.0
Massilia pinisoli	pseudocount=2.0	0.82419	False	43	2.0
Massilia rhizosphaerae	pseudocount=2.0	0.82419	False	44	2.0
Massilia terrae	pseudocount=2.0	-1.255252	False	17	2.0
Massilia yuzhufengensis	pseudocount=2.0	0.82419	False	37	2.0
Mesorhizobium septentrionale	pseudocount=2.0	-0.562104	False	123	2.0
Methylococcus capsulatus	pseudocount=2.0	0.131043	False	165	2.0
Methylotenera mobilis	pseudocount=2.0	-0.562104	False	95	2.0
Methylovulum psychrotolerans	pseudocount=2.0	0.82419	False	36	2.0
Moraxella atlantae	pseudocount=2.0	0.131043	False	167	2.0
