	SRR21374326	SRR21374327	SRR21374328	SRR21374329	SRR21374330	SRR21374331	SRR21374332	SRR21374333	SRR21374334	SRR21374335	SRR21374336	SRR21374337	SRR21374338	SRR21374339	SRR21374340	SRR21374341	SRR21374342	SRR21374343	SRR21374344	SRR21374345
JP355479.1	8.8474	6.0383	8.1261	3.8438	9.5884	12.5571	6.9021	10.8126	9.4222	7.4999	10.0985	9.0049	5.2800	8.5044	5.7550	10.5182	6.5363	9.6719	8.9953	5.9545
JP355481.1	5.0362	3.6160	2.4101	4.1891	3.9210	3.9016	3.6635	3.9295	4.3925	2.8402	3.5396	3.4949	3.1957	3.1069	3.3400	7.1110	2.9959	3.8148	1.6897	3.1220
JP355482.1	0.1653	1.3312	1.2819	1.1503	0.0000	1.7248	2.1537	0.0436	0.5827	2.5144	1.1465	0.0000	1.4172	0.7836	0.1821	0.4986	0.7828	0.4302	0.4053	1.0903
JP355483.1	1.3283	2.9011	4.2860	54.6110	13.5996	0.0000	0.0000	0.0000	17.6575	28.0516	0.0000	30.3605	0.0000	43.7834	70.2715	0.3146	16.9599	36.2861	65.5840	0.0000
JP355484.1	3.9783	5.4325	3.9659	5.0944	2.8835	4.7964	4.7434	4.2836	4.3112	2.7785	4.7637	4.4591	5.3152	4.2640	3.9546	5.5312	6.8881	2.8384	3.6269	5.1675
JP355485.1	0.6227	1.0021	1.2127	3.1575	1.3448	0.3265	0.6707	0.5128	1.2530	3.0321	0.0000	3.3553	0.0000	2.5650	1.0274	0.8997	1.0118	1.9095	0.9263	0.4012
JP355486.1	0.3459	1.5285	0.2790	0.0000	5.8686	0.0000	2.0751	0.3329	0.6169	0.6950	0.4223	0.6306	2.6291	0.0888	0.0000	1.1731	0.9080	1.1427	2.6692	2.8291
JP355487.1	31.9496	23.0696	11.4972	21.4050	28.3225	19.3497	21.7251	13.4004	22.2140	19.3361	20.9233	20.8019	18.2313	25.9400	16.3403	23.6383	19.0518	23.9483	26.6139	16.9119
JP355488.1	2.3134	1.8449	4.2920	8.5517	10.5754	3.4723	3.5737	5.0994	25.5532	3.9495	23.0214	0.0000	0.0000	10.0944	0.2721	14.8292	4.0062	9.8754	0.5742	0.3972
JP355489.1	24.5182	11.0693	15.2022	15.2692	12.5945	16.4510	11.4698	15.3570	26.8778	20.8069	9.4915	15.8306	20.0770	32.4916	29.8141	28.1831	54.0029	22.8905	31.2029	27.9212
JP355490.1	27.4319	21.0874	10.3186	48.7570	4.5730	20.3855	23.8155	17.6062	10.0652	35.5311	25.4006	31.7611	0.8367	8.9154	23.5796	92.8149	35.0843	3.6851	18.0220	0.6807
JP355491.1	3.7053	18.9629	24.0874	0.2689	0.3179	8.5215	17.0864	20.7027	40.9306	58.2821	0.0000	16.3549	0.0000	15.1215	17.8328	0.0000	0.0940	0.0216	5.8387	0.0556
JP355492.1	9.9977	21.3518	9.2054	0.0000	12.6807	13.6756	19.6929	16.2720	297.2766	176.5886	0.6421	0.0063	0.0649	97.9710	20.4675	1.1307	0.0000	13.2348	0.4958	0.2959
JP355493.1	1.5246	0.7347	0.5917	1.6662	0.6677	0.7873	0.7813	1.4260	1.1141	0.4410	1.1437	1.5726	0.5249	1.0208	1.2595	1.4586	0.8423	1.3077	0.3075	0.9634
JP355494.1	1.6977	0.3212	0.3318	0.6398	1.5176	3.6738	0.0000	1.0513	0.4132	0.4834	2.7905	0.2082	0.2093	0.5071	0.4724	3.9581	0.7758	0.4664	0.0000	0.0000
JP355495.1	10.1843	9.9157	8.0569	4.1003	9.5836	12.3255	8.3704	9.0986	9.6564	9.8104	5.2013	11.4797	8.2611	11.2498	8.2325	6.8063	4.6087	7.8941	6.3625	8.2852
JP355496.1	5.7737	6.1780	5.8300	5.0995	4.5361	7.3621	6.9795	6.1061	7.1864	4.0325	5.1206	5.6033	4.7295	3.0672	3.9379	5.2828	2.2428	4.1619	2.4233	6.0188
JP355498.1	6.0660	7.1126	6.0331	7.2425	3.7030	8.9250	4.9768	8.6662	8.1108	8.3773	5.6032	4.5069	5.7817	5.2833	4.8977	7.7657	7.8125	5.8084	9.5752	5.3616
JP355499.1	11.1300	6.2430	7.6108	8.2317	9.6713	5.9613	4.6209	10.8565	7.7287	10.5734	6.6745	8.8732	7.1951	9.2044	14.6962	12.3679	14.1475	7.7848	8.8654	8.6254
JP355500.1	32.9720	15.6257	1.0695	18.7352	13.3647	23.4067	8.0784	0.5300	8.0944	10.3381	19.4711	5.9493	18.1391	13.2507	29.1107	31.7611	39.8055	27.0582	16.5235	48.5539
JP355505.1	7.0975	10.9563	13.8687	13.8991	9.1556	10.8937	8.8524	12.1407	14.9891	7.8983	9.3856	9.9462	9.8135	6.8475	9.5009	8.5533	8.5272	9.4256	8.8631	10.6411
JP355506.1	3.3546	1.7902	2.5451	5.9225	4.4524	2.6077	1.9188	3.0703	6.3778	0.6531	11.9364	0.0000	5.6177	7.9619	1.1517	4.3369	4.6134	4.1872	0.3217	3.7993
JP355507.1	0.6239	4.8854	9.5234	7.6308	1.9518	0.9874	6.0019	16.7401	3.2622	4.3190	7.1154	8.0665	1.6928	3.6077	6.3392	8.8998	24.4073	2.2887	6.9794	1.7017
JP355508.1	2.1716	0.0000	7.2392	1.2085	0.4519	0.7392	2.2434	1.9435	1.2720	1.7194	0.3791	0.8842	1.6944	0.3617	2.5252	0.6592	0.0000	0.6631	0.1289	0.8718
JP355509.1	31.8033	38.6368	43.2463	37.9758	24.3664	28.4847	41.7876	38.1484	39.9838	44.5346	25.5071	35.3265	28.7794	62.1685	43.6947	37.0188	47.3478	24.7951	15.1016	47.1380
JP355511.1	5.8363	5.5774	5.6793	10.1243	3.4056	8.0466	5.8209	3.9104	4.5276	17.2129	8.6513	10.5167	0.0000	3.2877	7.9998	12.9590	8.8764	3.9129	7.7015	2.1546
JP355512.1	30.8325	16.3222	1.7694	25.7328	14.3286	15.1877	9.0404	1.1915	13.9009	15.4352	13.5442	13.3609	13.2330	44.4124	54.3856	24.2477	68.5525	48.8642	37.8901	29.4998
JP355514.1	0.5374	18.3980	0.4523	18.1395	17.4428	0.8169	28.9266	1.0362	0.0000	0.0000	44.1389	23.6037	44.3059	0.0000	5.3138	26.9173	30.0471	16.3998	10.2402	13.4919
JP355515.1	1.6397	1.1651	1.3510	0.7892	1.3582	0.4316	0.4769	0.5266	2.3872	2.9309	0.0545	1.0233	0.4200	7.2314	3.0897	0.4267	3.4143	0.3311	2.1979	0.4365
JP355516.1	0.2172	3.4173	2.4454	4.2064	0.5796	0.6109	4.3939	3.6793	3.6730	0.0000	11.2177	0.0000	9.8374	1.1566	4.8066	2.6279	9.0280	0.4162	0.3719	2.0683
JP355517.1	3.3930	2.8514	2.1851	4.7656	3.3446	2.1743	3.0111	2.4520	2.9120	2.4567	2.4557	5.4204	2.6462	3.5101	2.6530	4.5765	4.8309	4.5129	3.8785	3.9016
JP355518.1	0.8081	1.0745	1.8551	0.5753	1.0207	1.2242	1.0912	3.0304	0.0000	0.0000	6.1905	1.8431	3.9245	4.7622	0.1257	0.0181	2.7618	0.5834	4.3614	0.1127
JP355519.1	1.4909	3.7740	3.4729	3.1996	3.4613	5.0963	3.3723	2.0554	1.4312	0.0000	17.8723	2.1922	8.7909	4.0499	1.1595	1.6692	5.0507	2.0884	2.1174	4.5966
JP355520.1	5.5365	5.5909	3.7549	6.3634	6.1542	3.9826	3.3209	3.0223	4.8676	10.0096	2.8229	8.8628	2.9375	11.1753	10.9407	4.0361	8.3484	8.3672	9.1010	5.1748
JP355521.1	0.7454	1.3924	1.8713	0.0000	1.8413	4.4457	0.4035	4.3311	0.8740	0.8854	2.4028	1.0388	1.4103	0.0067	1.2236	2.3566	0.2998	0.4587	0.8758	0.0000
JP355522.1	3.9941	3.2583	2.7743	2.8923	2.3769	3.8065	3.3224	3.4718	3.0679	3.8741	5.3069	2.6326	3.6260	6.2153	4.8010	3.8322	7.3127	4.1270	4.6468	4.8133
JP355523.1	18.6295	18.6085	17.9810	21.6544	18.9776	19.4056	18.8493	20.8029	20.6094	11.2710	30.9305	20.1503	20.6975	21.1124	19.2290	24.1334	30.2371	20.3445	20.7264	20.7044
JP355524.1	12.8867	14.6875	12.5940	10.5488	11.9370	12.5677	15.6411	14.7302	8.9841	14.8156	8.3318	20.2223	13.9512	6.7033	14.5681	8.6313	4.7735	13.6787	9.0484	16.2553
JP355525.1	45.3627	28.0131	16.3855	28.1208	27.9696	40.2967	28.8789	24.4107	34.7148	31.7584	25.5003	37.1260	36.4770	34.9782	56.9518	120.1153	100.0918	50.4755	47.9960	39.6545
JP355529.1	2.6647	6.7708	7.7178	6.3176	4.8454	5.6511	6.6352	8.7122	8.0700	9.0958	4.5222	6.3801	6.9792	7.8350	9.9949	9.9646	15.0065	11.5864	8.5216	7.5556
JP355531.1	62.7997	44.3997	43.1553	76.7170	60.2000	55.0368	43.3003	53.1306	20.5566	53.9696	138.4347	49.5282	115.7227	53.1577	87.3816	102.1727	184.9693	94.1703	99.2089	108.5193
JP355532.1	0.1915	0.4449	0.1179	0.2616	0.0000	0.1245	0.0000	0.2328	0.3960	0.3185	0.9603	0.3926	0.3222	0.7486	27.3409	1.6394	9.5912	0.2079	0.5728	0.8163
JP355533.1	10.8073	7.2672	10.0096	13.1368	9.5390	10.9846	5.3709	6.3974	7.1686	7.0006	6.5073	11.1610	15.7241	5.4967	11.0804	7.3187	8.1371	9.6354	9.5310	16.6768
JP355536.1	0.1831	49.1538	0.0000	0.6828	65.2189	3.5544	51.9120	1.8123	108.0522	0.0000	19.1491	52.2494	0.0000	28.1278	0.0485	14.4422	3.5765	95.6970	19.8225	0.0000
JP355537.1	9.3560	7.1751	10.9312	10.7842	9.5107	9.2236	8.1002	8.8808	8.8272	7.1527	10.0300	10.8882	7.3041	8.6106	7.6108	7.2614	6.7523	8.3273	9.4157	5.8675
JP355538.1	7.5720	6.2578	6.3515	6.3820	6.7809	9.1105	6.8157	7.3164	3.4365	5.5454	11.1529	8.2629	12.5685	4.3094	8.8476	11.2531	11.5234	8.2393	9.2663	11.2053
JP355539.1	26.4546	13.2758	82.6060	50.8545	17.7052	41.2348	20.8436	37.2710	50.9951	46.8691	22.4331	41.7935	17.2164	69.8805	58.5263	6.6550	12.5527	76.6385	43.7428	15.0602
JP355540.1	91.1988	88.1266	92.6873	123.1060	96.1598	90.7820	75.9828	79.1959	97.6127	93.8877	84.0075	91.5581	95.9767	98.8199	90.6383	117.9091	139.6371	95.7667	100.4213	110.9246
JP355541.1	26.2752	27.8823	15.7646	31.9676	26.9917	30.5073	23.5397	30.0639	24.3422	17.7137	29.6601	19.9382	20.0150	14.1172	11.4531	91.3445	26.1699	18.2674	11.3235	14.8325
JP355542.1	3.2715	6.7463	2.5544	3.9334	11.1666	2.4742	14.8566	2.6324	2.3831	1.4921	1.7276	8.7593	14.8296	2.3400	2.4217	4.4137	0.0470	7.3628	1.0317	1.4328
JP355544.1	0.4038	4.3163	2.1890	4.6504	6.0856	1.5410	2.8315	0.7342	1.4509	4.1842	1.7613	3.6738	0.8392	0.8251	3.3645	4.1503	2.1201	2.6539	2.1257	0.2924
JP355545.1	4.6770	6.8497	3.0075	7.3937	2.5105	3.7248	4.4619	3.1525	4.6244	5.3789	3.8480	3.0097	1.4439	3.4050	2.8149	7.0660	5.5872	0.8711	2.0195	2.4831
JP355546.1	4.6453	11.9348	8.3448	4.3285	1.0783	7.2650	5.7911	4.6276	14.3286	3.3748	0.0000	9.7889	24.9741	9.0717	3.3860	1.6888	9.1786	1.0388	12.4875	12.8511
JP355548.1	2.5012	4.5357	5.0257	9.6118	10.0064	7.8490	0.1429	4.4078	4.6255	10.3498	7.4208	0.0000	12.9478	1.8070	9.1247	7.8158	8.9569	7.1337	3.7634	8.4964
JP355549.1	5.7873	7.2903	4.7646	6.6547	5.5678	5.3185	4.9395	5.5389	0.0000	20.6534	5.4889	13.8093	10.0864	0.6727	10.5798	4.8457	3.9125	4.9044	11.1863	7.2031
JP355550.1	3.3080	4.3311	4.1914	5.5784	4.8653	2.3110	1.8360	8.3188	5.0409	5.6454	1.9832	4.6037	6.4292	3.6386	6.3420	3.6306	5.8804	7.0182	7.9673	6.0395
JP355551.1	7.4341	8.9946	7.8768	10.4787	6.1323	9.3756	5.4495	7.5264	10.5423	10.8952	4.8508	9.4602	7.7736	11.0249	12.9598	9.9206	16.2217	9.0473	12.5123	8.6504
JP355553.1	3.9694	7.7582	6.2323	16.5060	15.4724	0.3899	3.4455	10.2901	1.9331	3.8664	5.8990	61.0372	2.6508	3.9524	120.0423	10.8948	19.7357	5.3228	3.1130	4.2184
JP355556.1	1.0113	1.6005	2.8282	0.1385	0.6253	2.6164	1.8617	4.3051	4.9095	4.9630	4.1853	0.0793	0.0000	2.3180	1.3656	0.8727	0.6630	0.5359	1.1678	0.0000
JP355557.1	17.6278	12.9786	9.2728	16.5175	10.2268	12.6964	8.7314	12.6463	17.6394	19.2946	6.7223	16.7975	9.5375	21.2361	23.8994	20.2706	23.8419	15.8426	17.0122	11.3070
JP355558.1	2.5458	3.1536	0.3854	1.1154	4.2504	3.8830	5.8259	3.5696	1.3256	0.0139	6.9409	5.3263	1.5525	1.2383	0.8956	24.6623	2.0809	2.5476	0.0595	0.0000
JP355559.1	1.6151	6.5097	0.8992	5.1428	0.0146	1.7705	1.8221	2.9719	2.2261	1.8042	2.0436	3.7796	1.6421	1.2170	3.7447	0.3439	3.2949	1.7143	6.2977	4.6644
JP355560.1	22.3006	6.6297	12.9574	12.2633	18.0084	7.9411	11.8891	9.7094	16.3024	12.9672	12.2929	13.2841	9.4992	26.1497	13.4246	23.1990	29.0438	14.2527	10.4947	23.7427
JP355561.1	2.9290	2.5514	2.7082	1.9734	2.6049	4.5882	3.9561	0.9237	1.9862	5.0306	2.0093	3.2368	2.8737	2.4045	2.6219	3.7505	3.7248	3.5996	4.8110	4.6426
JP355562.1	3.5505	4.1622	1.7893	4.7656	2.5276	2.9795	5.7330	2.3560	1.7257	1.7377	3.6007	2.7430	3.9646	0.9217	0.5530	6.0236	1.8029	1.7213	1.1431	3.3421
JP355563.1	3.9806	4.1488	3.9834	4.8536	4.4913	4.0788	3.2279	4.5547	3.5935	6.0828	3.5455	2.8955	6.6587	4.5350	5.0563	5.8707	6.5538	5.2781	5.0264	4.7944
JP355565.1	50.8396	56.8411	49.5187	112.2052	23.7074	51.9269	44.7657	78.6721	51.8392	42.4614	48.3605	71.2216	82.0013	84.2630	67.3897	83.0259	162.2439	69.7696	53.0108	105.0780
JP355566.1	21.3591	16.7278	12.5537	10.0081	14.6028	20.8528	18.9950	12.7609	13.4884	22.3924	13.0556	16.1827	12.9883	12.0572	20.0868	27.7845	16.7103	11.4006	13.4143	15.3319
JP355567.1	0.9481	4.8707	1.1337	2.2763	1.2216	0.8803	14.4850	0.8040	0.0000	2.7380	4.2087	3.5432	2.4281	0.0057	0.6594	4.2889	2.0378	0.7493	0.8194	3.4040
JP355568.1	2.1432	1.3098	1.3285	0.1095	0.8338	1.3749	2.2370	2.3448	1.3399	1.0548	1.0668	2.4713	0.5875	0.9463	1.4050	0.8718	0.3365	0.2937	1.6359	0.1823
JP355569.1	1.6478	3.1235	2.7386	1.2737	4.5056	2.0125	3.5573	2.9953	1.9777	1.8639	3.1267	1.3656	2.4644	1.5572	1.1069	1.2956	0.0598	1.2192	0.6996	0.3611
JP355571.1	6.6071	16.0502	14.9529	6.0156	10.8628	8.9944	15.7504	12.6213	12.4203	11.5879	5.0007	18.0606	10.3349	5.9114	10.3284	4.4098	4.3235	7.1595	14.4676	8.6215
JP355573.1	6.8580	8.3113	4.8560	5.1235	4.8347	4.7210	4.6575	3.2357	7.4540	9.8191	2.7494	4.0880	8.8311	9.7281	14.5693	2.1503	8.2346	4.7731	12.0096	8.5275
JP355574.1	18.3012	14.7052	5.8630	18.2213	13.2639	11.8241	16.0534	7.9673	8.6652	8.7497	15.9441	10.8431	10.2042	6.8392	12.2303	27.0544	9.0971	8.3721	6.0000	5.5288
JP355576.1	5.4714	8.8845	6.7432	5.9467	10.0595	11.7995	9.6816	5.8930	6.4764	3.1997	8.2631	10.9629	7.9732	2.7360	4.9143	5.8779	1.4279	8.2786	3.3262	5.4487
JP355577.1	9.6995	7.8071	6.8749	6.8864	9.6297	5.9045	6.9232	11.1072	9.2327	9.7361	6.2802	7.0172	8.2618	8.7480	8.7295	10.5838	8.5621	8.6105	5.8760	10.8327
JP355578.1	19.0671	33.1719	18.5890	22.8567	19.8942	20.3692	25.8375	33.4975	25.1701	15.8776	28.8522	21.1023	22.9804	24.8205	22.4808	24.6986	21.1978	19.3892	10.5139	24.5805
JP355579.1	166.0633	216.1941	131.6138	229.2717	181.0731	219.4088	209.1563	204.7338	141.1943	96.9762	482.3128	138.9805	253.2714	171.3734	159.2924	437.0094	365.7847	191.0389	114.6106	219.3539
JP355581.1	22.2848	43.0954	13.0549	31.2751	11.4820	15.9671	51.9980	24.8522	32.2824	34.0207	21.1391	10.0590	22.0186	16.7124	35.4428	28.0164	16.9149	22.2100	11.1568	22.3164
JP355583.1	4.0191	6.6769	5.4634	5.1184	6.7947	10.2077	8.1292	6.5302	3.8409	6.7412	4.1832	6.9759	4.1643	1.3806	3.1611	19.0189	1.8896	4.5986	1.2351	2.0071
JP355584.1	4.1569	3.5679	4.5972	8.4374	4.0733	1.7821	4.7773	5.1544	1.2949	2.6535	4.5742	7.2725	5.6163	3.1757	3.8628	9.5675	9.1710	1.8365	2.7374	2.6675
JP355585.1	11.7049	26.5952	4.1469	18.6064	22.3998	23.0400	31.8920	12.9563	10.2296	1.8362	33.1153	26.9733	6.2552	40.0001	0.2535	64.5461	5.3281	10.0964	0.6645	0.4128
JP355586.1	1.6098	2.0216	4.9742	0.9391	3.7387	1.4785	1.3845	3.6387	3.7582	9.8997	0.0000	3.3037	2.6585	2.3786	3.2978	0.4378	0.3936	3.6057	3.5684	3.0298
JP355587.1	2.4517	1.3005	1.2627	1.1310	2.0185	1.7175	1.3566	1.0348	1.1621	2.4588	0.6141	2.3661	1.5240	1.8234	1.5080	1.3330	0.8820	1.8709	2.0336	1.4053
JP355589.1	0.5276	2.0585	2.0551	2.4865	0.0143	0.0000	3.2528	1.5897	4.9285	1.7743	0.0000	3.5414	0.0000	4.0667	0.9392	0.0000	0.4834	0.4791	0.9433	0.0000
JP355590.1	9.9010	18.9554	0.2804	8.7079	15.8045	5.8039	11.3808	0.1525	11.0533	4.3966	6.1747	12.8163	2.6050	26.5451	5.3091	8.7902	9.5008	17.5022	8.6525	7.4029
JP355591.1	5.9413	3.2161	1.9030	1.2580	1.3616	3.7844	2.1683	1.1749	5.4607	1.4415	0.0000	5.7012	3.3699	2.8923	0.9857	0.7030	1.2744	0.7957	4.9363	5.5907
JP355593.1	1.3548	7.9256	4.0852	8.1807	6.3441	0.9767	6.2685	6.3285	4.6987	7.8534	5.8116	1.5056	4.2063	1.8807	7.0508	10.9199	11.8130	3.9933	3.7043	4.1586
JP355596.1	1.4173	5.5149	0.0877	7.2114	0.4065	0.4090	0.6865	0.5148	4.5711	0.6562	0.4594	1.6452	2.8703	8.6892	24.8395	0.7853	9.0919	1.9241	1.4148	1.5756
JP355597.1	7.4207	7.1138	8.5768	11.2546	6.5355	6.8597	5.4437	3.3378	2.1418	21.3367	1.0212	15.3685	11.2445	3.1430	12.8725	4.9049	4.7567	6.2087	14.2596	6.0193
JP355601.1	3.0636	2.3587	2.1552	5.1673	2.2427	1.2634	2.8358	2.3461	1.8655	4.3679	2.8529	2.6782	2.9426	4.6543	4.8061	3.0683	6.0495	4.9578	3.3580	4.8635
JP355602.1	2.1799	1.9223	1.5940	1.0620	1.0161	1.8774	0.8740	0.9008	1.7231	1.5197	0.1328	1.3364	2.7766	1.2427	1.7839	0.3522	0.7965	0.2099	1.8434	1.5299
JP355603.1	71.5948	70.4009	70.3641	83.7803	69.8859	71.3485	67.9665	70.0613	76.0503	88.6021	62.0767	75.2591	65.6857	77.4406	88.2313	119.7133	118.2017	74.9737	74.5762	71.9352
JP355604.1	29.5700	1.2906	5.9580	31.5176	28.8858	11.2035	0.0455	5.8863	5.5972	12.5456	17.8159	15.6535	4.2944	64.4461	19.3156	21.9313	43.5318	57.7775	19.2408	8.4913
JP355605.1	5.7210	3.0182	2.4652	6.4514	3.4908	3.4481	3.9949	3.0502	3.4775	1.0620	8.9537	3.0450	4.1289	3.8640	4.5877	4.3636	3.4142	3.9409	1.5489	3.4198
JP355606.1	12.7897	14.2937	8.4650	20.0567	10.7991	8.7011	10.9209	8.2539	16.2165	14.5747	5.8354	10.3081	15.3955	13.8936	16.8179	22.7642	26.3318	13.0823	9.9639	21.1943
JP355607.1	12.4706	9.6210	12.8947	10.7659	12.8792	10.2848	10.7380	13.1358	12.3980	12.3815	14.4511	15.5724	8.7009	14.3161	21.7057	13.7779	18.4734	14.6479	13.2531	14.3993
JP355608.1	80.6938	49.7497	31.2922	196.1858	46.2656	36.0550	51.9950	35.2082	48.5856	38.7814	98.2380	51.0951	75.5058	80.0661	112.4000	91.1763	170.1236	111.5514	72.3267	86.1008
JP355609.1	0.7166	0.9708	0.2250	1.1740	16.0630	0.4440	3.0463	0.0181	10.4950	0.2371	2.2394	0.2158	1.0656	20.8877	0.6311	9.5006	3.1896	15.0844	0.0000	0.2765
JP355610.1	12.4111	1.3620	11.9155	1.0481	2.0010	3.8503	3.4444	16.4298	11.0061	5.5012	1.1566	9.9427	10.5252	20.2674	11.8926	0.4866	5.4171	7.5180	22.4676	9.9312
JP355612.1	20.8178	15.5645	21.6657	13.3030	1.7716	10.2647	5.2629	18.6389	49.3805	55.0697	7.7581	0.0000	72.0725	38.1319	75.2943	2.5212	17.2569	1.3530	0.6915	45.5099
JP355613.1	2.3842	1.6956	0.6877	1.6943	1.6776	2.3896	0.6294	1.1676	1.0110	0.5215	2.0645	1.1031	1.6374	1.3412	0.3275	0.8120	0.2382	0.8776	0.5346	1.0798
JP355615.1	0.8389	0.6724	0.8656	0.5247	0.6328	1.3507	0.3618	0.5767	0.2577	0.6860	0.8581	2.6664	0.0000	0.5278	1.0745	0.3036	0.3949	0.4927	0.8543	0.6908
JP355616.1	86.2052	101.7747	50.5721	65.5946	32.7677	94.1224	59.1380	35.4321	83.7367	40.3125	57.5602	42.1648	61.9812	78.1853	59.3885	8.5915	14.2578	28.9546	48.4059	42.6011
JP355618.1	3.3926	7.0466	1.4105	6.3239	1.7836	4.3509	1.9477	0.6668	1.6891	13.9097	0.2993	0.0000	16.2889	2.5236	5.1300	1.9656	1.9269	3.0880	0.8189	11.2543
JP355619.1	1.0856	0.7347	1.2055	1.4937	0.8818	0.9076	0.7520	0.9056	1.3109	0.1691	1.4006	1.8998	0.4568	0.8894	0.9781	0.7671	1.1745	0.6479	1.1074	0.8307
JP355620.1	3.2397	3.6252	1.3415	3.5422	0.7370	3.4366	2.5277	1.4025	4.7612	2.3509	3.4230	1.2460	0.4101	5.2945	1.6661	4.5192	6.3000	0.6627	1.2557	2.0442
JP355622.1	32.5479	2.6480	27.1832	0.6054	51.4451	40.3503	0.1242	58.5470	0.0000	383.7078	4.2800	0.8003	689.9180	1.4312	147.7573	14.5339	3.9549	54.2973	7.0509	278.5170
JP355623.1	22.5007	15.5268	11.4200	18.9122	8.8072	12.9165	12.6413	15.6079	15.6249	18.0871	12.0301	13.3360	16.6306	15.2695	17.8243	9.9864	16.6456	15.1602	23.5019	24.8691
JP355624.1	0.0000	0.9204	0.3367	0.2757	0.0000	0.5641	0.0785	0.1980	0.5710	0.5082	1.0463	0.6073	0.7351	0.6174	39.7100	2.0488	14.4661	0.6742	1.2840	1.2719
JP355625.1	20.4057	15.0191	13.1012	10.7944	10.3769	18.4959	12.2676	12.0484	11.8982	26.4300	6.4249	12.7145	22.8924	11.3026	24.2595	11.3485	10.9638	13.2204	14.5779	25.4944
JP355629.1	8.1489	15.6245	12.6904	17.5183	17.3968	10.9032	5.2892	12.9905	8.6435	8.4660	13.4870	9.8559	10.1144	10.7713	6.3676	9.6163	7.9903	5.9848	1.9148	18.2091
JP355631.1	13.4031	11.5973	13.5917	14.6012	7.8327	12.9340	15.1537	12.3012	12.9850	12.5011	11.2133	11.6534	10.2329	9.0343	17.7249	7.3609	5.1162	11.9029	6.7918	11.0016
JP355632.1	56.1130	5.3635	10.5970	50.8000	26.3103	26.2560	15.4738	14.3512	9.8972	3.5153	183.3304	24.1891	18.8385	22.1874	39.6570	106.0362	58.6216	52.0920	13.1315	14.8327
JP355633.1	15.2528	8.9012	5.1604	15.9343	14.3897	6.2163	7.6297	11.2379	9.3471	8.2496	8.6954	10.8281	8.0545	9.4632	14.0548	49.6481	21.4937	8.0009	6.2023	3.7378
JP355634.1	128.1223	115.8836	101.8866	151.4670	100.7111	127.8007	127.1163	110.1648	135.1119	102.0397	112.5805	92.3178	131.0397	162.8946	72.5616	229.6800	178.5429	108.6577	69.9116	132.9786
JP355635.1	18.7888	21.3066	12.7254	18.4523	16.6019	15.6520	14.6343	15.5184	16.0915	23.8881	12.3154	16.1919	14.4787	16.8928	17.0519	17.5687	16.1517	15.1811	15.5987	17.8253
JP355636.1	0.5251	11.0160	3.9813	2.6435	5.9196	2.3754	7.0568	4.3345	7.6607	14.6194	3.6336	0.4163	3.4797	6.8941	6.6529	3.5493	4.7648	5.8704	2.6691	2.5354
JP355637.1	20.7365	21.5344	18.5681	20.9099	16.4802	20.2273	16.7498	18.0242	22.0087	27.0938	15.7371	16.2640	21.2595	22.3112	26.1239	24.0328	32.8199	19.0696	19.1288	35.2387
JP355639.1	4.7856	11.5900	11.4798	2.8517	18.2561	5.9305	16.3340	10.2221	13.1358	10.5519	5.8146	6.8596	11.1007	11.3159	7.9126	4.3141	2.8544	10.9633	5.4253	6.9846
JP355641.1	6.7076	7.3534	5.1775	13.7937	9.8240	5.9582	6.5313	5.0783	7.0227	6.1826	9.1208	5.9860	9.2016	9.6999	8.5711	11.1920	10.8978	13.7237	4.6429	10.3446
JP355642.1	2.1985	3.6181	2.3722	0.3975	1.3581	6.4777	1.4450	1.3611	3.3434	4.6666	3.2733	1.2932	2.7344	6.2856	23.9367	2.6903	15.4012	1.0829	14.4861	0.3545
JP355643.1	7.1316	2.9262	2.8868	6.7229	3.3943	4.5246	2.3783	4.5974	2.4497	3.9427	5.5467	4.2685	3.7225	2.5956	5.2616	7.7950	5.5563	3.9643	3.7635	4.1685
JP355646.1	48.5567	19.4019	16.2628	23.6935	45.1432	24.1953	35.6734	41.2371	32.0344	18.5082	46.2001	23.2901	51.8344	35.6574	28.1121	173.3090	86.7663	57.7435	28.6156	36.6045
JP355648.1	0.0000	0.0000	2.8845	3.0908	1.8065	0.0000	0.0000	6.0508	0.0127	0.1528	3.1356	0.1418	4.8165	0.1107	0.9657	2.9955	3.0846	2.3669	0.0935	1.7818
JP355649.1	46.5947	96.9486	7.6229	46.8737	18.6968	43.8492	40.9713	19.6201	29.8246	20.1506	47.2788	32.5966	31.7631	39.6036	34.8492	46.8269	48.0862	25.4249	25.9413	38.0104
JP355651.1	2.3497	1.2698	2.4635	0.0000	4.1637	2.2980	0.0000	3.4759	14.6300	0.0000	0.0000	9.2375	1.6032	8.3659	0.3124	0.0089	2.2887	1.8992	7.7231	4.8897
JP355654.1	0.1100	8.3745	0.0000	18.0629	20.6740	0.3984	13.9903	0.3083	0.0000	0.0000	57.1942	54.1545	0.0000	0.0000	0.0116	27.0521	13.9408	12.7124	22.6603	0.0000
JP355657.1	5.5162	10.0551	4.9873	0.0000	0.4185	6.8063	7.3871	5.7950	6.5772	4.2263	0.1296	8.9251	6.7845	6.7169	5.4654	0.0000	1.7881	0.1489	6.1293	8.7563
