	SRR21374326	SRR21374327	SRR21374328	SRR21374329	SRR21374330	SRR21374331	SRR21374332	SRR21374333	SRR21374334	SRR21374335	SRR21374336	SRR21374337	SRR21374338	SRR21374339	SRR21374340	SRR21374341	SRR21374342	SRR21374343	SRR21374344	SRR21374345
AB056458.1	0.00	8.78	0.00	0.00	0.00	0.00	0.00	0.00	347.64	45.20	8.75	3.12	11.74	165174.55	193242.99	7460.65	5.28	36.68	236242.93	474531.76
AF221096.1	98.82	133.04	8385.29	321.91	48.09	60.73	35.14	493.07	9238.89	1983.65	7605.83	9173.81	10099.45	864.23	757.06	2022.45	3937.67	113.82	423.93	396.43
AY466445.1	1825.94	932.02	595.96	1223.80	1815.18	1308.57	467.89	948.24	3962.17	4968.34	2631.04	2241.93	2690.39	2405.59	2475.48	4679.46	2787.12	1209.15	1366.66	773.76
AY626840.1	379.81	341.16	201.87	293.03	75.92	50.15	61.87	40.11	2325.39	237.72	416.38	219.95	272.06	164.95	20.31	80.23	1587.32	776.01	10.08	4.91
DQ073104.1	1110.07	566.42	202.34	461.17	1913.33	1386.77	1185.11	660.20	876.06	391.11	1958.81	1156.24	1136.45	543.73	392.65	598.64	1613.68	1207.56	911.86	281.97
DQ121374.1	0.00	0.00	1.47	460.32	1932.51	1620.91	477.89	263.01	0.00	0.00	0.00	0.00	0.00	235.55	202.99	14.32	0.00	0.00	195.68	250.27
DQ157765.1	400.33	378.54	202.87	581.74	510.21	441.99	375.90	394.75	1499.23	1817.62	1992.39	1904.03	1444.46	512.76	541.48	804.55	1414.15	317.91	554.77	273.40
DQ365888.1	6.69	0.00	0.00	592.04	72.39	83.98	282.52	53.74	8.83	59.26	1799.98	167.23	19.91	50.93	368.94	111.93	1083.07	14.10	38.08	391.60
EF073269.1	343.28	235.88	372.53	581.68	195.34	123.42	71.76	104.89	5.51	0.00	8.29	60.71	31.69	285.16	93.85	51.35	801.11	219.00	57.19	61.54
EF208559.1	26.27	9.28	12.70	26.45	7.03	9.81	3.92	17.67	64.01	107.89	46.94	72.76	79.08	10.59	16.14	19.91	70.85	13.45	10.77	19.41
EF364521.1	1042287.28	921551.40	1560561.41	1.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	3.00	0.00	209.99	608142.23	0.00	0.00
EF364552.1	7179.88	11385.69	6130.76	1297.30	1572.30	932.19	938.16	975.98	175.96	7.00	1596.75	2996.53	19.00	605.98	69738.14	912.15	2778.69	7205.04	764.11	676.32
EL608988.1	21.62	0.00	9.38	1.08	0.00	0.00	1.00	5.67	0.00	0.00	0.00	1.20	1.00	0.00	5.70	87.64	11.04	2.87	1.00	0.00
EL608989.1	228.21	152.53	129.65	15.92	46.52	14.84	9.12	6.70	7.21	2.81	5.99	6.70	21.10	3.76	20.38	21.54	50.13	246.33	1.05	13.74
EL608991.1	10.78	0.00	0.00	5.34	13.24	1.10	0.00	1.88	92.58	0.00	47.28	29.54	0.00	9.52	5.48	18.95	3.21	4.12	7.92	0.00
EL608993.1	159.26	64.51	53.99	1563.36	242.83	99.14	193.26	164.31	531.87	101.28	866.01	437.82	93.35	4277.28	455.71	271.79	238.40	378.61	489.23	89.00
EL608994.1	0.00	11.18	0.00	41.73	79.64	15.35	12.93	16.41	19.16	27.22	0.00	0.00	28.03	22.33	51.88	15.65	22.49	0.00	40.27	43.84
EL608997.1	264.12	231.09	184.76	157.58	347.73	140.61	143.63	147.65	419.43	398.29	420.22	356.27	415.47	112.94	154.30	203.28	627.31	277.35	123.42	106.46
EL608998.1	350.59	239.00	208.00	135.02	151.00	195.00	89.00	183.00	188.00	132.22	288.01	141.53	204.00	80.00	98.00	261.00	232.87	182.00	56.00	76.00
EL608999.1	0.00	10.95	2.00	8.23	0.00	0.00	8.99	0.00	46.14	3.13	61.45	0.00	62.38	0.94	8.42	11.00	21.06	0.00	0.00	10.34
EL609000.1	98.14	101.95	59.48	0.00	3.00	4.22	4.61	1.00	117.94	86.54	285.49	106.40	111.00	1.00	6.00	18.05	56.95	85.48	0.00	6.18
EL609002.1	32.12	33.65	0.00	16.77	0.00	0.00	18.19	0.00	0.00	7.29	70.19	0.00	22.13	0.00	309.33	0.00	373.42	35.42	0.00	0.00
EL609003.1	362.71	260.95	130.89	63.99	72.29	46.31	69.29	64.11	141.70	92.85	114.18	105.10	102.50	79.08	84.76	134.39	417.65	336.12	120.95	105.94
EL609004.1	134.47	4.01	3.36	247.03	0.00	0.00	0.00	2.40	12.58	6.32	16.57	3.36	0.00	86.34	28.47	4.41	60.30	2.60	0.00	25.80
EL609005.1	0.00	2.27	0.00	0.00	0.00	0.00	3.08	1.62	11.02	17.01	0.00	9.74	41.01	9.60	0.00	0.00	11.29	0.00	0.00	2.67
EL609008.1	60.16	126.33	41.62	333.76	61.62	75.92	112.24	74.93	409.45	210.33	378.99	129.08	230.83	308.32	175.11	295.30	279.65	71.72	89.26	96.08
EL609010.1	171.14	544.32	171.79	496.20	276.84	145.66	236.18	187.21	32.94	46.79	222.63	97.39	92.65	120.05	194.31	2085.40	558.00	212.74	264.82	190.76
EL609012.1	31.89	101.89	81.56	57.22	11.12	21.56	48.58	0.00	216.49	114.70	110.81	97.25	110.08	58.71	38.98	87.04	47.84	16.72	27.05	31.92
EL609013.1	23.04	16.68	5.61	13.32	6.77	10.37	6.11	10.49	0.00	5.11	5.66	3.50	0.00	0.00	10.07	78.67	32.29	11.00	16.68	1.48
EL609014.1	36.82	7.75	1.76	30.28	39.26	19.54	2.50	3.60	429.06	0.00	16.95	198.53	544.36	50.52	10.25	8.82	108.79	77.67	9.59	30.33
EL609017.1	205.26	93.36	73.32	119.47	214.68	154.40	85.04	86.73	565.38	624.76	584.80	208.66	516.56	147.52	383.12	1163.72	415.00	182.80	99.25	150.66
EL609018.1	137.00	49.00	38.00	99.00	489.00	161.93	123.00	137.01	188.01	91.00	180.00	155.00	136.00	84.00	99.00	123.00	305.00	121.00	59.00	74.00
EL609020.1	812.42	756.68	432.46	351.45	1091.10	283.08	239.98	265.27	385.31	321.60	495.04	354.83	596.79	331.47	351.36	1136.68	720.63	859.28	352.22	347.22
EL609022.1	35.00	55.00	32.00	9.00	24.00	6.00	10.00	13.00	6.00	13.00	17.00	5.00	11.00	6.00	14.00	14.00	58.00	46.00	6.00	15.00
EL609023.1	111.00	155.00	76.00	132.00	261.00	174.28	121.15	133.00	148.00	153.00	257.80	108.00	201.00	114.00	195.53	296.01	268.03	123.00	162.00	110.00
EL609024.1	77.00	4.00	1.00	3.00	3.00	1.00	0.00	0.00	58.40	19.00	10.00	16.00	48.41	14.00	5.00	112.00	274.00	54.02	4.00	0.00
EL609028.1	98.01	72.99	36.24	3740.73	247.82	122.70	179.47	193.92	438.38	39.67	1004.41	655.35	334.30	4261.91	277.12	322.07	614.15	450.25	784.78	392.81
EL609029.1	379.50	330.50	318.02	513.71	801.17	469.28	553.55	546.34	254.78	277.13	472.62	160.67	471.73	561.00	746.03	629.99	1008.11	688.26	373.18	454.92
EL609032.1	26.90	9.00	4.00	29.00	41.00	16.00	12.00	13.76	4.00	5.00	11.00	2.00	4.00	16.00	29.00	94.94	59.47	5.00	4.00	18.00
EL609033.1	252.04	289.00	337.99	36.00	38.00	19.00	29.00	23.00	74.00	49.00	104.08	63.00	59.00	29.00	20.00	57.00	117.62	229.00	9.00	17.00
EL609039.1	1.73	43.00	21.23	43.06	174.31	0.00	28.96	37.35	0.00	421.78	398.12	201.54	331.91	0.00	340.27	507.28	1116.81	43.90	103.70	33.60
EL609040.1	113.93	64.82	43.67	289.45	841.25	343.12	345.00	475.74	113.55	137.21	145.08	53.30	118.35	263.83	519.78	538.36	178.08	46.52	369.17	647.58
EL609042.1	50.65	36.40	15.49	60.89	20.38	27.94	18.41	7.60	105.17	101.10	116.64	37.36	172.19	64.33	80.94	38.99	97.84	7.32	98.80	45.88
EL609043.1	59.00	22.00	17.00	21.00	4.00	6.00	9.00	10.00	49.00	8.00	24.00	21.00	11.00	7.00	13.00	194.00	96.80	39.00	2.00	6.00
EL609046.1	1055.36	173.56	210.96	638.04	1858.38	1385.09	889.79	1071.31	5050.39	5959.22	8089.89	3893.77	8282.81	676.52	562.54	2091.41	8329.17	1335.27	476.77	553.40
EL609047.1	12.91	23.62	4.79	9.58	6.94	0.00	47.70	29.40	144.61	17.74	106.97	52.87	24.08	492.71	58.04	28.57	0.00	18.80	48.91	15.53
EL609048.1	20.94	25.43	12.53	24.23	4.87	7.78	1.37	12.99	48.84	22.86	83.77	37.22	46.05	7.79	9.02	91.82	44.53	1.62	1.42	0.00
EL609049.1	4.77	7.87	1.54	0.00	7.82	9.76	0.00	1.78	0.00	0.00	0.00	5.87	35.26	0.00	1.48	0.00	7.86	0.00	0.00	0.00
EL609055.1	58.06	72.66	0.00	38.61	100.12	59.32	30.11	0.00	3.20	29.41	47.22	57.37	34.38	0.00	33.73	32.79	115.41	97.36	59.59	9.77
EL609057.1	5.01	0.00	115.76	2.31	14.98	0.00	0.00	21.10	0.00	124.25	121.25	31.41	116.34	0.00	83.41	22.57	17.97	146.68	22.11	34.79
EL609060.1	57.63	34.98	23.88	36.60	45.20	23.67	11.85	33.35	190.37	162.64	250.98	186.66	253.62	36.80	73.63	85.70	86.98	16.85	22.61	19.02
EL609061.1	259.18	180.94	123.99	45.02	125.43	25.21	44.00	36.29	94.77	107.35	86.12	92.21	96.25	71.25	81.30	144.06	282.07	161.75	73.56	81.51
EL609062.1	204.11	202.19	104.82	12.64	5.69	10.02	2.78	17.65	14.02	22.45	74.02	0.00	6.51	0.00	19.70	19.22	116.66	155.36	0.00	2.27
EL609064.1	341.40	176.48	58.87	317.92	1394.54	319.53	263.71	139.27	483.66	202.59	690.08	477.36	725.72	375.42	456.23	1052.71	402.93	354.73	773.00	461.46
EL609066.1	169.93	18.36	39.13	182.26	0.81	172.80	29.99	89.41	19.24	0.00	29.63	0.00	0.00	247.22	0.00	314.37	258.58	0.98	0.00	0.00
EL609067.1	642.00	889.89	473.00	91.00	196.00	60.00	69.95	67.00	309.92	219.00	426.00	271.00	324.68	33.00	244.00	202.00	824.01	780.00	44.00	41.00
EL609069.1	58.00	53.00	13.00	24.00	43.00	19.02	13.00	13.00	22.00	9.00	82.00	21.00	67.00	16.00	18.00	23.00	90.00	55.00	11.00	10.00
EL609070.1	447.61	380.91	645.98	500.25	421.40	374.73	479.29	353.93	909.89	756.74	1656.93	905.99	1449.45	515.28	410.87	691.98	732.86	741.99	536.80	412.84
EL609073.1	4.99	16.06	0.00	4.24	0.00	5.29	16.07	1.18	74.01	15.66	47.35	17.45	64.42	31.64	19.01	13.73	0.00	7.67	16.96	11.77
EL609076.1	28.14	125.55	45.63	28.73	60.47	57.09	38.00	44.32	89.17	122.94	170.06	57.09	60.03	37.58	47.74	49.95	111.63	143.15	90.85	40.74
EL609078.1	0.00	4.14	302.54	13.92	16.74	12.52	17.61	660.36	150.16	82.81	1.15	0.00	0.00	253.86	634.65	13.54	31.03	2.63	6.68	9.21
EL609079.1	59.57	65.45	0.00	0.00	5.91	2.17	0.00	0.00	55.75	52.15	83.99	18.84	71.78	8.36	0.00	70.15	39.05	57.69	0.00	0.00
EL609080.1	25.00	0.00	0.00	24.00	0.00	0.99	1.00	0.00	5.00	1.00	1.04	0.00	4.00	14.50	0.00	8.19	45.11	0.00	0.00	3.00
EL609081.1	38.59	15.44	0.00	5.34	15.42	16.40	7.04	0.00	6.10	30.82	42.96	50.10	93.85	0.00	15.21	16.61	33.41	5.79	9.10	24.31
EL609083.1	6939.24	4996.52	3220.11	1100.05	1920.67	964.27	689.78	796.94	3429.29	1610.85	4066.59	2788.82	3842.23	694.12	1466.89	2297.19	7504.51	5351.89	717.06	1009.65
EL609084.1	8766.22	3632.05	4191.55	7929.20	26469.06	11371.01	2894.12	6857.14	4562.14	2126.68	9314.78	2944.55	11179.57	8063.22	12554.64	17377.96	10969.61	7110.24	8435.50	9372.05
EL609085.1	1561.98	1145.14	339.27	1325.19	2912.56	1060.39	974.75	1095.41	129.68	94.67	317.00	160.05	179.87	354.40	1094.26	1762.08	1621.60	1388.79	464.00	812.96
EL609087.1	2786.76	173.15	948.58	23.96	108.72	2.00	0.00	2.21	0.99	1.00	2.00	0.00	2.97	6.00	6.98	87.68	23.65	1383.59	4.44	5.91
EL609088.1	165.29	116.11	29.15	25.75	40.02	22.27	11.56	4.29	32.29	57.56	27.81	22.30	76.92	14.93	64.28	92.56	148.56	190.21	34.59	17.32
EL609089.1	15553.73	14386.68	7476.54	16943.84	45046.83	19424.93	13750.72	12059.67	10884.00	4296.90	22352.44	12174.00	21505.46	17674.19	21842.08	36307.10	23267.95	11770.94	22719.66	23732.56
EL609091.1	13.27	0.00	17.91	25.18	13.93	43.10	52.30	21.15	0.00	0.00	0.00	0.00	6.59	28.13	0.00	0.00	42.03	0.00	0.00	53.61
EL609092.1	76.42	99.48	67.93	186.02	139.15	110.62	58.05	131.03	33.80	39.03	61.44	41.16	61.52	81.37	87.31	119.00	156.94	106.78	122.83	101.90
EL609093.1	2935.65	1420.54	1458.72	886.61	1538.40	538.17	494.54	641.99	1147.59	785.81	1005.30	819.57	1440.99	1000.17	1189.75	1405.38	3894.00	2548.81	1116.58	1322.68
EL609094.1	10.64	4.39	0.00	0.00	3.96	0.96	0.00	3.00	0.00	25.77	11.11	5.76	22.48	0.00	8.55	7.92	20.02	17.49	9.36	6.99
EL609095.1	24.45	91.57	0.00	17.86	0.00	11.76	40.46	0.00	0.00	1.49	125.08	104.81	0.00	2.36	0.00	62.41	21.40	9.04	31.33	0.00
EL609096.1	23.71	11.86	15.23	91.37	118.39	40.21	38.87	31.43	364.83	377.69	266.27	233.25	426.33	49.96	110.95	255.18	103.69	45.15	108.03	80.17
EL609097.1	23.04	31.29	1.55	38.21	66.31	13.24	47.52	10.36	94.29	25.68	136.12	9.02	12.61	474.89	13.74	73.34	56.18	40.78	50.28	16.47
EL609100.1	474.42	299.82	215.19	327.28	599.14	240.36	437.44	253.58	2366.38	2415.54	1837.79	1897.32	2220.45	282.77	328.68	715.18	2309.75	592.95	190.04	287.14
EL609101.1	78.45	32.68	23.29	208.16	127.57	86.82	13.05	21.74	189.13	224.50	218.66	169.71	189.04	136.51	259.32	995.20	147.40	47.50	125.54	107.39
EL609103.1	62.00	81.53	35.50	53.65	62.04	27.00	21.00	25.00	23.99	21.00	43.00	29.00	33.00	20.01	92.01	82.24	120.00	88.00	20.59	42.00
EL609107.1	7.79	0.00	4.55	11.80	20.77	11.01	0.00	0.00	0.00	0.00	0.00	0.00	5.02	0.00	7.33	36.27	48.07	0.00	11.26	12.76
EL609108.1	491.53	787.82	540.96	720.90	1350.30	928.36	819.45	781.26	449.49	178.91	1325.66	273.55	1022.23	921.78	1318.86	1066.71	669.53	608.92	818.62	940.84
EL609109.1	30.00	18.00	7.00	19.00	21.00	9.00	13.00	8.00	0.00	3.00	9.00	8.00	7.00	8.00	4.00	28.00	19.00	12.00	7.00	5.00
EL609110.1	115.01	293.37	136.52	468.70	726.01	259.10	275.39	263.61	359.35	1106.51	1253.02	762.99	1744.46	163.98	691.82	189.16	684.51	230.85	385.26	327.88
EL609117.1	18.00	15.00	4.00	5.00	15.00	18.00	11.00	7.00	8.00	8.00	23.00	7.00	25.00	0.00	16.00	5.00	61.00	17.00	4.00	12.00
EL609118.1	4157.73	3577.27	3798.59	340.01	591.28	996.85	914.89	1262.36	1576.17	1909.64	238.28	1213.12	496.23	1714.12	1943.35	852.62	1457.78	1377.71	1783.22	842.25
EL609119.1	174.92	114.50	183.95	117.41	394.06	153.47	72.56	183.15	27.60	26.10	125.40	51.79	83.68	60.24	232.12	296.21	73.16	201.64	164.10	103.42
EL609122.1	969.08	15.14	9.71	32.66	85.67	179.35	31.73	28.80	524.18	79.83	523.53	100.01	163.82	187.80	238.83	232.17	241.62	99.70	118.86	111.39
EL609125.1	4739.92	8226.07	3803.00	204.38	121.59	92.57	86.71	83.11	82.52	112.91	113.25	104.28	51.00	101.24	197.41	405.24	9976.16	6731.04	72.94	87.41
EL609126.1	235.82	266.07	122.43	84.66	159.62	74.56	46.05	90.31	105.30	101.24	104.10	51.01	121.23	62.42	93.48	113.91	159.84	165.42	45.08	67.99
EL609127.1	2212.69	1291.06	1151.13	703.33	784.00	366.16	440.95	550.75	612.53	712.10	561.76	564.90	573.15	519.92	782.68	915.52	2453.41	1753.40	604.43	925.28
EL609129.1	86.14	82.92	0.00	194.98	330.00	124.63	8.40	32.47	316.42	261.87	473.99	68.30	306.13	94.63	231.48	92.12	177.16	196.19	384.28	188.43
EL609130.1	6.77	10.58	10.00	11.59	31.36	6.00	11.00	16.00	8.00	5.00	13.94	7.01	9.88	8.00	9.00	17.02	49.47	14.77	5.00	7.61
EL609132.1	22.43	33.72	55.70	14.78	14.70	6.89	0.00	0.00	0.00	18.55	22.98	7.62	17.98	8.79	19.24	9.54	19.54	69.79	0.00	0.00
EL609133.1	139.45	60.42	0.00	211.49	10.22	28.63	9.73	0.00	2.71	0.00	0.00	1.00	0.00	336.06	0.00	0.00	26.47	105.40	0.00	2.00
EL609134.1	30.88	0.00	17.31	0.90	247.86	265.92	0.00	264.40	12.98	0.00	2.00	2.00	0.00	147.08	1.07	5.00	0.00	9.99	63.66	0.00
EL609135.1	72.35	62.54	80.82	9.60	5.26	2.94	3.79	14.13	210.03	225.07	439.11	191.86	316.10	22.26	45.83	74.46	203.92	186.78	13.26	7.97
EL609136.1	237.28	226.44	209.04	152.65	264.44	114.22	71.88	103.06	110.33	90.40	168.34	91.91	117.60	96.72	176.16	284.71	407.92	300.11	107.13	88.20
EL609137.1	25.00	14.00	5.00	52.00	53.00	23.00	12.00	6.00	8.00	4.00	12.00	9.00	15.00	31.00	62.00	39.00	85.81	31.00	35.77	57.00
EL609138.1	50.31	26.95	13.00	17.88	247.91	31.29	44.93	0.00	132.22	337.36	138.61	198.71	109.39	33.44	72.60	30.19	279.61	245.40	150.53	39.24
EL609139.1	13.16	0.00	0.00	0.00	19.75	0.00	4.05	0.00	47.41	103.40	56.23	21.40	86.34	0.00	50.32	0.00	42.50	0.00	27.93	31.20
EL609140.1	75.50	160.51	38.82	114.63	346.21	153.86	109.11	82.63	36.19	41.35	207.78	41.80	171.77	93.52	158.45	208.96	86.39	101.57	147.00	145.65
EL609141.1	0.00	216.47	0.00	0.00	0.00	0.00	44.64	4.26	0.00	1.88	4.48	2.18	162.54	0.00	216.72	6.32	228.23	0.00	0.00	190.53
EL609142.1	64.61	24.30	12.38	65.97	160.50	108.14	64.44	52.98	85.17	79.80	131.75	59.76	210.19	47.77	58.21	69.81	71.74	49.21	63.50	115.25
EL609147.1	0.00	8.77	0.00	19.55	0.00	0.00	0.00	8.28	2.89	0.00	3.90	4.98	0.00	0.00	0.00	15.26	49.23	5.72	12.85	5.05
EL609151.1	3074.38	2375.46	805.86	2762.43	5310.80	3317.39	2321.87	1770.66	3123.07	1877.47	4800.07	2388.18	5800.63	3184.14	5602.41	6839.27	5336.30	4033.67	4816.07	3015.93
EL609152.1	8.68	15.48	13.83	2.78	117.88	1.23	39.92	49.02	0.00	0.00	0.00	18.16	0.00	4.26	0.00	5.86	0.00	10.24	28.03	0.00
EL609154.1	180.68	215.09	64.75	56.53	54.83	68.00	98.41	33.82	45.16	35.38	51.53	25.64	38.20	25.06	104.03	14.79	162.71	243.32	46.40	8.61
EL609157.1	50.11	40.59	38.92	40.45	0.00	14.97	16.49	0.00	99.04	133.63	186.44	77.14	156.88	0.00	3.35	0.00	252.82	80.17	27.30	22.53
EL609158.1	0.00	2.57	11.31	1.30	0.00	2.69	2.56	1.20	9.12	199.03	0.00	5.38	3.20	2.38	57.26	0.00	5.93	16.30	0.00	0.00
EL609160.1	0.00	123.73	46.02	0.00	0.00	0.00	46.97	93.25	93.11	197.28	119.42	210.55	432.41	26.79	188.37	200.46	599.34	348.92	283.12	29.66
EL609161.1	0.00	27.28	0.00	0.00	1.01	0.00	16.81	0.00	0.00	0.00	8.44	1.00	13.24	0.00	4.15	25.03	0.00	0.00	14.00	22.25
EL609171.1	0.00	0.00	0.00	0.00	22.39	0.00	0.99	0.00	7.81	34.32	0.00	0.00	2.44	4.84	10.67	0.00	13.21	19.76	15.70	0.00
EL609189.1	101.00	93.00	83.00	32.00	50.00	35.00	25.00	18.00	96.00	109.00	79.00	66.00	73.00	35.00	36.00	36.00	126.00	90.00	14.00	22.00
EL609190.1	90.07	77.50	0.00	0.00	14.01	0.00	0.00	0.00	26.01	221.29	186.33	0.00	89.48	0.00	90.18	0.00	190.22	20.77	0.00	0.00
EL609191.1	2.13	0.00	0.00	67.82	19.41	5.06	10.66	20.34	31.71	12.78	33.06	5.56	0.00	291.49	38.21	8.21	10.96	39.73	30.14	0.00
EL609192.1	18.65	0.00	5.27	52.64	114.96	31.92	16.66	32.15	0.00	0.99	3.50	0.00	0.00	7.47	9.87	11.14	15.96	15.33	7.11	9.50
EL609193.1	1761.58	2430.54	935.23	1583.21	1288.54	1135.18	1780.53	1321.20	716.75	302.21	3302.56	512.67	2263.49	1376.83	2679.60	3161.78	1001.89	1615.37	1663.37	1140.83
EL609196.1	47.00	5.00	10.97	546.35	7.00	5.00	11.02	7.00	844.35	285.66	29.90	319.51	480.64	273.63	246.10	113.99	391.92	43.02	359.11	57.83
EL609201.1	60.22	29.48	61.88	55.64	85.78	57.74	40.06	47.44	55.77	22.47	81.57	23.44	164.93	78.03	84.18	71.27	44.81	86.82	24.59	48.87
EL609202.1	4840.19	6797.91	4071.25	210.61	83.25	102.15	76.97	90.93	61.92	59.06	113.91	95.86	40.88	105.54	133.15	453.33	8436.01	6292.45	32.91	63.72
EL609203.1	15.46	74.21	47.29	145.68	111.72	2.69	35.01	42.77	110.01	100.62	407.85	205.51	57.96	55.91	1312.13	164.25	1430.11	105.26	107.85	27.28
EL609208.1	62.43	9.92	10.20	0.00	59.56	28.97	8.02	18.90	1.93	0.00	0.00	0.93	23.00	0.00	4.75	7.47	7.42	56.87	1.02	57.36
EL609210.1	1043.77	43.44	1987.05	191.63	388.15	7780.58	204.60	6635.29	453.35	179.02	1175.47	208.17	586.46	2589.19	2994.09	4244.33	61.21	38.21	3130.12	1656.21
EL609211.1	21.85	6.69	2.74	0.00	0.00	50.55	14.59	10.60	235.23	192.81	164.39	72.97	132.13	6.42	34.28	38.18	134.29	76.05	0.00	13.61
EL609212.1	36.21	25.60	22.56	23.84	15.38	0.00	4.31	0.00	36.50	10.99	19.39	18.34	21.17	4.04	5.29	23.27	72.59	22.93	7.66	0.00
EL609213.1	12.68	2.08	0.00	12.46	0.00	0.00	4.71	1.43	23.52	187.95	53.42	57.49	49.99	5.31	4.32	24.82	73.04	6.41	9.12	7.40
EL609215.1	525.10	489.60	545.80	611.61	533.75	285.86	429.60	489.46	647.79	231.29	1577.44	393.10	1760.47	745.99	1190.12	1100.90	449.02	831.33	801.21	620.23
EL609216.1	0.00	2.64	6.01	0.00	0.00	0.00	0.00	1.16	1.28	1.13	1.15	1.47	10.08	0.00	4.13	1.06	0.00	6.07	1.37	0.00
EL609219.1	12.36	250.74	165.95	45.81	5.54	0.00	216.04	65.42	3.64	0.00	0.00	81.31	0.00	0.00	0.00	0.00	217.62	12.40	57.22	0.00
EL609220.1	0.00	0.00	13.85	21.36	10.92	7.88	7.84	0.00	0.00	0.00	15.20	54.80	15.24	7.03	0.00	17.78	0.00	0.00	1.95	13.22
EL609221.1	50.37	30.04	27.55	157.02	1020.24	389.16	88.62	287.32	0.00	2.28	11.67	5.53	19.55	34.40	31.09	178.48	21.22	26.44	63.26	190.10
EL609222.1	67.35	0.00	0.00	10.26	34.87	0.00	9.64	0.00	27.10	0.00	15.93	19.71	25.74	0.00	0.00	45.99	24.93	38.45	17.84	0.00
EL609227.1	7779.57	6030.69	2065.38	6412.70	9626.90	4805.19	4530.65	3399.91	4887.51	2613.64	10532.82	4671.50	10766.31	6988.95	10279.13	14936.15	10108.05	8243.16	10040.96	7099.30
EL609228.1	151.74	194.90	257.30	740.84	1003.28	373.04	551.33	474.59	1253.24	431.15	1746.76	885.46	1767.49	590.12	440.66	870.60	2065.88	586.53	454.36	556.51
EL609229.1	61.83	44.34	38.55	47.28	77.20	23.43	8.10	16.57	18.70	9.57	9.99	9.71	8.44	16.07	32.60	17.70	166.95	88.51	13.04	13.98
EL609230.1	411.18	74.25	123.39	87.80	240.57	86.45	19.16	78.89	269.32	1028.93	423.31	224.98	1736.44	92.99	218.91	148.34	675.50	766.48	90.10	212.25
EL609231.1	41.06	68.62	19.88	36.34	79.08	27.63	26.25	35.36	26.60	106.17	69.66	63.06	50.09	20.89	53.18	60.12	98.07	70.42	52.68	25.84
EL609234.1	15.99	97.40	30.76	35.45	224.44	3.45	57.99	38.69	86.72	33.37	110.69	45.40	203.61	19.30	27.87	84.30	94.94	122.54	71.68	113.21
EL609235.1	4.11	7.10	1.11	10.74	6.28	6.93	1.39	7.00	2.91	2.22	7.50	8.29	12.70	4.00	8.79	14.29	2.00	6.85	1.00	4.98
EL609236.1	619.13	222.04	157.99	0.00	650.93	245.79	188.90	214.10	4555.20	2616.18	19.66	1453.48	2336.69	494.58	275.12	9.77	46.36	708.60	177.85	169.83
EL609237.1	19.02	19.63	6.03	23.57	21.22	0.00	0.00	33.00	25.69	51.01	30.91	37.23	36.28	14.50	0.00	1.65	37.32	12.98	44.53	20.81
EL609243.1	4312.86	1157.49	2237.62	152.82	1359.83	569.73	241.81	422.80	629.22	747.70	709.57	493.77	921.37	290.32	340.50	375.86	1988.11	4533.38	727.32	521.81
EL609245.1	72.35	75.29	6.56	22.89	0.00	0.00	10.49	0.00	10.19	0.00	5.86	0.00	15.97	2.22	1.70	0.00	59.92	41.14	0.00	0.00
EL609246.1	187.22	240.89	103.00	172.64	128.65	72.75	103.38	142.82	86.17	18.75	19.91	72.87	54.32	98.59	35.48	428.80	458.92	175.22	124.96	111.70
EL609248.1	56.38	130.46	46.67	0.00	1.71	0.00	1.00	0.00	1.37	15.81	2.23	24.41	0.00	0.00	3.35	0.00	0.00	3.87	3.13	0.00
EL609252.1	1144.73	576.40	335.06	667.02	1085.74	1137.34	1651.78	1282.49	4210.94	525.61	3110.09	1835.35	3627.41	34016.46	2833.26	950.35	199.03	940.97	2073.20	3359.40
EL609256.1	40.33	10.57	3.03	0.00	15.52	20.58	0.00	0.00	51.62	72.56	23.12	16.26	84.02	7.09	42.45	5.06	83.53	29.88	0.00	1.60
EL609258.1	55.46	27.99	6.64	105.25	238.92	200.25	166.96	91.10	166.15	114.36	65.63	125.79	145.20	167.09	154.05	333.07	22.19	23.47	106.73	175.62
EL609261.1	2187.97	2579.10	2240.59	566.29	589.65	274.32	182.32	397.38	643.94	532.59	892.90	624.99	795.24	455.56	508.90	971.08	2060.53	2108.69	534.27	689.81
EL609263.1	33.51	0.00	4.28	0.00	6.36	2.14	3.11	7.93	0.00	9.65	1519.52	0.00	18.91	5.25	0.00	2270.95	5.88	9.51	0.00	3.03
EL609264.1	0.00	0.00	0.00	35.55	59.89	0.00	0.00	0.00	4.04	176.34	3.02	135.09	197.92	0.00	7.19	0.00	137.49	0.00	9.78	25.27
EL609265.1	75.88	80.35	19.11	179.74	557.31	654.20	352.76	178.23	347.68	219.42	151.29	260.50	310.09	301.80	522.60	1013.16	65.39	31.22	304.61	268.59
EL609266.1	0.00	0.00	0.00	39.52	15.75	0.00	12.77	0.00	24.82	0.00	725.10	55.65	120.62	15.90	1.91	180.34	95.69	3.71	0.00	14.96
EL609269.1	0.00	18.04	27.11	0.00	2.15	9.58	59.32	128.45	44.73	0.00	218.16	97.94	220.07	59.36	16.84	58.52	4.40	0.00	183.28	55.11
