	SRR21374326	SRR21374327	SRR21374328	SRR21374329	SRR21374330	SRR21374331	SRR21374332	SRR21374333	SRR21374334	SRR21374335	SRR21374336	SRR21374337	SRR21374338	SRR21374339	SRR21374340	SRR21374341	SRR21374342	SRR21374343	SRR21374344	SRR21374345
XM_067122437.1	161.85	169.88	103.99	174.92	381.75	144.63	196.80	132.30	137.14	126.81	154.47	172.13	125.68	99.83	180.85	304.82	186.87	140.40	123.84	116.04
XM_067122440.1	160.67	47.92	56.77	86.00	67.00	14.49	56.00	63.00	693.72	682.46	543.19	794.71	610.09	73.00	73.50	46.00	337.90	229.93	26.00	34.98
XM_067122441.1	76.53	6.03	25.23	0.00	0.00	6.73	0.00	0.00	774.92	294.30	740.26	403.90	684.01	0.00	9.50	0.00	198.17	35.08	0.00	0.00
XM_067122448.1	380.16	190.69	217.89	0.00	437.29	294.84	162.51	73.10	681.22	726.26	373.74	485.49	647.16	79.52	404.37	0.00	496.91	307.67	80.19	124.03
XM_067122449.1	202.57	430.82	169.82	392.42	505.31	375.64	209.16	297.33	161.83	41.36	108.53	68.23	180.48	265.88	131.75	343.91	396.90	208.97	69.39	257.47
XM_067122450.1	83.34	62.42	47.47	24.39	28.82	37.16	17.49	46.42	162.40	92.54	224.60	108.98	121.40	21.62	31.29	33.12	109.49	115.29	0.00	6.85
XM_067122454.1	79.95	169.95	127.06	0.00	0.00	0.00	0.00	105.33	91.45	0.00	114.00	100.90	0.00	22.24	96.36	149.46	231.71	0.00	116.28	0.00
XM_067122458.1	205.57	164.69	133.24	216.65	193.45	93.92	86.05	109.25	675.11	452.97	495.85	470.27	593.84	169.38	222.70	632.92	360.93	227.95	138.78	162.46
XM_067122461.1	122.43	71.31	58.76	0.00	63.55	42.11	17.98	59.69	262.95	312.97	216.13	263.11	245.16	0.00	0.00	258.35	52.69	103.05	24.78	44.91
XM_067122462.1	140.30	91.40	48.49	47.56	50.94	45.14	50.18	31.46	191.63	98.58	341.86	222.95	219.15	27.20	23.84	61.05	98.23	130.92	13.75	18.84
XM_067122474.1	124.92	127.57	78.63	155.52	175.47	130.26	89.21	51.33	147.82	148.62	181.53	97.94	139.59	76.27	107.89	499.13	79.04	120.45	64.20	124.99
XM_067122485.1	0.00	72.26	0.00	470.53	0.00	346.88	227.66	202.48	99.51	0.00	0.00	138.26	0.00	85.56	203.59	356.58	0.00	0.00	0.00	0.00
XM_067122486.1	230.09	0.00	52.19	164.08	577.11	91.02	0.00	254.88	0.00	60.33	222.40	0.00	283.49	108.75	292.58	565.66	223.10	207.85	188.89	428.66
XM_067122489.1	455.62	661.85	277.40	247.74	610.10	445.13	331.52	246.11	132.17	87.02	462.18	0.00	337.25	227.72	0.00	686.25	395.45	333.28	160.60	305.59
XM_067122492.1	6985.10	12234.35	7455.69	732.09	3845.46	3454.41	2138.05	1892.01	7769.77	4395.81	10016.31	5394.06	11487.40	596.41	1386.39	3040.50	5662.08	6215.67	766.38	854.03
XM_067122493.1	407.71	644.70	358.25	95.15	384.50	173.65	91.86	142.31	370.15	332.41	399.68	505.60	412.51	22.43	157.73	539.44	370.67	608.79	111.86	56.61
XM_067122496.1	782.71	887.18	428.03	265.03	478.00	1588.74	481.51	1018.24	639.75	748.75	741.14	773.05	593.59	188.64	157.99	483.76	688.17	400.12	78.00	171.25
XM_067122517.1	832.75	823.66	547.69	547.61	959.05	478.31	442.36	569.88	1119.28	607.89	1278.18	702.75	1171.66	528.32	477.06	460.62	1111.73	687.78	417.65	444.35
XM_067122520.1	66.06	28.00	30.00	56.00	80.42	35.00	36.90	48.00	250.94	84.71	526.49	171.78	598.00	51.00	46.00	38.02	305.05	71.46	23.00	46.59
XM_067122529.1	295.72	260.95	246.92	171.42	327.17	120.72	162.17	100.92	10008.67	7437.10	7200.77	8096.48	6820.15	141.04	274.11	362.62	316.13	333.80	126.47	123.21
XM_067122530.1	81.52	21.00	134.00	213.62	1765.52	823.30	1076.10	426.68	0.00	117.00	114.00	198.00	141.00	212.49	388.24	54.75	140.04	69.08	218.16	36.56
XM_067122535.1	0.00	0.00	1.82	2283.43	2563.70	2223.41	1149.75	2053.69	9.81	3.50	0.00	0.00	2.29	1531.21	1384.46	997.90	0.00	0.00	2115.01	2648.24
XM_067122537.1	0.00	5.62	2.06	1292.01	1157.46	835.61	761.69	882.15	0.00	3.44	0.00	0.00	0.00	612.96	1381.87	835.40	2.73	0.00	1068.29	1247.40
XM_067122538.1	0.00	0.00	2.08	1820.14	3365.03	2283.71	1245.31	2577.12	1.93	0.00	0.00	0.00	0.00	1166.39	1958.83	1042.19	0.00	0.00	2477.24	1447.32
XM_067122539.1	0.00	2.69	0.00	1440.69	1343.86	1304.49	653.86	1152.62	0.00	1.54	0.00	0.00	12.43	311.92	589.08	581.21	0.00	0.00	516.15	575.26
XM_067122540.1	0.00	11.44	2.02	963.02	905.11	388.28	289.85	454.54	4.38	1.52	0.00	0.00	0.00	534.55	817.59	506.43	0.00	5.13	935.14	494.63
XM_067122541.1	0.00	0.00	0.00	598.56	1011.21	677.03	326.58	780.72	0.00	0.00	0.00	0.00	0.00	453.18	645.01	266.97	0.00	0.00	878.40	713.92
XM_067122542.1	0.00	0.00	0.00	644.69	1267.05	919.58	422.41	718.09	1.88	0.00	0.00	0.00	0.00	593.96	609.75	491.69	1.27	4.87	894.34	547.63
XM_067122543.1	0.00	0.00	0.00	302.46	548.30	186.30	186.04	191.12	0.00	0.00	0.00	3.00	0.00	177.65	406.87	238.48	0.00	0.00	489.40	124.00
XM_067122544.1	0.00	0.00	0.00	372.05	570.15	521.66	297.91	504.51	0.00	0.00	5.00	0.00	0.00	181.00	249.81	130.27	0.00	0.00	490.88	225.44
XM_067122545.1	0.00	1.25	2.02	153.23	797.04	783.78	228.45	326.20	0.00	0.00	0.00	0.00	0.00	71.12	264.35	83.55	0.00	0.00	160.80	120.15
XM_067122546.1	0.00	0.00	0.00	35.88	316.81	93.34	35.36	82.55	0.00	0.00	0.00	0.00	2.28	83.69	25.98	43.78	0.00	0.00	125.38	123.69
XM_067122547.1	0.00	1.00	0.00	1966.34	1375.32	788.04	1176.95	819.00	16.35	38.95	0.00	25.00	0.00	980.82	1302.11	194.21	0.00	0.00	1347.80	694.22
XM_067122548.1	4.00	0.00	0.00	757.84	425.51	396.41	522.56	526.01	23.65	0.00	8.00	0.00	12.00	367.18	1024.40	184.83	11.00	11.00	861.39	440.90
XM_067122549.1	26.00	37.00	7.00	549.95	1350.61	565.88	328.52	288.95	7.00	1.00	4.00	1.00	0.00	326.33	321.29	2092.41	33.67	9.00	387.45	763.04
XM_067122550.1	7.00	7.00	3.00	157.64	308.46	156.50	181.36	150.57	1.00	1.05	6.00	0.00	0.00	71.39	111.29	138.24	3.00	3.00	118.21	177.09
XM_067122552.1	2.00	8.00	5.00	149.54	899.66	336.86	206.43	263.99	1.00	0.00	2.00	0.00	11.00	266.68	107.00	164.55	17.00	5.00	128.99	306.49
XM_067122554.1	252.98	211.44	212.12	235.00	150.74	157.20	51.80	125.36	1336.57	1297.47	1639.45	1229.84	1520.16	82.10	141.58	0.00	500.44	312.85	104.85	130.85
XM_067122555.1	192.13	49.38	56.26	59.50	246.42	8.98	37.47	0.00	12.81	150.01	285.28	234.83	178.15	7.12	15.45	278.11	233.15	102.85	0.00	0.00
XM_067122556.1	46.16	0.00	18.03	10.85	52.84	15.42	12.70	17.52	104.63	166.10	209.09	153.94	154.67	11.00	9.57	8.72	108.68	41.56	0.00	4.42
XM_067122557.1	16.72	6.79	1.97	9.15	2.16	6.58	0.00	7.47	114.47	125.22	90.49	68.58	80.71	0.00	29.43	0.00	43.33	13.44	10.13	4.68
XM_067122560.1	212.89	129.05	108.22	126.50	220.46	112.82	71.21	64.10	926.34	1069.30	721.87	575.24	608.73	80.87	148.62	112.44	665.92	182.27	76.75	73.18
XM_067122562.1	217.65	98.18	65.74	71.91	193.54	52.25	44.11	49.33	446.62	584.98	953.44	503.83	445.82	62.05	36.80	121.35	274.46	149.15	36.56	58.56
XM_067122563.1	69.83	78.64	0.00	6.86	0.00	20.64	34.28	45.70	108.03	215.77	237.46	144.29	163.75	0.00	8.24	47.21	233.34	138.68	0.00	0.00
XM_067122564.1	130.38	30.00	10.78	42.63	29.97	27.15	10.26	20.19	374.04	349.61	390.26	228.53	409.68	20.54	24.43	45.92	301.73	120.66	9.19	8.26
XM_067122565.1	70.62	0.00	18.22	3.37	19.04	12.86	11.74	19.81	271.96	309.79	239.91	256.00	280.49	26.46	23.57	30.92	267.90	99.34	17.81	23.65
XM_067122566.1	1130.78	425.35	330.67	504.48	897.32	474.19	386.86	404.02	888.75	1069.40	1269.98	920.62	754.76	288.83	300.52	654.21	1650.33	844.78	139.65	319.27
XM_067122571.1	353.53	49.35	50.00	129.85	196.22	107.47	74.36	0.00	985.91	610.08	1220.83	1004.13	1027.43	55.73	39.14	160.50	178.86	129.64	44.61	154.00
XM_067122576.1	274.99	282.00	390.73	1981.82	63531.77	16644.44	16630.05	16596.50	174.88	41.36	2839.55	65.07	326.52	2203.13	1788.34	99313.15	263.37	226.31	1234.64	3764.85
XM_067122577.1	33.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	181.99	160.94	688.45	289.47	204.28	0.00	5.11	4.73	81.47	95.69	0.00	0.00
XM_067122578.1	0.00	0.00	4.98	4.77	1010.39	141.61	693.22	102.99	0.00	0.00	96.07	0.00	0.00	126.21	0.00	11170.98	0.00	0.00	44.05	81.78
XM_067122580.1	105.00	32.00	16.00	35.00	50.00	38.00	28.00	25.00	273.00	390.14	253.00	290.00	229.96	40.00	45.00	36.00	328.07	82.00	22.51	26.00
XM_067122585.1	64.40	51.88	0.00	49.60	74.77	46.74	0.00	29.86	48.83	73.15	76.35	119.58	130.60	0.00	21.24	0.00	0.00	61.40	11.27	23.67
XM_067122589.1	255.36	398.14	52.26	144.27	384.23	88.67	152.93	196.14	162.71	145.13	380.81	193.79	249.50	61.41	170.76	163.85	190.57	245.44	56.73	78.32
XM_067122590.1	312.44	182.38	149.11	99.00	215.00	109.02	68.00	95.48	3501.51	3235.85	2930.51	2475.45	3386.25	158.50	252.00	213.28	823.76	411.51	141.63	145.13
XM_067122592.1	543.11	730.53	491.03	1095.75	2947.51	3285.68	2364.24	2890.01	36.10	8.15	92.91	27.40	111.92	278.01	287.50	2267.00	537.27	247.56	108.47	1230.15
XM_067122593.1	284.97	634.93	155.34	40.44	69.46	76.51	220.82	300.30	0.00	0.00	242.34	3.44	82.66	6.51	8.41	195.03	307.70	226.47	0.00	128.58
XM_067122594.1	493.12	468.92	441.07	202.85	184.16	492.47	226.31	204.60	22.01	3.97	0.00	3.74	0.00	6.24	36.25	230.36	81.79	245.47	24.75	183.41
XM_067122597.1	9.88	0.00	0.00	739.91	313.11	1158.62	429.66	1294.30	0.00	0.00	8.66	0.00	0.00	919.92	115.03	929.95	107.51	0.00	74.42	2051.65
XM_067122600.1	3460.48	3410.92	2792.97	1691.61	2275.99	1188.04	1219.72	1016.41	2176.67	1424.70	4944.04	2149.18	2589.70	821.93	1394.56	2096.78	3583.32	3425.08	739.38	1384.51
XM_067122602.1	200.20	257.70	169.74	141.71	0.00	0.00	0.00	65.08	69.87	0.00	49.82	0.00	0.00	178.50	259.17	216.26	17.39	173.04	157.61	124.53
XM_067122608.1	301.10	551.67	518.81	2151.94	999.43	1033.73	1131.64	703.73	109.65	13.37	325.99	67.50	189.29	2457.20	1755.93	2140.04	63.56	327.42	1559.08	2955.87
XM_067122611.1	60.19	24.46	0.00	845.15	948.90	562.75	410.54	633.31	38.70	8.23	54.77	23.71	50.95	257.45	597.47	751.89	0.00	0.00	220.72	583.19
XM_067122613.1	751.43	217.36	119.70	64.88	80.08	76.41	87.92	118.95	919.55	1056.50	2317.44	918.58	2107.85	76.70	22.62	181.73	1343.05	714.14	65.33	0.00
XM_067122617.1	0.00	12.30	0.00	1640.24	1071.52	813.03	646.22	736.92	0.00	0.00	0.00	0.00	0.00	1012.10	1273.91	332.95	0.00	0.00	635.83	1322.63
XM_067122619.1	59.03	0.00	0.00	7.94	0.00	0.00	0.00	0.00	2021.01	1510.86	4761.10	1229.94	3749.35	0.00	16.53	38.31	61.65	17.86	34.28	0.00
XM_067122620.1	332.32	188.97	115.48	69.34	24.96	22.86	41.59	40.83	269.71	194.46	572.45	156.58	521.84	89.27	43.67	64.32	577.33	219.48	8.51	96.91
XM_067122625.1	937.00	444.42	258.68	272.79	522.02	247.56	222.62	190.69	298.61	192.31	1045.48	285.44	479.39	141.87	146.89	311.06	1176.23	805.70	54.42	142.05
XM_067122627.1	264.96	160.36	138.66	162.07	338.37	154.25	92.44	101.12	600.77	502.32	512.39	519.05	335.81	23.32	121.51	170.12	890.61	479.98	119.35	92.82
XM_067122640.1	80.08	75.02	47.50	3.33	0.00	12.78	13.29	0.00	269.76	342.00	109.63	299.71	144.13	0.00	0.00	6.72	157.73	78.19	0.00	34.52
XM_067122641.1	391.31	270.17	220.38	174.92	417.08	213.31	170.74	176.99	322.14	185.36	464.80	244.04	327.94	111.63	182.31	267.26	563.28	354.62	99.00	170.48
XM_067122645.1	222.00	279.00	167.16	57.00	59.00	35.00	29.00	37.00	760.00	510.00	1298.92	703.00	701.17	43.00	45.00	77.00	105.00	172.00	18.00	42.00
XM_067122646.1	8.00	3.09	18.59	0.00	3.40	0.00	4.47	0.00	93.08	277.83	42.80	112.47	71.69	0.00	0.00	0.00	16.33	15.80	0.00	12.32
XM_067122647.1	86.38	47.62	27.10	60.42	160.35	60.42	83.49	69.06	271.04	710.35	161.94	453.33	154.69	71.88	77.53	17.11	435.00	79.14	35.96	55.07
XM_067122648.1	92.64	35.29	0.00	43.94	18.25	32.79	0.00	0.00	168.91	369.52	31.04	315.73	134.30	27.40	39.68	37.48	134.80	87.05	31.04	62.74
XM_067122649.1	0.00	0.00	0.00	9.64	0.00	0.00	0.00	0.00	111.80	135.32	200.70	110.50	165.32	17.63	38.79	32.41	37.03	0.00	0.00	0.00
XM_067122650.1	0.00	18.00	3.00	1913.51	1607.63	1646.91	929.08	1183.42	3.00	0.00	0.00	0.00	0.00	1098.70	967.56	3694.84	3.00	5.63	650.39	1159.83
XM_067122651.1	1.00	0.00	0.00	80.51	180.37	166.36	185.31	144.62	0.00	4.00	2.00	1.00	0.00	59.73	54.99	222.24	0.00	13.37	6.58	198.16
XM_067122653.1	1045.01	1404.98	739.41	3378.71	2723.00	1178.87	1099.82	1101.01	293.00	89.00	326.00	228.00	765.96	2779.75	2685.30	3456.83	1308.42	1165.00	2213.88	2499.37
XM_067122654.1	229.00	54.00	57.00	130.00	138.00	60.67	82.00	95.04	670.48	346.34	494.29	573.61	280.84	27.00	53.00	214.85	312.97	188.00	35.00	28.00
XM_067122655.1	173.72	38.05	0.00	88.19	93.64	83.00	83.00	54.87	345.17	819.16	547.63	466.90	489.31	39.00	74.47	78.00	449.39	149.70	35.00	30.00
XM_067122663.1	46.53	31.92	0.00	0.00	73.11	0.00	0.00	12.00	194.77	398.97	297.26	160.98	329.23	0.00	22.77	10.00	103.35	16.88	0.00	5.00
XM_067122667.1	64.34	15.43	53.00	0.00	0.00	0.00	0.00	0.00	548.23	496.61	523.67	396.78	268.08	0.00	58.92	0.00	150.34	156.28	0.00	0.00
XM_067122678.1	675.05	537.00	309.58	1106.03	1242.52	766.90	599.19	745.54	2694.05	2426.20	2691.84	2338.39	2649.55	586.46	767.79	1454.04	1486.66	801.19	478.23	622.81
XM_067122681.1	1520.62	1130.90	752.80	395.00	837.99	416.54	299.72	292.02	1153.04	740.51	2148.83	987.68	1358.07	231.51	362.29	692.07	1870.06	1290.80	157.00	218.02
XM_067122686.1	1237.79	1114.49	1166.39	559.06	1042.70	570.99	539.52	739.41	1404.84	600.18	2175.04	838.22	1978.38	655.69	300.41	819.24	1782.13	963.48	444.30	658.81
XM_067122687.1	77.25	51.73	4.79	22.07	36.98	52.24	0.00	11.94	232.70	699.74	352.24	224.18	92.08	0.00	300.50	101.44	14.30	101.02	0.00	67.84
XM_067122690.1	23.70	11.39	11.04	102.22	42.59	39.78	49.23	35.27	114.11	102.00	220.74	68.72	241.01	36.95	39.90	46.22	24.89	9.28	42.83	21.34
XM_067122691.1	324.30	66.00	289.37	160.00	44.00	29.00	38.00	33.00	3852.52	4434.50	3973.47	3091.85	4001.61	289.32	152.05	1815.27	3413.07	472.00	122.00	67.00
XM_067122695.1	312.31	378.01	226.69	764.35	1290.86	1218.57	1030.38	1137.82	288.27	379.07	916.85	175.50	644.05	883.73	748.52	1031.09	150.84	155.55	545.07	1324.99
XM_067122699.1	221.42	160.87	139.00	137.00	193.11	92.51	75.12	66.01	484.45	465.69	703.16	469.00	694.39	93.06	99.54	151.28	225.99	147.54	26.00	54.92
XM_067122702.1	212.82	157.90	116.85	198.84	437.00	173.90	195.06	167.59	1582.95	1967.53	1736.39	1328.23	1728.34	179.13	219.27	326.40	543.10	240.42	148.75	137.90
XM_067122703.1	69.50	34.10	55.89	56.19	90.97	32.22	18.56	28.26	508.12	728.39	511.16	477.08	526.82	71.33	48.73	69.85	157.54	53.98	53.66	49.88
XM_067122704.1	7.68	0.00	4.27	15.20	5.03	0.00	4.39	6.38	20.65	36.92	62.22	58.16	39.88	14.54	0.00	11.93	36.36	14.75	8.59	4.29
XM_067122720.1	1.00	0.00	0.00	0.00	84.27	86.63	42.00	104.29	11.98	13.00	10.33	5.49	33.25	0.00	0.00	0.00	1.00	0.00	0.00	1.00
XM_067122737.1	1.00	0.00	0.00	2.00	2.00	0.00	1.00	0.00	141.00	49.00	3623.30	209.00	592.28	9.00	7.00	5.00	18.00	2.00	25.00	0.00
XM_067122746.1	1783.96	2100.34	1825.58	30.00	38.00	57.00	43.00	180.00	0.00	3.00	0.00	2.00	1.00	16.00	217.00	30.00	19.00	580.00	8.00	1.00
XM_067122747.1	90.00	16.00	1.00	14.00	2.00	12.00	1.00	0.00	461.00	431.00	293.02	275.82	392.00	6.00	1.00	3.00	242.01	46.00	1.00	2.00
XM_067122759.1	78.00	53.00	32.00	34.00	84.00	23.00	20.00	38.00	399.03	484.00	416.33	526.38	368.94	40.00	45.00	108.00	288.07	93.00	33.00	37.00
XM_067122780.1	54.00	2.00	5.00	7.00	4.00	1.00	4.00	1.00	829.00	958.96	1560.35	648.25	878.80	8.00	3.00	3.00	212.43	33.00	2.00	1.00
XM_067122791.1	26.83	0.00	16.33	0.00	0.00	0.00	0.00	3.00	233.40	293.01	208.02	215.35	225.11	8.86	0.00	0.00	390.26	64.07	7.00	0.00
XM_067122794.1	0.00	7.00	1.00	236.00	168.00	157.00	145.02	162.79	0.00	0.00	0.00	0.00	0.00	105.00	188.18	105.00	0.00	0.00	73.00	194.12
XM_067122797.1	0.00	0.00	3.00	10736.49	6900.49	1122.52	1585.66	3083.38	9.26	3.09	4.00	0.00	0.00	4159.46	6580.42	0.00	0.00	0.00	5646.50	316.32
XM_067122810.1	195.00	691.01	29.00	658.96	404.00	92.08	377.04	195.00	320.27	379.00	21.00	40.00	79.70	447.00	385.00	53.00	481.44	316.94	233.00	92.00
XM_067122830.1	1566.03	1783.94	1091.35	525.89	1581.01	669.72	574.23	949.88	661.29	522.79	1110.20	593.00	1063.81	340.00	410.00	1409.13	1415.01	1185.07	279.00	331.18
XM_067122840.1	328.00	125.00	108.00	457.09	3125.40	1119.03	672.00	431.41	457.17	559.26	680.00	474.89	447.01	514.01	296.00	965.00	600.74	306.24	187.18	313.15
XM_067122856.1	260.00	196.00	167.80	154.00	229.94	162.00	80.19	151.00	432.18	545.17	490.86	404.00	359.66	95.00	185.00	198.00	495.00	246.00	92.00	168.00
XM_067122889.1	516.16	114.00	93.00	116.00	198.23	80.00	69.00	108.00	956.80	1078.21	848.25	938.47	1102.65	48.17	87.23	130.05	1083.46	414.64	35.00	74.00
XM_067122896.1	0.00	0.00	0.00	2844.34	36999.86	1862.66	902.13	2131.00	29.00	1.00	0.00	0.00	0.00	8457.65	1147.16	102234.11	0.00	0.00	1176.07	1831.16
XM_067122910.1	0.00	0.00	0.00	2350.19	950.23	442.39	664.59	309.90	6.00	0.00	0.00	0.00	0.00	1195.19	1476.17	10795.45	0.00	0.00	1612.41	94.75
XM_067122937.1	68.00	50.00	0.00	71.00	95.00	82.00	65.00	100.00	268.00	178.00	337.29	273.00	339.71	58.00	23.00	35.00	297.02	48.00	23.00	42.02
XM_067122957.1	1412.13	656.14	882.71	402.59	506.30	270.58	184.78	217.22	2793.64	3054.60	2574.07	2515.45	2937.34	371.79	410.11	363.79	4232.19	1335.18	217.22	223.93
XM_067122958.1	12.86	14.88	0.00	19.27	4.69	0.00	1.66	5.48	92.85	97.70	93.06	60.78	86.76	3.49	13.86	6.89	65.77	4.86	1.19	5.00
XM_067122990.1	79.21	0.00	0.00	4.19	32.18	0.00	0.00	13.72	353.79	161.51	754.68	175.98	232.97	0.00	0.00	0.00	0.00	99.06	0.00	0.00
XM_067122994.1	0.00	2.75	8.18	26.41	60.20	22.39	15.84	31.91	152.14	199.08	185.42	79.91	216.19	16.63	0.00	0.00	66.22	19.40	0.00	10.57
XM_067122998.1	3.00	0.00	0.00	3.00	0.00	2.00	0.00	1.00	363.53	83.64	82.15	258.12	718.60	3.00	3.00	5.00	0.00	1.00	0.00	4.00
XM_067123001.1	106.76	0.00	13.00	688.52	948.45	508.22	637.82	736.51	4.00	0.00	0.00	0.00	0.00	720.01	386.63	386.86	263.08	56.00	656.03	352.13
XM_067123002.1	30.24	1.00	0.00	87.49	147.74	138.18	26.82	86.46	0.00	18.00	8.00	0.00	17.00	59.05	133.56	756.31	57.82	0.00	58.97	32.40
XM_067123010.1	2455.38	2569.90	1313.39	1115.48	1438.17	890.95	911.19	736.55	970.35	636.32	2883.72	927.93	798.71	535.51	541.34	1285.75	2028.97	1882.43	376.69	989.78
XM_067123011.1	171.37	114.26	96.69	7.12	19.00	9.37	8.00	8.00	249.68	291.52	467.69	223.39	325.38	14.00	17.24	37.00	107.57	174.85	0.00	0.00
XM_067123017.1	636.07	836.30	525.13	253.36	1185.73	502.30	336.43	531.98	192.29	181.54	474.46	595.61	691.24	544.70	470.46	1575.18	856.77	902.43	436.97	166.59
XM_067123022.1	0.00	0.00	0.00	400.92	6.59	24.72	43.42	58.31	0.00	0.00	0.00	0.00	0.00	263.53	147.82	1085.46	0.00	0.00	279.17	553.62
XM_067123023.1	2434.89	6227.49	2778.52	402.83	226.59	408.46	248.58	419.48	58.85	30.55	734.67	27.74	427.41	142.50	209.94	307.36	2566.28	2950.37	152.43	146.25
XM_067123024.1	794.00	2356.57	1198.95	170.65	114.32	60.11	59.32	103.87	0.00	0.00	166.36	0.00	221.05	54.62	31.33	33.18	847.18	856.34	36.89	14.38
XM_067123025.1	1071.52	2048.50	636.47	104.00	351.10	38.09	9.10	0.00	91.15	45.45	1798.84	106.26	214.54	21.95	534.71	272.93	897.84	764.34	29.68	0.00
XM_067123033.1	815.99	925.44	156.64	412.44	640.25	277.80	402.78	302.82	1940.42	1233.05	6611.96	1999.77	4201.14	436.65	318.93	1036.57	1059.26	587.75	219.17	397.24
XM_067123034.1	187.65	0.00	226.33	32.56	277.75	62.21	0.00	0.00	735.19	1094.62	869.87	344.25	1002.93	0.00	193.38	0.00	478.57	203.25	97.70	0.00
XM_067123035.1	90.90	52.74	43.98	67.37	125.49	75.55	52.59	61.46	151.19	171.14	118.02	196.22	102.53	22.61	75.82	70.82	123.62	114.38	38.54	21.56
XM_067123036.1	644.97	441.82	423.96	292.99	652.90	305.99	231.69	270.44	1120.24	940.33	1298.43	950.95	1171.69	240.87	361.70	380.71	935.28	584.99	216.59	182.21
XM_067123043.1	388.13	402.55	215.46	557.59	553.64	283.76	379.02	315.12	244.21	174.41	260.35	428.27	261.85	229.50	328.27	1112.64	390.87	399.76	217.07	161.12
XM_067123044.1	91.64	99.26	99.42	314.72	244.77	91.08	234.25	152.25	1000.00	979.48	788.71	906.66	676.49	168.72	50.97	492.15	99.68	104.91	28.71	152.14
XM_067123046.1	186.28	239.92	125.76	670.43	1760.56	1030.45	497.38	949.70	0.00	0.00	17.95	0.00	0.00	579.85	643.16	339.91	371.81	143.30	362.05	819.93
XM_067123049.1	324.35	76.00	97.06	122.45	155.01	125.00	87.01	140.88	1161.98	920.86	1513.47	833.85	1205.10	121.03	101.00	108.00	535.38	222.00	52.00	79.00
XM_067123050.1	552.00	355.00	282.00	296.98	409.00	280.01	273.00	180.00	270.00	197.00	503.02	248.87	313.00	162.00	302.00	429.00	440.00	551.00	107.00	141.91
XM_067123051.1	0.00	0.00	14.04	425.49	114.44	54.20	147.75	218.22	0.00	0.00	0.00	0.00	0.00	366.18	245.02	39.37	0.00	15.26	359.82	268.10
XM_067123052.1	42.62	59.16	25.83	207.79	190.31	160.64	52.74	105.51	24.79	14.29	0.00	0.00	0.00	59.61	41.97	69.87	25.30	27.63	65.18	140.77
XM_067123055.1	0.00	0.00	0.00	174.52	41.15	50.39	88.76	3.59	12.18	0.00	0.00	0.00	0.00	36.22	6.08	11.83	0.00	0.00	71.67	20.87
XM_067123057.1	32.60	25.05	0.00	42.67	89.57	121.53	42.53	10.49	64.50	12.92	41.00	0.00	7.33	192.56	202.74	0.00	0.00	24.00	175.63	0.00
XM_067123061.1	0.00	0.00	0.00	447.75	504.61	249.26	211.69	481.51	0.00	0.00	0.00	0.00	0.00	194.65	219.71	43.93	0.00	0.00	244.78	304.96
XM_067123062.1	10.00	11.00	0.00	70.00	651.00	35.05	451.97	3.00	582.78	195.02	314.37	676.07	1849.28	265.07	107.00	1218.84	29.00	5.00	94.00	521.08
XM_067123063.1	0.00	0.00	0.00	331.30	367.64	211.70	264.15	354.72	0.00	0.00	0.00	0.00	0.00	252.35	300.23	102.05	3.00	1.00	210.12	247.37
XM_067123064.1	0.00	0.00	0.00	13.76	112.89	56.49	37.38	102.83	0.00	0.00	0.00	0.00	0.00	43.30	45.12	23.02	0.00	0.00	12.62	44.99
XM_067123066.1	0.00	0.00	0.00	225.22	338.18	248.55	262.59	383.01	0.00	0.00	0.00	0.00	0.00	405.92	453.97	78.65	8.00	0.00	449.04	457.76
XM_067123067.1	1.00	0.00	0.00	145.83	236.35	258.22	307.36	251.07	0.00	0.00	25.59	0.00	32.77	434.47	530.82	155.64	0.00	3.00	516.25	319.79
XM_067123068.1	0.00	8.00	2.59	112.18	191.33	59.30	87.28	186.66	12.22	5.97	3.71	11.36	0.00	70.43	198.69	17.12	0.00	0.00	130.62	142.89
XM_067123071.1	1697.33	2006.46	1539.16	24.00	30.00	50.07	38.00	126.00	0.00	0.00	0.00	1.00	0.00	12.00	31.00	47.00	17.00	535.01	4.00	5.00
XM_067123078.1	10.42	4.41	3.48	136.44	48.35	48.73	69.63	64.05	22.82	12.64	0.00	10.08	0.00	25.79	37.07	15.89	7.54	0.00	66.99	39.09
XM_067123082.1	45.00	88.72	0.00	104.39	130.97	138.54	135.14	59.60	13.58	0.00	8.81	0.00	21.77	108.04	117.82	43.62	0.00	58.95	61.19	140.80
XM_067123083.1	0.00	0.00	57.00	373.00	163.85	9.18	23.29	67.49	20.29	3.76	33.19	0.00	5.44	533.52	212.21	35.18	0.00	0.00	49.98	54.27
XM_067123084.1	0.00	76.08	0.00	252.70	171.35	7.13	7.05	23.51	11.84	0.00	0.00	21.00	4.61	350.84	79.64	0.00	52.00	28.05	46.17	49.32
XM_067123090.1	1.00	3.00	0.00	1144.59	687.00	451.05	562.90	669.00	10.02	0.00	6.00	1.00	0.00	1818.62	938.97	621.25	0.00	6.00	944.26	861.79
XM_067123093.1	445.00	417.00	236.01	579.94	813.00	522.39	379.75	477.74	2441.71	2723.66	2043.13	2083.05	2171.03	585.87	774.39	1598.02	1068.39	577.06	482.97	490.81
