	SRR21374326	SRR21374327	SRR21374328	SRR21374329	SRR21374330	SRR21374331	SRR21374332	SRR21374333	SRR21374334	SRR21374335	SRR21374336	SRR21374337	SRR21374338	SRR21374339	SRR21374340	SRR21374341	SRR21374342	SRR21374343	SRR21374344	SRR21374345
AB056458.1	0.0000	0.0457	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5932	0.3834	0.0494	0.0265	0.0724	1178.2359	1182.4496	39.2477	0.0243	0.2105	1820.1457	3829.7583
AF221096.1	6.6224	8.4670	456.3252	33.4071	3.6153	6.5603	3.9528	47.4014	1144.9568	264.5616	643.3300	1248.8335	1001.3192	92.9794	70.0383	171.9421	287.6611	8.3958	44.6395	51.4443
AY466445.1	35.5287	18.8191	12.6731	34.2218	25.5241	34.4701	14.0641	23.2974	117.8189	167.8209	59.2774	75.8665	65.4802	69.2758	59.6295	96.1876	50.3465	26.7446	41.6802	26.3559
AY626840.1	11.4368	9.9628	5.2234	14.0155	2.2356	2.3099	3.0850	1.6581	128.4285	14.4942	16.0716	13.4161	12.1930	8.0507	0.8653	3.0026	52.3743	26.8580	0.4941	0.2735
DQ073104.1	46.4979	24.0136	9.0891	27.3407	58.8652	75.1576	69.4637	32.9616	56.6292	28.3600	93.7496	84.7019	60.1555	32.3694	20.0750	27.3109	65.5732	57.1134	56.3440	19.7650
DQ121374.1	0.0000	0.0000	0.0781	37.2698	91.6012	123.0194	37.7516	17.6882	0.0000	0.0000	0.0000	0.0000	0.0000	19.2520	14.6068	0.9104	0.0000	0.0000	16.5373	24.3562
DQ157765.1	20.9946	20.5126	11.7598	42.7094	18.4715	29.8854	28.3742	25.0578	116.0311	157.2065	116.5325	169.2760	90.0933	37.9758	33.2232	43.7555	64.9151	18.4933	41.9015	22.7271
DQ365888.1	0.4689	0.0000	0.0000	68.8509	4.5476	8.9939	33.0481	5.2689	1.1304	8.2504	167.3047	23.9853	2.0601	6.0172	38.1713	9.9244	87.7514	1.1302	4.6309	52.9079
EF073269.1	2.6914	1.8507	2.9644	6.8345	1.1838	1.2726	0.8150	1.0040	0.0694	0.0000	0.0773	0.8542	0.3307	3.3462	0.9674	0.4620	6.3682	1.9724	0.7124	0.8208
EF208559.1	1.0044	0.3758	0.5650	1.4239	0.1811	0.4997	0.2302	0.8635	3.5901	6.7585	2.0379	4.7564	3.5806	0.5954	0.7503	0.7907	2.4076	0.5760	0.6280	1.2461
EF364521.1	67428.5387	59926.8318	92611.3092	0.1026	0.0573	0.1942	0.1063	0.0000	0.0000	0.0000	0.0000	0.0000	0.5438	0.0000	0.2740	0.0000	14.7493	44878.2519	0.0000	0.0000
EF364552.1	211.8468	344.8643	191.0322	58.2491	35.6966	38.7184	43.7122	38.3480	8.3624	0.3740	56.7880	160.8636	0.7314	27.9083	2747.7466	30.9911	82.4563	241.1032	36.2963	35.7231
EL608988.1	3.3707	0.0000	1.5612	0.2631	0.0000	0.0000	0.2554	1.2165	0.0000	0.0000	0.0000	0.3883	0.2190	0.0000	1.1900	16.7240	1.8014	0.5486	0.2545	0.0000
EL608989.1	22.3169	16.0844	16.0747	2.4342	3.3364	2.2381	1.5496	0.9848	1.1142	0.4714	0.7297	1.2398	2.5649	0.6032	2.6048	2.3680	4.3780	26.0969	0.1618	2.4797
EL608991.1	1.4030	0.0000	0.0000	1.0681	1.2948	0.1901	0.0000	0.2998	19.6709	0.0000	8.0121	7.5764	0.0000	1.9123	0.9262	2.8868	0.3715	0.5765	1.5630	0.0000
EL608993.1	13.5523	5.6173	5.1965	213.3366	18.2624	13.0635	26.6159	19.6671	76.6377	16.0156	93.4886	72.0630	10.7599	594.1070	51.7113	27.7413	20.8493	35.2377	67.3641	15.4815
EL608994.1	0.0000	1.3105	0.0000	7.1125	6.1700	2.5246	2.4100	2.6109	3.4153	5.2557	0.0000	0.0000	3.8916	3.9424	7.1325	1.9403	2.1589	0.0000	6.6208	8.4778
EL608997.1	29.1549	27.6127	25.8128	25.1883	24.6915	21.8393	24.9634	22.2000	68.7174	70.9034	54.9667	70.5528	53.1520	18.4733	19.5931	23.1336	56.4195	32.7251	19.0192	19.6825
EL608998.1	21.7055	14.8844	13.0696	13.4412	7.9562	17.3203	8.5153	14.7843	20.9084	16.1426	22.9588	17.4297	18.2134	8.1011	8.7019	20.0683	16.4059	12.9312	5.9604	8.8978
EL608999.1	0.0000	1.8941	0.3541	2.1382	0.0000	0.0000	2.4540	0.0000	13.7760	0.9869	13.7916	0.0000	14.4450	0.2527	1.8721	2.2355	3.6637	0.0000	0.0000	3.3939
EL609000.1	10.4003	12.0778	8.0089	0.0000	0.2435	0.7000	0.8472	0.1582	20.3935	16.2367	39.0026	22.1609	15.1213	0.1727	0.8212	2.2250	5.6976	9.7787	0.0000	1.2256
EL609002.1	4.7016	5.0867	0.0000	3.3562	0.0000	0.0000	3.6010	0.0000	0.0000	1.8416	12.6854	0.0000	4.0189	0.0000	54.3274	0.0000	46.9119	5.6051	0.0000	0.0000
EL609003.1	55.8038	39.4527	20.0427	14.3639	8.8755	9.9568	16.2460	12.5937	34.1702	24.4641	20.8606	29.1414	19.2083	18.2387	16.2915	22.7796	62.5479	55.6633	28.3110	29.6801
EL609004.1	11.7888	0.3593	0.3330	34.7772	0.0000	0.0000	0.0000	0.2960	1.8764	1.0327	1.8420	0.5730	0.0000	12.4021	3.3140	0.4644	5.4610	0.2491	0.0000	4.6394
EL609005.1	0.0000	0.3890	0.0000	0.0000	0.0000	0.0000	0.8314	0.3687	3.2603	5.3086	0.0000	3.3021	9.4131	2.5434	0.0000	0.0000	1.9453	0.0000	0.0000	0.8687
EL609008.1	5.0646	10.8710	3.8381	42.7541	4.1940	9.1163	14.9287	8.2920	54.2624	31.0096	37.5585	19.3919	24.6048	39.9488	19.0800	28.1285	23.5012	6.7099	12.0655	14.2817
EL609010.1	15.6980	54.8686	19.1038	72.8449	20.2872	21.0914	38.2150	26.0489	5.0729	7.9473	26.4257	17.6490	11.2288	18.6257	24.4210	225.7328	50.3052	21.6450	40.9612	35.5835
EL609012.1	2.8182	9.3297	8.4461	7.7179	0.7318	2.6530	6.5356	0.0000	31.1921	18.2296	12.1886	15.9426	12.4929	8.0968	4.4427	8.7819	4.1867	1.5743	3.7158	5.1867
EL609013.1	4.4862	3.4412	1.1886	4.1496	1.1906	3.1099	2.0139	2.9065	0.0000	1.9111	1.5240	1.4522	0.0000	0.0000	2.6865	19.2101	6.7662	2.2918	5.4221	0.5892
EL609014.1	3.2472	0.7276	0.1823	4.0020	2.5200	2.5260	0.3585	0.4474	59.9553	0.0000	1.8446	32.7913	61.4661	6.9591	1.1411	0.8598	8.5674	7.5375	1.3317	5.0575
EL609017.1	30.3236	13.9678	10.2439	23.9090	21.4720	27.2594	16.8937	13.9263	128.9997	154.9252	101.1581	54.2878	91.2049	29.6397	68.5341	185.6412	53.9375	28.8154	21.6038	34.3286
EL609018.1	15.9892	6.4046	5.3088	19.2157	40.4344	27.9793	24.3462	21.8032	38.8546	20.4416	29.5409	38.5833	21.8321	16.8527	15.3811	17.5985	33.0733	16.1652	10.7580	15.7221
EL609020.1	115.2201	114.4015	63.6590	75.5019	127.2215	58.1765	53.6925	49.9820	84.8184	76.5405	83.0456	89.3178	102.5995	73.4373	63.8392	180.9898	103.6354	129.8178	79.2563	93.1988
EL609022.1	4.8708	8.3154	4.4706	1.8012	2.2281	1.0403	1.9794	2.0688	1.3269	3.0289	3.0232	1.3381	1.8913	1.2055	2.3856	2.1865	7.2060	6.9837	1.2107	3.2311
EL609023.1	26.4432	39.2761	19.7766	50.4929	57.9328	64.5198	49.4614	45.7585	65.5821	70.0878	85.6796	55.4907	67.8821	45.3053	64.5309	89.2760	69.5050	30.9277	65.0507	54.8982
EL609024.1	8.5237	0.5016	0.1376	0.5557	0.2271	0.1714	0.0000	0.0000	11.4481	3.9342	1.5783	3.7724	7.2739	2.7054	0.7446	15.4438	28.5879	6.7008	0.6913	0.0000
EL609028.1	10.0171	7.5097	4.0855	617.5798	24.2429	20.2222	30.1593	28.3167	77.2287	7.6425	130.3885	129.4626	47.3204	720.0163	38.5342	40.3296	68.6445	49.7324	132.8840	84.6130
EL609029.1	57.1770	50.8742	53.7092	123.3604	113.1358	107.6731	135.7079	114.4629	62.5789	72.8559	85.8503	44.3848	91.5748	138.5617	151.2903	113.7427	162.5721	108.6576	95.4845	140.5578
EL609032.1	3.3626	1.2376	0.5588	5.8037	3.5564	2.7742	2.3752	2.1902	0.8487	1.1352	1.8703	0.5130	0.6622	3.2147	4.7593	14.2226	7.1572	0.6896	0.7684	3.8773
EL609033.1	39.2994	45.9079	54.8234	8.5647	4.9675	4.3341	7.2206	4.8023	20.2299	14.1961	21.3947	19.8530	12.5612	7.0934	4.0723	10.5988	18.6933	43.7839	2.2319	5.0710
EL609039.1	0.1942	5.3083	2.9653	7.7459	13.8397	0.0000	5.6375	5.9431	0.0000	83.3731	58.4532	45.1329	47.8343	0.0000	49.2544	66.3759	109.5198	5.3403	17.6637	6.7085
EL609040.1	12.1514	7.4729	5.8910	44.0172	63.2089	50.8675	57.0634	68.3846	18.0192	23.5493	17.8465	9.7428	14.6612	41.6378	66.5760	60.7416	17.0250	5.3505	57.4655	117.3180
EL609042.1	7.8982	5.5029	2.1642	12.1866	2.0242	4.8983	3.6562	1.2118	25.1132	28.2452	21.0798	10.2015	34.6720	12.9259	14.4782	6.2206	12.7165	1.2059	21.5067	10.3786
EL609043.1	5.0467	2.0159	1.7573	2.9617	0.2569	0.8296	1.3701	1.3193	7.3726	1.3177	2.8240	3.7052	1.3071	1.0163	1.5038	20.0831	8.0127	3.7158	0.2757	0.9671
EL609046.1	80.1847	12.9353	16.3514	69.3999	123.6717	147.6576	101.6816	104.2311	591.5196	766.0812	682.9540	505.9721	764.8631	76.6259	53.2429	171.9387	656.3848	110.8208	55.2958	78.3071
EL609047.1	0.9603	1.8427	0.4108	1.0958	0.4115	0.0000	5.7830	2.9928	17.0196	2.3241	9.6449	7.1787	2.3178	57.1742	5.5556	2.3974	0.0000	1.5528	5.7706	2.2012
EL609048.1	1.3256	1.6306	0.7939	2.5416	0.2621	0.7187	0.1356	1.0956	5.5821	2.8892	7.0050	4.7583	4.2403	0.8245	0.8218	7.3133	3.2772	0.1186	0.1566	0.0000
EL609049.1	1.6026	2.8049	0.5569	0.0000	2.5397	5.0942	0.0000	0.8681	0.0000	0.0000	0.0000	4.2921	16.7646	0.0000	0.6975	0.0000	2.8743	0.0000	0.0000	0.0000
EL609055.1	5.4440	7.2055	0.0000	5.8415	7.6746	8.8588	4.9775	0.0000	0.4957	4.9585	5.6844	10.4245	4.2372	0.0000	4.2221	3.6273	10.5264	10.1177	9.2634	1.8153
EL609057.1	0.5858	0.0000	14.5803	0.4241	1.4532	0.0000	0.0000	3.3039	0.0000	26.5316	17.8935	7.1241	18.5430	0.0000	13.7408	3.2022	2.4769	19.2740	4.4011	7.9273
EL609060.1	6.5149	4.2281	3.3355	5.8664	3.8612	3.8242	2.1289	5.0960	31.8810	29.9988	31.9245	35.5014	33.5256	6.2802	10.2241	10.1404	8.9907	2.0506	4.0177	3.9616
EL609061.1	21.4134	15.7031	11.9653	5.0237	7.4015	2.7752	5.4010	3.7650	11.3399	14.2250	7.7849	12.5498	9.1803	8.3428	7.8462	11.8706	20.9151	14.4736	9.2368	11.6727
EL609062.1	24.2196	26.6523	14.6434	2.4771	0.4409	1.7305	0.5494	2.8090	2.9557	4.9692	12.5954	0.0000	1.0556	0.0000	3.0897	2.8099	12.9375	20.4946	0.0000	0.4818
EL609064.1	107.6156	59.1008	20.0724	159.5260	421.9849	156.5712	142.8475	63.8050	285.2644	122.5073	303.5102	327.0941	323.6184	197.6516	201.0747	420.0971	138.4811	116.0218	412.2622	307.9827
EL609066.1	16.2433	1.7976	4.3215	26.2782	0.0612	23.7324	4.5287	11.5325	2.8146	0.0000	3.2673	0.0000	0.0000	36.4777	0.0000	32.9233	24.1379	0.1008	0.0000	0.0000
EL609067.1	87.2381	134.5408	66.0805	18.2117	16.6820	10.3669	13.8462	10.6622	72.1296	54.4001	76.9892	74.0017	58.0619	6.6304	42.7755	32.2239	103.1966	118.8186	8.8117	8.8316
EL609069.1	6.8317	6.8848	1.8162	4.5449	3.4458	3.2866	2.5732	2.0688	4.4212	1.9220	13.2406	5.1402	10.3794	3.0848	2.6929	3.1325	9.5282	7.1294	1.9133	2.0595
EL609070.1	47.1475	42.1528	80.4264	79.1123	34.1611	56.9504	79.9552	50.8745	148.8537	135.8468	207.2533	170.9556	184.6870	84.4713	54.5192	80.6992	72.7540	84.1430	88.5102	79.5811
EL609073.1	0.5488	1.8766	0.0000	0.7312	0.0000	0.8555	2.8188	0.1766	13.6783	3.1587	6.5687	3.7514	9.3146	5.5933	2.7260	1.7625	0.0000	0.9193	2.9955	2.4038
EL609076.1	3.3191	16.5862	6.3753	5.1720	4.7892	9.8157	7.3698	7.0535	16.9800	25.1604	25.7566	13.1386	8.8638	6.8908	6.9002	6.6330	11.8943	18.2418	15.2981	8.2003
EL609078.1	0.0000	0.4901	39.5659	2.4209	1.3774	2.1552	3.3914	105.0878	27.0541	15.9720	0.1641	0.0000	0.0000	46.4689	91.5877	1.7359	3.1639	0.3204	1.1187	1.8346
EL609079.1	5.6325	6.6829	0.0000	0.0000	0.3892	0.2831	0.0000	0.0000	7.9143	8.1210	9.2120	3.1295	7.9988	1.2003	0.0000	6.9733	3.4000	5.8507	0.0000	0.0000
EL609080.1	6.7838	0.0000	0.0000	10.4316	0.0000	0.4207	0.4666	0.0000	2.5339	0.5215	0.3936	0.0000	1.5381	6.5781	0.0000	2.8206	13.3624	0.0000	0.0000	1.7179
EL609081.1	3.2402	1.3824	0.0000	0.7022	0.9848	2.0414	0.9517	0.0000	0.8421	4.6985	4.5575	8.1607	10.5130	0.0000	1.6635	1.6273	2.7053	0.5495	1.2148	3.7704
EL609083.1	513.4331	384.4823	254.1310	119.8264	107.7398	95.2795	75.2645	72.9192	407.6421	209.8665	358.4500	376.6798	369.9235	77.3202	140.1899	191.0347	570.7293	452.3611	84.6397	131.4037
EL609084.1	861.2151	382.5592	523.4466	1084.4448	1788.0792	1526.7709	434.2098	896.1173	645.1923	332.1405	1001.5694	483.1253	1272.3760	1168.3528	1492.5919	1762.4112	961.4118	724.3931	1279.0098	1630.4557
EL609085.1	125.9882	100.8731	32.9205	168.5128	163.6461	127.3661	132.8327	130.0881	17.2785	13.6196	33.2559	25.6187	18.7856	46.1134	111.2335	163.2720	116.5940	121.7488	56.3711	114.5051
EL609087.1	220.5703	14.9379	89.1904	2.9381	6.5212	0.2364	0.0000	0.2512	0.1252	0.1391	0.1942	0.0000	0.3007	0.7634	0.7235	7.9213	1.7547	121.9704	0.5577	0.8620
EL609088.1	63.2628	46.9661	11.9242	15.4991	14.8784	13.1531	7.5527	2.3772	23.1026	42.1748	14.7356	18.5092	41.5092	9.4911	34.4889	44.4934	61.5022	74.9661	22.3476	13.9912
EL609089.1	1443.0801	1467.0883	904.7447	2313.1328	3064.6740	2682.9778	2030.6078	1582.0983	1519.9863	663.8037	2393.0150	2013.8449	2355.0435	2556.9993	2549.1881	3592.3946	2005.0160	1195.6637	3241.6641	4126.1077
EL609091.1	1.1939	0.0000	1.9445	3.0986	0.8414	5.2787	7.0105	2.4527	0.0000	0.0000	0.0000	0.0000	0.6973	3.6814	0.0000	0.0000	3.3467	0.0000	0.0000	8.9055
EL609092.1	6.3063	8.5245	6.0466	24.9089	9.1132	13.4367	7.8805	15.0932	4.7608	6.0627	6.5803	6.5942	6.9187	11.0570	10.0801	12.0302	14.0697	9.9017	17.4658	15.6668
EL609093.1	472.8837	239.0396	253.6512	220.3496	207.4384	119.6030	118.2399	131.2321	313.3054	230.0772	202.6529	253.7547	308.9849	253.6855	253.3854	267.2719	664.9265	436.5928	286.9267	425.6695
EL609094.1	5.4651	2.3550	0.0000	0.0000	2.0085	0.7563	0.0000	2.2161	0.0000	25.3469	7.7746	6.3648	16.2417	0.0000	6.1735	5.0364	10.9797	9.2438	8.0694	7.4953
EL609095.1	2.7775	11.4703	0.0000	3.2534	0.0000	2.0317	8.0083	0.0000	0.0000	0.2949	18.2262	23.6145	0.0000	0.4527	0.0000	8.2731	2.2315	1.1231	5.5382	0.0000
EL609096.1	2.6705	1.5125	2.1281	15.3527	8.6272	6.4423	7.1176	5.0011	65.6004	72.2300	38.1626	51.0901	60.1906	8.6383	14.8671	31.8376	10.0628	5.5167	17.2025	15.0821
EL609097.1	2.4509	3.6517	0.2093	6.0143	5.1345	2.0556	8.3489	1.5684	15.1543	4.4958	17.1594	1.7163	1.5781	78.4781	1.8015	8.3746	5.1621	4.7577	8.1408	3.2509
EL609100.1	37.4495	24.5765	17.5857	42.3500	40.9260	28.1822	56.0034	28.0872	338.1584	381.5115	194.7439	305.3882	255.5833	36.9008	36.4105	71.4341	199.1549	52.1933	25.4171	44.9542
EL609101.1	8.1824	3.8167	2.9616	35.5783	9.8877	14.2577	2.4467	3.4599	34.2087	44.1856	31.2251	36.7303	27.1320	24.7401	38.1263	127.9635	15.0280	5.4181	22.2907	22.0302
EL609103.1	4.8091	6.7864	3.2370	6.0216	3.5977	3.0371	2.5975	2.6164	2.8696	2.7650	3.9443	4.0204	3.1498	2.4000	9.1314	7.0209	9.0458	7.5544	2.6370	6.1412
EL609107.1	1.0091	0.0000	0.6359	2.1772	1.9522	1.9097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7428	0.0000	1.1244	4.8700	5.6735	0.0000	2.1457	2.7480
EL609108.1	45.8455	79.1458	59.0521	101.9758	99.4925	125.6424	126.9768	101.0707	65.6897	28.9008	145.3965	45.4399	119.1716	134.1790	160.3195	110.9898	62.1994	61.0297	123.0550	154.4989
EL609109.1	3.5051	2.3077	0.9779	3.3081	1.5927	1.4889	2.4059	1.2731	0.0000	0.5929	1.3252	1.7996	1.0112	1.4108	0.5506	3.5573	1.8843	1.5113	1.1268	0.9531
EL609110.1	11.3908	32.0995	17.1788	73.2169	50.5266	38.9108	47.0401	38.8626	57.5953	191.4336	158.4777	147.3019	220.9873	26.9621	91.0675	21.5707	60.7546	25.1215	60.3638	59.7189
EL609117.1	2.0653	1.9182	0.5588	0.8216	1.1565	2.8858	1.9762	1.0970	1.3777	1.5005	3.1161	1.4396	3.4038	0.0000	2.3097	0.6189	6.2459	2.0903	0.6898	2.4376
EL609118.1	429.9542	377.9616	418.0879	57.0357	52.0439	152.8671	150.8006	176.8027	277.5053	370.9634	31.2120	239.6143	70.6284	291.5375	275.4855	107.8470	161.1531	158.5057	312.4934	170.6331
EL609119.1	27.2738	17.3106	27.1829	25.4276	46.5561	31.8082	16.3939	34.6496	6.8727	7.4458	23.4829	14.8562	17.2257	13.3990	43.0628	50.1297	10.5633	38.5521	37.0708	27.8773
EL609122.1	104.5296	1.7998	1.3217	5.3400	6.4562	28.3950	5.6659	4.4688	86.4000	14.5261	68.8424	19.7049	21.3671	31.9349	33.0855	27.7570	23.4268	11.4932	19.8707	21.8859
EL609125.1	510.2110	938.7147	475.4229	35.1048	10.5215	15.4462	15.6870	13.0165	14.7510	22.3232	15.3963	21.5828	7.3517	18.0298	28.9146	51.4046	1075.7391	792.0818	13.1661	18.7236
EL609126.1	25.7290	31.9726	17.1037	12.7721	10.8842	10.8335	7.4041	12.6212	16.6953	17.5890	13.1631	9.7144	15.1235	9.6332	11.5366	12.7838	14.7445	19.0899	6.7794	12.1103
EL609127.1	157.1294	93.6504	92.9254	73.8934	42.8110	36.2487	47.4594	50.7176	67.4223	86.7018	46.6300	70.3801	50.4004	55.9262	69.9163	71.3184	165.7389	134.0742	69.4605	117.8173
EL609129.1	12.5654	12.5364	0.0000	41.4142	38.1859	25.3234	1.8604	6.0191	76.4562	68.5849	85.1490	18.7027	57.8169	20.6388	42.1276	15.2901	25.0784	29.1554	85.1526	49.7400
EL609130.1	0.8791	1.5106	1.3970	2.2801	2.6837	1.0366	2.1781	2.5462	1.6739	1.1185	2.2951	1.7786	1.5810	1.6074	1.3772	2.4072	5.4401	2.1088	0.8966	1.6257
EL609132.1	2.4191	3.9367	7.6711	2.0384	0.9525	0.9271	0.0000	0.0000	0.0000	2.9839	2.7005	1.3265	2.1065	1.2797	2.2844	0.9925	1.7252	7.8929	0.0000	0.0000
EL609133.1	15.3774	6.8490	0.0000	32.6304	0.8425	4.2646	1.5895	0.0000	0.4464	0.0000	0.0000	0.1892	0.0000	52.9441	0.0000	0.0000	2.7606	12.7040	0.0000	0.3810
EL609134.1	4.8145	0.0000	2.4185	0.1806	24.2467	46.1071	0.0000	42.0755	3.1003	0.0000	0.3615	0.5461	0.0000	29.5514	0.1919	0.7974	0.0000	1.9108	13.8576	0.0000
EL609135.1	12.1896	11.1078	14.7107	2.5643	0.7812	0.7542	1.0643	3.3335	64.4770	72.7537	101.3353	67.9696	75.1653	6.1235	10.4762	15.5619	36.5014	35.3236	3.6923	2.6948
EL609136.1	23.1823	24.4201	25.6291	25.4531	20.8079	18.6673	12.9358	16.3836	19.3202	16.9516	23.1559	19.5725	16.1857	16.8204	24.2100	34.6547	38.8582	32.5566	17.7375	17.2203
EL609137.1	3.8981	2.1166	0.6985	10.4067	5.1847	3.9740	2.3752	0.9548	1.9104	1.1410	2.1687	2.4576	3.0876	6.2286	11.0491	6.2215	11.1534	5.9271	7.7857	12.2781
EL609138.1	4.3519	2.3403	1.1716	2.2274	18.3283	3.8127	5.8290	0.0000	18.2447	49.6681	13.7854	30.9232	11.9750	4.1908	7.7065	2.8644	23.0003	22.4631	19.1854	5.8772
EL609139.1	1.6982	0.0000	0.0000	0.0000	1.8784	0.0000	0.8015	0.0000	11.2224	25.9368	10.1617	5.8436	15.8162	0.0000	8.9841	0.0000	5.4614	0.0000	5.7771	6.7218
EL609140.1	5.6106	12.3154	3.1201	12.9460	20.2937	16.2124	12.6079	7.9670	4.4545	5.6154	18.7296	5.7853	17.0413	10.9455	15.5794	17.7038	6.6856	8.2990	17.5222	19.4185
EL609141.1	0.0000	32.7284	0.0000	0.0000	0.0000	0.0000	8.8358	0.6772	0.0000	0.4593	0.8096	0.5962	28.2898	0.0000	35.6560	0.9796	27.4384	0.0000	0.0000	41.0402
EL609142.1	6.8490	2.8444	1.6349	9.9136	12.1886	16.1216	10.6605	7.6672	13.5298	13.8606	16.4598	11.4141	26.6997	7.5408	7.4455	8.0046	6.8157	5.5889	10.1996	21.9147
EL609147.1	0.0000	1.7717	0.0000	5.9650	0.0000	0.0000	0.0000	2.2444	1.0128	0.0000	1.0279	2.0199	0.0000	0.0000	0.0000	3.6483	10.0988	1.1708	4.0899	1.9730
EL609151.1	797.7229	656.0339	228.0070	1149.7302	1297.8237	1339.8681	1035.1599	665.7959	1511.5515	936.3614	1739.9948	1341.6118	2133.2117	1380.5450	2021.1259	2250.0481	1510.8811	1098.6698	2111.0271	1648.0951
EL609152.1	0.7993	1.4965	1.4089	0.3919	8.5002	0.1615	5.8053	5.9738	0.0000	0.0000	0.0000	3.1290	0.0000	0.6114	0.0000	0.6230	0.0000	1.0535	4.0327	0.0000
EL609154.1	19.2892	25.0916	8.8208	9.3826	4.0539	10.9596	17.6680	5.2949	7.7182	6.4728	6.9136	5.3064	5.1242	4.2537	13.9123	1.7728	15.3105	27.7471	7.4042	1.5999
EL609157.1	6.3928	5.6562	5.4372	7.6226	0.0000	2.6046	3.2763	0.0000	19.4481	28.2132	28.3782	17.7999	24.4301	0.0000	0.5325	0.0000	29.6286	11.0201	5.4408	4.8533
EL609158.1	0.0000	0.2141	0.9815	0.1507	0.0000	0.2854	0.3009	0.1179	1.1403	27.2774	0.0000	0.7649	0.3228	0.2827	5.7756	0.0000	0.4726	1.4755	0.0000	0.0000
EL609160.1	0.0000	16.0944	6.4286	0.0000	0.0000	0.0000	9.2551	14.8401	17.8709	41.2973	18.2976	48.3887	64.4731	5.1836	29.3106	27.8411	66.0962	44.7589	54.4071	6.3898
EL609161.1	0.0000	5.6271	0.0000	0.0000	0.1778	0.0000	5.5374	0.0000	0.0000	0.0000	2.2727	0.4148	3.6509	0.0000	1.1063	6.1128	0.0000	0.0000	4.5520	8.8890
EL609171.1	0.0000	0.0000	0.0000	0.0000	2.8478	0.0000	0.2412	0.0000	2.0816	9.8281	0.0000	0.0000	0.5064	1.1538	2.1190	0.0000	2.0454	3.7780	3.7958	0.0000
EL609189.1	13.6491	13.9880	11.5956	6.4041	4.8912	6.0474	4.9484	2.8645	21.1505	25.8697	13.9292	17.1640	12.8014	7.0323	6.4156	5.7429	16.1073	13.5959	3.0475	4.7389
EL609190.1	10.8559	10.3989	0.0000	0.0000	1.2390	0.0000	0.0000	0.0000	5.1306	47.6667	29.3745	0.0000	13.7118	0.0000	14.4478	0.0000	21.6605	2.7334	0.0000	0.0000
EL609191.1	1.1557	0.0000	0.0000	56.5033	10.3813	4.1680	9.6498	15.7917	31.9678	13.2386	24.2942	6.4569	0.0000	258.9352	29.0547	5.4749	6.3118	22.1406	27.3251	0.0000
EL609192.1	2.2058	0.0000	0.7363	8.8301	9.5639	5.3526	3.1273	5.1164	0.0000	0.1889	0.4720	0.0000	0.0000	1.3251	1.4128	1.3513	1.6567	1.9183	1.2734	2.0473
EL609193.1	1069.4230	1528.4269	586.4441	1403.3879	755.3126	1036.9809	1785.2083	1139.7349	692.7116	310.1609	2246.4881	559.0636	1663.9527	1310.8399	2078.0345	1993.2192	595.2941	980.6927	1627.6286	1347.6146
EL609196.1	2.8798	0.2976	0.6037	50.0750	0.4488	0.4813	1.1143	0.5866	90.7626	33.7756	2.2238	37.3412	40.6211	25.5660	19.8602	8.2108	24.7209	2.9279	34.0982	6.6619
EL609201.1	12.8935	6.6828	15.0131	19.8568	17.5952	18.9465	14.1798	14.6089	21.6636	9.1850	23.3341	10.2097	49.8440	28.6131	25.8381	19.9344	10.8101	18.8696	9.1608	22.6271
EL609202.1	298.0008	413.8641	254.2452	20.2804	4.4547	8.8511	7.0558	7.1209	6.6451	7.0860	8.9095	11.3926	3.6015	10.3577	11.3413	34.2917	571.2159	439.6751	3.3689	7.4636
EL609203.1	2.0987	11.0046	6.6315	29.1556	11.4005	0.4869	6.9541	7.0424	24.7150	24.4007	70.3037	53.1834	10.3351	11.2346	234.7174	26.2027	185.8732	15.8198	23.4764	6.3782
EL609208.1	7.8136	1.3554	1.4246	0.0000	4.8380	5.0052	1.5869	3.0083	0.4101	0.0000	0.0000	0.2381	3.7923	0.0000	0.7564	1.0792	0.8399	7.9633	0.1913	12.3547
EL609210.1	140.3022	6.3005	277.6024	38.3515	37.9703	1353.8114	40.6448	1055.9191	108.2466	46.0835	212.4386	56.8437	108.5156	520.2250	535.5928	677.0741	7.9557	5.5675	681.3507	356.7582
EL609211.1	2.2433	0.7072	0.3131	0.0000	0.0000	7.1208	2.2083	1.3615	38.0281	34.0213	19.9211	13.3439	17.2769	0.9916	4.4880	4.5442	14.6707	8.5946	0.0000	2.5329
EL609212.1	4.2350	3.2029	3.1519	3.5586	1.0846	0.0000	0.6881	0.0000	5.7227	1.8760	2.4020	3.3867	2.5916	0.6262	0.6615	2.5716	7.0592	2.8696	1.1862	0.0000
EL609213.1	1.0022	0.1630	0.0000	1.4608	0.0000	0.0000	0.5767	0.1501	2.9071	25.4023	4.8133	7.9404	4.8736	0.6477	0.4383	2.1814	6.0737	0.5578	1.1354	1.1088
EL609215.1	216.2222	209.2822	245.8077	395.8065	216.6501	169.0290	276.6846	275.4855	474.1859	178.3915	831.9456	321.7579	987.7922	515.5407	699.9277	564.3549	205.3256	340.1138	564.2384	553.7956
