pathway_id	pathway_name	source	jumper_idx	laggard_idx	log2_ratio_idx	n_contributing_taxa_jumper	n_contributing_taxa_laggard	top_jumper_taxa	top_laggard_taxa	method_note
map00565	Ether lipid metabolism	KEGG_GENOME	0.00011258670014720188	0.00031179367671109427	-1.4614174283539971	55	67	Klebsiella variicola (1.72e-05); Pectobacterium cacticida (1.19e-05); Pseudoalteromonas phenolica (8.02e-06); Citrobacter koseri (7.25e-06); Ralstonia pickettii (4.06e-06)	Moraxella osloensis (5.68e-05); Cupriavidus necator (2.34e-05); Massilia arenae (1.57e-05); Pseudomonas aeruginosa (1.36e-05); Lysobacter brunescens (1.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00566	Sulfoquinovose metabolism	KEGG_GENOME	0.0002559397668181751	0.0005362092201857888	-1.0640538712870273	69	84	Citrobacter koseri (4.35e-05); Klebsiella variicola (1.72e-05); Leclercia pneumoniae (1.49e-05); Flavobacterium jumunjinense (1.28e-05); Marivita roseacus (1.21e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Roseibium sediminis (2.14e-05); Flavobacterium haoranii (2.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00571	Lipoarabinomannan (LAM) biosynthesis	KEGG_GENOME	4.265964465418651e-05	0.0005580508170602536	-3.6786071349122533	16	53	Arcticibacterium luteifluviistationis (9.68e-06); Kytococcus sedentarius (6.90e-06); Phycisphaera mikurensis (5.31e-06); Emticicia soli (3.16e-06); Mariniblastus fucicola (3.06e-06)	Cutibacterium acnes (3.89e-04); Cutibacterium namnetense (3.84e-05); Janibacter endophyticus (1.44e-05); Mariniblastus fucicola (1.28e-05); Pseudomonas alkylphenolica (8.21e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00572	Arabinogalactan biosynthesis - Mycobacterium	KEGG_GENOME	0.00012798272631577432	0.00025985557695467476	-1.016073408441015	47	35	Pectobacterium cacticida (2.38e-05); Klebsiella variicola (1.72e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06); Citrobacter koseri (7.25e-06)	Cutibacterium acnes (1.30e-04); Exiguobacterium aestuarii (2.19e-05); Pectobacterium cacticida (2.06e-05); Mariniblastus fucicola (1.28e-05); Cutibacterium namnetense (1.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00590	Arachidonic acid metabolism	KEGG_GENOME	0.00011666903974574258	0.0001886035129609702	-0.6882509161566358	51	61	Klebsiella variicola (1.72e-05); Pseudoalteromonas phenolica (1.60e-05); Pectobacterium cacticida (1.19e-05); Citrobacter koseri (7.25e-06); Pseudoalteromonas fenneropenaei (3.34e-06)	Moraxella osloensis (5.68e-05); Mariniblastus fucicola (1.28e-05); Pectobacterium cacticida (1.03e-05); Lysobacter brunescens (8.96e-06); Massilia arenae (7.83e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00591	Linoleic acid metabolism	KEGG_GENOME	8.722480648569651e-05	0.00010593619379882007	-0.277493966951054	44	27	Klebsiella variicola (1.72e-05); Pectobacterium cacticida (1.19e-05); Pseudoalteromonas phenolica (8.02e-06); Citrobacter koseri (7.25e-06); Leclercia pneumoniae (2.48e-06)	Moraxella osloensis (5.68e-05); Pectobacterium cacticida (1.03e-05); Klebsiella variicola (4.77e-06); Lysobacter brunescens (4.48e-06); Moraxella atlantae (3.25e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00592	alpha-Linolenic acid metabolism	KEGG_GENOME	0.00032589671506734827	0.0006097345387045144	-0.9017105560621591	69	101	Klebsiella variicola (5.15e-05); Pseudoalteromonas phenolica (2.41e-05); Citrobacter koseri (2.18e-05); Arcticibacterium luteifluviistationis (1.94e-05); Flavobacterium jumunjinense (1.28e-05)	Moraxella osloensis (1.14e-04); Cupriavidus necator (2.34e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas alkylphenolica (1.64e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00600	Sphingolipid metabolism	KEGG_GENOME	0.00042593828070665855	0.0013583664332140085	-1.670834973615914	63	80	Arcticibacterium luteifluviistationis (5.81e-05); Klebsiella variicola (5.15e-05); Emticicia soli (2.85e-05); Phycisphaera mikurensis (2.66e-05); Mariniblastus fucicola (1.84e-05)	Cutibacterium acnes (7.77e-04); Mariniblastus fucicola (7.71e-05); Cutibacterium namnetense (7.68e-05); Pseudomonas marincola (3.52e-05); Pseudomonas alkylphenolica (3.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00603	Glycosphingolipid biosynthesis - globo and isoglobo series	KEGG_GENOME	0.00018006969360315295	0.0004230733943567332	-1.227768876989575	46	31	Klebsiella variicola (3.43e-05); Arcticibacterium luteifluviistationis (2.90e-05); Emticicia soli (1.90e-05); Pseudoalteromonas phenolica (8.02e-06); Mucilaginibacter koreensis (5.99e-06)	Cutibacterium acnes (2.59e-04); Cutibacterium namnetense (2.56e-05); Exiguobacterium aestuarii (2.19e-05); Aeromonas dhakensis (1.84e-05); Mariniblastus fucicola (1.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00604	Glycosphingolipid biosynthesis - ganglio series	KEGG_GENOME	9.433474747545815e-05	0.000214264513016344	-1.1750364600462044	35	21	Arcticibacterium luteifluviistationis (1.94e-05); Emticicia soli (9.49e-06); Pseudoalteromonas phenolica (8.02e-06); Pontibacter roseus (4.05e-06); Mucilaginibacter koreensis (4.00e-06)	Cutibacterium acnes (1.30e-04); Mariniblastus fucicola (1.28e-05); Cutibacterium namnetense (1.28e-05); Aeromonas dhakensis (1.23e-05); Lysobacter brunescens (8.96e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00620	Pyruvate metabolism	KEGG_GENOME	0.0067821023940394	0.016816911925578958	-1.3099814186839844	79	111	Klebsiella variicola (1.39e-03); Pectobacterium cacticida (5.12e-04); Citrobacter koseri (4.50e-04); Arcticibacterium luteifluviistationis (3.10e-04); Pseudoalteromonas phenolica (3.05e-04)	Cutibacterium acnes (3.11e-03); Moraxella osloensis (1.42e-03); Exiguobacterium aestuarii (7.24e-04); Pseudomonas oryzihabitans (7.08e-04); Pseudomonas alkylphenolica (4.43e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00621	Dioxin degradation	KEGG_GENOME	0.00020848208916132786	0.00037341074836750015	-0.8377949536268594	43	56	Klebsiella variicola (8.59e-05); Pectobacterium cacticida (2.38e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pluralibacter pyrinus (9.62e-06); Ralstonia pickettii (9.47e-06)	Pseudomonas alkylphenolica (4.93e-05); Cupriavidus necator (4.68e-05); Pseudomonas oryzihabitans (2.67e-05); Klebsiella variicola (2.38e-05); Exiguobacterium aestuarii (2.19e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00622	Xylene degradation	KEGG_GENOME	0.00038177178308925266	0.0009088071250912574	-1.2490762509107418	54	92	Klebsiella variicola (1.89e-04); Pectobacterium cacticida (2.38e-05); Ralstonia pickettii (1.89e-05); Pluralibacter pyrinus (1.71e-05); Arcticibacterium luteifluviistationis (9.68e-06)	Pseudomonas alkylphenolica (1.23e-04); Cupriavidus necator (7.80e-05); Klebsiella variicola (5.25e-05); Exiguobacterium aestuarii (4.39e-05); Pseudomonas azotoformans (3.58e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00623	Toluene degradation	KEGG_GENOME	0.00019192026595138168	0.0005826142193076464	-1.5970103297796874	49	81	Klebsiella variicola (8.59e-05); Ralstonia pickettii (2.03e-05); Citrobacter koseri (7.25e-06); Pluralibacter pyrinus (5.34e-06); Marivita roseacus (4.53e-06)	Pseudomonas alkylphenolica (1.48e-04); Cupriavidus necator (7.41e-05); Klebsiella variicola (2.38e-05); Massilia arenae (2.35e-05); Cupriavidus plantarum (2.12e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00624	Polycyclic aromatic hydrocarbon degradation	KEGG_GENOME	0.00010080052590518431	0.00028401779477111244	-1.4853069807127925	28	55	Klebsiella variicola (3.43e-05); Pseudoalteromonas phenolica (8.02e-06); Emticicia soli (6.33e-06); Marivita roseacus (6.03e-06); Kluyvera ascorbata (4.29e-06)	Pseudomonas alkylphenolica (3.28e-05); Pseudomonas oryzihabitans (2.67e-05); Pseudomonas marincola (1.76e-05); Pseudomonas azotoformans (1.43e-05); Stutzerimonas stutzeri (1.33e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00625	Chloroalkane and chloroalkene degradation	KEGG_GENOME	0.0006405629748346751	0.0016237109259478145	-1.340520261698199	75	110	Klebsiella variicola (1.20e-04); Pectobacterium cacticida (5.95e-05); Arcticibacterium luteifluviistationis (2.90e-05); Citrobacter koseri (2.90e-05); Pseudoalteromonas phenolica (2.41e-05)	Exiguobacterium aestuarii (1.54e-04); Pseudomonas oryzihabitans (1.47e-04); Cutibacterium acnes (1.30e-04); Cupriavidus necator (6.24e-05); Moraxella osloensis (5.68e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00626	Naphthalene degradation	KEGG_GENOME	0.0003393865533911001	0.0007431744580585984	-1.128466828370795	65	102	Klebsiella variicola (6.87e-05); Citrobacter koseri (2.90e-05); Pseudoalteromonas phenolica (2.41e-05); Pectobacterium cacticida (2.38e-05); Rahnella inusitata (1.14e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (4.39e-05); Pseudomonas oryzihabitans (4.01e-05); Cupriavidus necator (3.51e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00627	Aminobenzoate degradation	KEGG_GENOME	0.0007315616945289663	0.0020484020519759226	-1.4841808702641186	69	98	Klebsiella variicola (2.40e-04); Citrobacter koseri (5.08e-05); Pectobacterium cacticida (4.76e-05); Pseudoalteromonas phenolica (2.41e-05); Salipiger aestuarii (1.93e-05)	Pseudomonas oryzihabitans (1.60e-04); Cutibacterium acnes (1.30e-04); Cupriavidus necator (1.09e-04); Pseudomonas azotoformans (7.87e-05); Roseibium sediminis (7.50e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00630	Glyoxylate and dicarboxylate metabolism	KEGG_GENOME	0.004576669372237767	0.01507233890394315	-1.7193138531835614	79	111	Klebsiella variicola (7.21e-04); Pectobacterium cacticida (2.86e-04); Citrobacter koseri (2.76e-04); Arcticibacterium luteifluviistationis (2.61e-04); Flavobacterium jumunjinense (2.04e-04)	Cutibacterium acnes (3.24e-03); Moraxella osloensis (8.52e-04); Pseudomonas oryzihabitans (6.94e-04); Pseudomonas alkylphenolica (5.34e-04); Exiguobacterium aestuarii (4.39e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00633	Nitrotoluene degradation	KEGG_GENOME	0.00029782773175754526	0.00037664303441226906	-0.3377091376979966	65	70	Klebsiella variicola (6.87e-05); Citrobacter koseri (3.63e-05); Rahnella inusitata (9.09e-06); Kluyvera ascorbata (8.57e-06); Pseudoalteromonas phenolica (8.02e-06)	Cupriavidus necator (4.68e-05); Mariniblastus fucicola (2.57e-05); Aeromonas dhakensis (2.46e-05); Klebsiella variicola (1.91e-05); Citrobacter freundii (1.75e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00640	Propanoate metabolism	KEGG_GENOME	0.003806118512014558	0.01109044162826072	-1.5426755088838608	79	111	Klebsiella variicola (7.04e-04); Citrobacter koseri (3.12e-04); Pectobacterium cacticida (2.26e-04); Pseudoalteromonas phenolica (2.17e-04); Flavobacterium jumunjinense (1.92e-04)	Cutibacterium acnes (2.59e-03); Exiguobacterium aestuarii (5.92e-04); Moraxella osloensis (5.68e-04); Pseudomonas oryzihabitans (4.41e-04); Flavobacterium haoranii (3.02e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00642	Ethylbenzene degradation	KEGG_GENOME	0.00022642118586142042	0.0005141471657345071	-1.1796179785301288	67	99	Klebsiella variicola (3.43e-05); Pseudoalteromonas phenolica (1.60e-05); Citrobacter koseri (1.45e-05); Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06)	Moraxella osloensis (5.68e-05); Cupriavidus necator (2.73e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas alkylphenolica (1.64e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00643	Styrene degradation	KEGG_GENOME	0.0004478680222783854	0.0016963392339212787	-1.918911707612784	62	100	Klebsiella variicola (1.20e-04); Pseudoalteromonas phenolica (3.21e-05); Flavobacterium jumunjinense (2.56e-05); Ruegeria pomeroyi (1.64e-05); Marivita roseacus (1.51e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (1.14e-04); Pseudomonas oryzihabitans (9.35e-05); Pseudomonas alkylphenolica (9.03e-05); Cupriavidus necator (5.85e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00650	Butanoate metabolism	KEGG_GENOME	0.003979286528888141	0.01020707535029295	-1.358766688512803	79	111	Klebsiella variicola (8.07e-04); Pectobacterium cacticida (3.45e-04); Citrobacter koseri (2.25e-04); Flavobacterium jumunjinense (1.92e-04); Pseudoalteromonas phenolica (1.68e-04)	Cutibacterium acnes (1.55e-03); Moraxella osloensis (7.39e-04); Pseudomonas oryzihabitans (4.81e-04); Exiguobacterium aestuarii (4.61e-04); Pseudomonas alkylphenolica (3.28e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00660	C5-Branched dibasic acid metabolism	KEGG_GENOME	0.0016645092984287598	0.0038565458781102	-1.2117199064825688	79	111	Klebsiella variicola (2.58e-04); Pectobacterium cacticida (1.90e-04); Citrobacter koseri (1.16e-04); Arcticibacterium luteifluviistationis (8.71e-05); Pseudoalteromonas phenolica (7.22e-05)	Cutibacterium acnes (6.48e-04); Moraxella osloensis (3.41e-04); Pectobacterium cacticida (1.64e-04); Pseudomonas oryzihabitans (1.47e-04); Exiguobacterium aestuarii (1.10e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00670	One carbon pool by folate	KEGG_GENOME	0.0029786186021207926	0.009001999287705726	-1.5952780312180088	79	111	Klebsiella variicola (3.95e-04); Flavobacterium jumunjinense (2.17e-04); Pectobacterium cacticida (1.90e-04); Arcticibacterium luteifluviistationis (1.65e-04); Citrobacter koseri (1.60e-04)	Cutibacterium acnes (2.07e-03); Moraxella osloensis (7.39e-04); Exiguobacterium aestuarii (3.95e-04); Flavobacterium haoranii (3.42e-04); Pseudomonas oryzihabitans (3.34e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00680	Methane metabolism	KEGG_GENOME	0.0038274904338148792	0.009190250772562048	-1.2634855486017076	79	111	Klebsiella variicola (5.84e-04); Pectobacterium cacticida (2.50e-04); Citrobacter koseri (2.47e-04); Arcticibacterium luteifluviistationis (1.84e-04); Pseudoalteromonas phenolica (1.44e-04)	Cutibacterium acnes (1.68e-03); Moraxella osloensis (9.09e-04); Exiguobacterium aestuarii (3.95e-04); Mariniblastus fucicola (3.85e-04); Pseudomonas oryzihabitans (3.21e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00710	Carbon fixation by Calvin cycle	KEGG_GENOME	0.0028783783415697083	0.006478831941930302	-1.17019902938773	79	111	Klebsiella variicola (5.15e-04); Flavobacterium jumunjinense (1.92e-04); Pectobacterium cacticida (1.90e-04); Citrobacter koseri (1.81e-04); Pseudoalteromonas phenolica (1.36e-04)	Cutibacterium acnes (1.55e-03); Moraxella osloensis (6.25e-04); Exiguobacterium aestuarii (3.07e-04); Flavobacterium haoranii (3.02e-04); Pseudomonas oryzihabitans (2.27e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00720	Other carbon fixation pathways	KEGG_GENOME	0.004440689447151285	0.012099999638395942	-1.4459457988978714	79	111	Klebsiella variicola (7.04e-04); Pectobacterium cacticida (3.69e-04); Citrobacter koseri (2.83e-04); Flavobacterium jumunjinense (2.56e-04); Arcticibacterium luteifluviistationis (2.03e-04)	Cutibacterium acnes (2.85e-03); Moraxella osloensis (1.02e-03); Exiguobacterium aestuarii (5.05e-04); Flavobacterium haoranii (4.02e-04); Pseudomonas oryzihabitans (4.01e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00730	Thiamine metabolism	KEGG_GENOME	0.0021021365466781707	0.0058768494950923855	-1.4827458981695334	79	111	Klebsiella variicola (3.09e-04); Pectobacterium cacticida (1.78e-04); Flavobacterium jumunjinense (1.53e-04); Citrobacter koseri (1.09e-04); Arcticibacterium luteifluviistationis (1.06e-04)	Cutibacterium acnes (1.55e-03); Moraxella osloensis (5.68e-04); Exiguobacterium aestuarii (3.29e-04); Flavobacterium haoranii (2.41e-04); Mariniblastus fucicola (1.80e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00740	Riboflavin metabolism	KEGG_GENOME	0.0018325006987156048	0.004339847423288537	-1.2433758982698049	79	110	Klebsiella variicola (3.61e-04); Pectobacterium cacticida (1.55e-04); Citrobacter koseri (1.16e-04); Pseudoalteromonas phenolica (9.63e-05); Arcticibacterium luteifluviistationis (6.77e-05)	Cutibacterium acnes (9.07e-04); Moraxella osloensis (3.41e-04); Exiguobacterium aestuarii (1.97e-04); Pseudomonas oryzihabitans (1.60e-04); Pectobacterium cacticida (1.34e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00750	Vitamin B6 metabolism	KEGG_GENOME	0.001219550083665304	0.0030896635455766905	-1.3403851133013756	79	110	Klebsiella variicola (2.06e-04); Pectobacterium cacticida (1.19e-04); Citrobacter koseri (8.70e-05); Pseudoalteromonas phenolica (6.42e-05); Arcticibacterium luteifluviistationis (3.87e-05)	Cutibacterium acnes (7.77e-04); Moraxella osloensis (3.41e-04); Pseudomonas oryzihabitans (1.20e-04); Pectobacterium cacticida (1.03e-04); Exiguobacterium aestuarii (8.78e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00760	Nicotinate and nicotinamide metabolism	KEGG_GENOME	0.0027764705751979744	0.007987701899881424	-1.5241894681610542	79	111	Klebsiella variicola (4.12e-04); Pectobacterium cacticida (2.50e-04); Citrobacter koseri (1.74e-04); Arcticibacterium luteifluviistationis (1.26e-04); Pseudoalteromonas phenolica (1.20e-04)	Cutibacterium acnes (1.81e-03); Moraxella osloensis (7.95e-04); Pseudomonas oryzihabitans (3.34e-04); Exiguobacterium aestuarii (2.63e-04); Pectobacterium cacticida (2.16e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00770	Pantothenate and CoA biosynthesis	KEGG_GENOME	0.0032865939373693358	0.008172889461310303	-1.313990615828546	79	111	Klebsiella variicola (4.29e-04); Pectobacterium cacticida (2.86e-04); Flavobacterium jumunjinense (2.30e-04); Arcticibacterium luteifluviistationis (1.74e-04); Citrobacter koseri (1.74e-04)	Cutibacterium acnes (1.42e-03); Moraxella osloensis (7.95e-04); Flavobacterium haoranii (3.62e-04); Exiguobacterium aestuarii (3.51e-04); Pseudomonas oryzihabitans (2.80e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00780	Biotin metabolism	KEGG_GENOME	0.002439573567106312	0.006221373632821048	-1.3502447864333904	79	111	Klebsiella variicola (3.09e-04); Pectobacterium cacticida (2.26e-04); Flavobacterium jumunjinense (1.53e-04); Pseudoalteromonas phenolica (1.36e-04); Arcticibacterium luteifluviistationis (1.35e-04)	Cutibacterium acnes (1.04e-03); Moraxella osloensis (6.82e-04); Mariniblastus fucicola (2.96e-04); Pseudomonas oryzihabitans (2.67e-04); Flavobacterium haoranii (2.41e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00785	Lipoic acid metabolism	KEGG_GENOME	0.002014874817037612	0.006859204611042014	-1.7668455542564587	79	111	Klebsiella variicola (2.23e-04); Flavobacterium jumunjinense (1.79e-04); Pectobacterium cacticida (1.31e-04); Arcticibacterium luteifluviistationis (1.26e-04); Pseudoalteromonas phenolica (1.04e-04)	Cutibacterium acnes (1.68e-03); Moraxella osloensis (5.68e-04); Exiguobacterium aestuarii (4.83e-04); Flavobacterium haoranii (2.82e-04); Pseudomonas oryzihabitans (2.54e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00790	Folate biosynthesis	KEGG_GENOME	0.003468571469520406	0.010030272138565395	-1.531675186088044	79	111	Klebsiella variicola (4.46e-04); Pectobacterium cacticida (2.74e-04); Arcticibacterium luteifluviistationis (2.23e-04); Pseudoalteromonas phenolica (2.01e-04); Citrobacter koseri (1.96e-04)	Cutibacterium acnes (1.81e-03); Moraxella osloensis (1.31e-03); Exiguobacterium aestuarii (3.73e-04); Pseudomonas oryzihabitans (3.61e-04); Mariniblastus fucicola (3.08e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00791	Atrazine degradation	KEGG_GENOME	0.0004117553017938242	0.0005546376706447454	-0.4288576667247572	48	64	Klebsiella variicola (1.20e-04); Pectobacterium cacticida (7.14e-05); Pseudoalteromonas phenolica (2.41e-05); Citrobacter koseri (2.18e-05); Pantoea dispersa (1.07e-05)	Pectobacterium cacticida (6.17e-05); Stutzerimonas stutzeri (4.65e-05); Pseudomonas oryzihabitans (4.01e-05); Klebsiella variicola (3.34e-05); Pseudomonas viridiflava (2.99e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00830	Retinol metabolism	KEGG_GENOME	0.00019184047250765315	0.0005686942091993592	-1.5627798718282744	63	102	Klebsiella variicola (3.43e-05); Pseudoalteromonas phenolica (1.60e-05); Pectobacterium cacticida (1.19e-05); Citrobacter koseri (7.25e-06); Pseudoalteromonas fenneropenaei (5.01e-06)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Pseudomonas oryzihabitans (4.01e-05); Exiguobacterium aestuarii (2.19e-05); Cupriavidus necator (1.95e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00860	Porphyrin metabolism	KEGG_GENOME	0.0038732947243518808	0.01522095059506703	-1.9741476312236779	79	111	Klebsiella variicola (6.52e-04); Citrobacter koseri (2.76e-04); Flavobacterium jumunjinense (2.43e-04); Pectobacterium cacticida (2.14e-04); Pseudoalteromonas phenolica (2.09e-04)	Cutibacterium acnes (5.31e-03); Moraxella osloensis (8.52e-04); Pseudomonas oryzihabitans (5.34e-04); Cutibacterium namnetense (5.25e-04); Flavobacterium haoranii (3.82e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00900	Terpenoid backbone biosynthesis	KEGG_GENOME	0.002031075974954505	0.005945858483853361	-1.5491734022244859	79	111	Klebsiella variicola (2.75e-04); Pectobacterium cacticida (1.43e-04); Flavobacterium jumunjinense (1.28e-04); Arcticibacterium luteifluviistationis (1.26e-04); Citrobacter koseri (1.09e-04)	Cutibacterium acnes (1.30e-03); Moraxella osloensis (6.25e-04); Exiguobacterium aestuarii (2.63e-04); Pseudomonas oryzihabitans (2.14e-04); Flavobacterium haoranii (2.01e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00901	Indole alkaloid biosynthesis	KEGG_GENOME	1.6962700651176978e-05	7.27758599324222e-06	1.117722273784929	5	6	Arcticibacterium luteifluviistationis (9.68e-06); Emticicia soli (3.16e-06); Marivita roseacus (1.51e-06); Ruegeria pomeroyi (1.49e-06); Mesorhizobium septentrionale (1.12e-06)	Roseibium sediminis (3.57e-06); Gemmata massiliana (8.74e-07); Yersinia ruckeri (8.01e-07); Marivita roseacus (7.91e-07); Pseudomonas putida (6.28e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
