pathway_id	pathway_name	source	jumper_idx	laggard_idx	log2_ratio_idx	n_contributing_taxa_jumper	n_contributing_taxa_laggard	top_jumper_taxa	top_laggard_taxa	method_note
map04910	Insulin signaling pathway	KEGG_GENOME	0.00036316022364797195	0.0007877139536250637	-1.1149288177262888	72	109	Klebsiella variicola (6.87e-05); Arcticibacterium luteifluviistationis (2.90e-05); Pectobacterium cacticida (2.38e-05); Citrobacter koseri (2.18e-05); Pseudoalteromonas phenolica (1.60e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (4.39e-05); Pseudomonas oryzihabitans (2.67e-05); Pectobacterium cacticida (2.06e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04912	GnRH signaling pathway	KEGG_GENOME	0.0	5.570140038890719e-06	-2.7159241211199094	0	3		Cupriavidus necator (3.90e-06); Cupriavidus plantarum (1.11e-06); Cupriavidus yeoncheonensis (5.57e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04914	Progesterone-mediated oocyte maturation	KEGG_GENOME	0.0001476727148522003	0.0003130870942076532	-1.079024762887143	69	97	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06)	Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05); Pectobacterium cacticida (1.03e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04915	Estrogen signaling pathway	KEGG_GENOME	0.0001476727148522003	0.0003130870942076532	-1.079024762887143	69	97	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06)	Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05); Pectobacterium cacticida (1.03e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04916	Melanogenesis	KEGG_GENOME	3.090553435709707e-06	8.924608361963844e-06	-1.2787141254357168	3	3	Ruegeria pomeroyi (1.49e-06); Dyadobacter sediminis (8.47e-07); Pseudoalteromonas luteoviolacea (7.48e-07)	Lysobacter brunescens (4.48e-06); Roseibium sediminis (3.57e-06); Gemmata massiliana (8.74e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04917	Prolactin signaling pathway	KEGG_GENOME	8.694583410705669e-05	8.444656398822281e-05	0.04159276168052299	42	28	Klebsiella variicola (1.72e-05); Pectobacterium cacticida (1.19e-05); Pseudoalteromonas phenolica (8.02e-06); Citrobacter koseri (7.25e-06); Mariniblastus fucicola (3.06e-06)	Exiguobacterium aestuarii (2.19e-05); Mariniblastus fucicola (1.28e-05); Pectobacterium cacticida (1.03e-05); Aeromonas dhakensis (6.14e-06); Klebsiella variicola (4.77e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04918	Thyroid hormone synthesis	KEGG_GENOME	0.0003532063964288611	0.0007908824959002542	-1.1606961055574954	77	108	Klebsiella variicola (5.15e-05); Pseudoalteromonas phenolica (3.21e-05); Pectobacterium cacticida (2.38e-05); Arcticibacterium luteifluviistationis (1.94e-05); Citrobacter koseri (1.45e-05)	Exiguobacterium aestuarii (6.58e-05); Moraxella osloensis (5.68e-05); Pseudomonas oryzihabitans (4.01e-05); Mariniblastus fucicola (3.85e-05); Pseudomonas alkylphenolica (3.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04919	Thyroid hormone signaling pathway	KEGG_GENOME	0.0001710048365898639	0.00037566884351651885	-1.1308475719531121	56	74	Klebsiella variicola (3.43e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06)	Cutibacterium acnes (1.30e-04); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Cupriavidus necator (1.56e-05); Cutibacterium namnetense (1.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04920	Adipocytokine signaling pathway	KEGG_GENOME	0.00024843980423458473	0.0011550030626919633	-2.212381614086651	73	108	Arcticibacterium luteifluviistationis (2.90e-05); Pectobacterium cacticida (2.38e-05); Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Emticicia soli (1.27e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.70e-04); Exiguobacterium aestuarii (4.39e-05); Massilia arenae (3.91e-05); Cupriavidus necator (3.90e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04922	Glucagon signaling pathway	KEGG_GENOME	0.0009712698361391391	0.002716832343730756	-1.4830277938336862	79	110	Klebsiella variicola (1.72e-04); Pectobacterium cacticida (7.14e-05); Citrobacter koseri (6.53e-05); Flavobacterium jumunjinense (6.39e-05); Arcticibacterium luteifluviistationis (5.81e-05)	Cutibacterium acnes (1.04e-03); Exiguobacterium aestuarii (1.76e-04); Moraxella osloensis (1.70e-04); Cutibacterium namnetense (1.02e-04); Flavobacterium haoranii (1.01e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04923	Regulation of lipolysis in adipocytes	KEGG_GENOME	8.343094754195741e-07	4.548862056667904e-07	0.3343307469321713	1	1	Sphingomonas koreensis (8.34e-07)	Paraburkholderia pallida (4.55e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04924	Renin secretion	KEGG_GENOME	1.3533158167057502e-05	3.50807968936105e-05	-1.3118829570637776	7	15	Pseudoalteromonas phenolica (8.02e-06); Pelagerythrobacter marensis (1.21e-06); Pontibacter roseus (1.01e-06); Thalassotalea marina (9.21e-07); Sphingomonas koreensis (8.34e-07)	Massilia arenae (7.83e-06); Massilia terrae (5.69e-06); Lysobacter brunescens (4.48e-06); Massilia niastensis (4.27e-06); Massilia agri (2.85e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04926	Relaxin signaling pathway	KEGG_GENOME	0.0	9.410241353870245e-07	-0.9568180571482727	0	1		Anatilimnocola aggregata (9.41e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04928	Parathyroid hormone synthesis, secretion and action	KEGG_GENOME	1.2732606220386876e-05	2.4013671103196457e-05	-0.8651113575598943	7	8	Pseudoalteromonas phenolica (8.02e-06); Cyclobacterium qasimii (9.68e-07); Shewanella litorisediminis (7.86e-07); Pseudoalteromonas luteoviolacea (7.48e-07); Vibrio cholerae (7.47e-07)	Stutzerimonas stutzeri (6.64e-06); Aeromonas dhakensis (6.14e-06); Aeromonas lusitana (4.05e-06); Cupriavidus necator (3.90e-06); Cupriavidus plantarum (1.11e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04930	Type II diabetes mellitus	KEGG_GENOME	0.00023270209206734243	0.0005794715399831687	-1.3125546857605495	77	105	Klebsiella variicola (3.43e-05); Pectobacterium cacticida (2.38e-05); Citrobacter koseri (1.45e-05); Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06)	Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (2.67e-05); Exiguobacterium aestuarii (2.19e-05); Pectobacterium cacticida (2.06e-05); Flavobacterium haoranii (2.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04931	Insulin resistance	KEGG_GENOME	0.0003766373298814203	0.0010558557935674987	-1.4847052475999232	79	110	Klebsiella variicola (6.87e-05); Pectobacterium cacticida (2.38e-05); Citrobacter koseri (2.18e-05); Arcticibacterium luteifluviistationis (1.94e-05); Pseudoalteromonas phenolica (1.60e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (4.39e-05); Pseudomonas oryzihabitans (4.01e-05); Mariniblastus fucicola (2.57e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04932	Non-alcoholic fatty liver disease	KEGG_GENOME	0.0002860230997465392	0.001008353128538013	-1.8141922432642315	46	79	Pseudoalteromonas phenolica (3.21e-05); Arcticibacterium luteifluviistationis (2.90e-05); Citrobacter koseri (2.18e-05); Emticicia soli (1.58e-05); Ruegeria pomeroyi (1.49e-05)	Moraxella osloensis (1.70e-04); Massilia arenae (7.83e-05); Massilia terrae (5.69e-05); Pseudomonas oryzihabitans (5.34e-05); Massilia niastensis (4.27e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04933	AGE-RAGE signaling pathway in diabetic complications	KEGG_GENOME	0.0	9.410241353870245e-07	-0.9568180571482727	0	1		Anatilimnocola aggregata (9.41e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04934	Cushing syndrome	KEGG_GENOME	0.00015475417634866126	0.0005385440207513187	-1.7924698244913637	73	109	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Pseudomonas azotoformans (2.15e-05); Flavobacterium haoranii (2.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04936	Alcoholic liver disease	KEGG_GENOME	0.00036395735259431836	0.001301185247580807	-1.8351349078843204	75	107	Arcticibacterium luteifluviistationis (4.84e-05); Ruegeria pomeroyi (1.79e-05); Klebsiella variicola (1.72e-05); Marivita roseacus (1.66e-05); Pseudoalteromonas phenolica (1.60e-05)	Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (8.78e-05); Cupriavidus necator (8.58e-05); Pseudomonas oryzihabitans (5.34e-05); Pseudomonas alkylphenolica (4.93e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04940	Type I diabetes mellitus	KEGG_GENOME	0.00018884342221986463	0.0006756606949318414	-1.8336225767363454	79	111	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Mariniblastus fucicola (9.18e-06)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (5.68e-05); Mariniblastus fucicola (3.85e-05); Cutibacterium namnetense (2.56e-05); Exiguobacterium aestuarii (2.19e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04964	Proximal tubule bicarbonate reclamation	KEGG_GENOME	0.00015822348021463068	0.00034946155047941164	-1.1382030717336473	64	92	Klebsiella variicola (5.15e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06); Citrobacter koseri (7.25e-06); Phycisphaera mikurensis (5.31e-06)	Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Massilia arenae (1.57e-05); Klebsiella variicola (1.43e-05); Pseudomonas oryzihabitans (1.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04970	Salivary secretion	KEGG_GENOME	0.00012187019821177974	0.0002037732172663365	-0.736891997559825	44	37	Klebsiella variicola (3.43e-05); Citrobacter koseri (1.45e-05); Pseudoalteromonas phenolica (8.02e-06); Leclercia pneumoniae (4.96e-06); Rahnella inusitata (4.55e-06)	Exiguobacterium aestuarii (4.39e-05); Massilia arenae (1.57e-05); Mariniblastus fucicola (1.28e-05); Aeromonas dhakensis (1.23e-05); Aeromonas lusitana (1.21e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04972	Pancreatic secretion	KEGG_GENOME	0.00012187019821177974	0.0002037732172663365	-0.736891997559825	44	37	Klebsiella variicola (3.43e-05); Citrobacter koseri (1.45e-05); Pseudoalteromonas phenolica (8.02e-06); Leclercia pneumoniae (4.96e-06); Rahnella inusitata (4.55e-06)	Exiguobacterium aestuarii (4.39e-05); Massilia arenae (1.57e-05); Mariniblastus fucicola (1.28e-05); Aeromonas dhakensis (1.23e-05); Aeromonas lusitana (1.21e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04973	Carbohydrate digestion and absorption	KEGG_GENOME	0.00011784038083117959	0.00019092379324176837	-0.6915084434041806	42	36	Klebsiella variicola (3.43e-05); Citrobacter koseri (1.45e-05); Pseudoalteromonas phenolica (8.02e-06); Leclercia pneumoniae (4.96e-06); Rahnella inusitata (4.55e-06)	Exiguobacterium aestuarii (4.39e-05); Massilia arenae (1.57e-05); Aeromonas dhakensis (1.23e-05); Aeromonas lusitana (1.21e-05); Massilia terrae (1.14e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04974	Protein digestion and absorption	KEGG_GENOME	9.394556648671028e-05	0.00012132834809572277	-0.3655862295485617	24	27	Flavobacterium jumunjinense (2.56e-05); Arcticibacterium luteifluviistationis (9.68e-06); Flavobacterium haoranii (9.58e-06); Pseudoalteromonas phenolica (8.02e-06); Flavobacterium silvisoli (6.39e-06)	Flavobacterium haoranii (4.02e-05); Mariniblastus fucicola (1.28e-05); Massilia arenae (7.83e-06); Massilia terrae (5.69e-06); Brevundimonas aurantiaca (5.68e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04975	Fat digestion and absorption	KEGG_GENOME	0.00028255536561848366	0.0008730226446635203	-1.6240402021819569	64	101	Klebsiella variicola (5.15e-05); Flavobacterium jumunjinense (2.56e-05); Arcticibacterium luteifluviistationis (1.94e-05); Citrobacter koseri (1.45e-05); Pectobacterium cacticida (1.19e-05)	Moraxella osloensis (5.68e-05); Cupriavidus necator (5.07e-05); Pseudomonas azotoformans (4.29e-05); Pseudomonas alkylphenolica (4.11e-05); Flavobacterium haoranii (4.02e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04976	Bile secretion	KEGG_GENOME	3.5139601486669508e-06	7.367899095148313e-07	1.3779704325539355	4	1	Thiomicrorhabdus heinhorstiae (1.31e-06); Vibrio cholerae (7.47e-07); Vibrio litoralis (7.47e-07); Vibrio pelagius (7.12e-07)	Moritella profunda (7.37e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04977	Vitamin digestion and absorption	KEGG_GENOME	8.72655175543315e-07	0.0	0.9050852709997209	1	0	Runella soli (8.73e-07)		Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04978	Mineral absorption	KEGG_GENOME	0.00022598778404899923	0.001002047371196447	-2.143703179868676	74	109	Arcticibacterium luteifluviistationis (2.90e-05); Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Ralstonia pickettii (9.47e-06)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (4.39e-05); Stutzerimonas stutzeri (3.98e-05); Pseudomonas azotoformans (2.86e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04979	Cholesterol metabolism	KEGG_GENOME	3.964832824537913e-05	8.721228588259253e-05	-1.1177835836162426	10	23	Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06); Flavobacterium haoranii (4.79e-06); Flavobacterium silvisoli (3.19e-06); Mariniblastus fucicola (3.06e-06)	Flavobacterium haoranii (2.01e-05); Mariniblastus fucicola (1.28e-05); Brevundimonas aurantiaca (1.14e-05); Pseudomonas azotoformans (7.15e-06); Anatilimnocola aggregata (5.65e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04980	Cobalamin transport and metabolism	KEGG_GENOME	0.00032191986787800497	0.0011946528592437658	-1.8885504727503741	75	105	Flavobacterium jumunjinense (5.11e-05); Arcticibacterium luteifluviistationis (1.94e-05); Flavobacterium haoranii (1.92e-05); Klebsiella variicola (1.72e-05); Pseudoalteromonas phenolica (1.60e-05)	Cutibacterium acnes (5.18e-04); Flavobacterium haoranii (8.04e-05); Cutibacterium namnetense (5.12e-05); Roseibium sediminis (2.86e-05); Brevundimonas aurantiaca (2.84e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04981	Folate transport and metabolism	KEGG_GENOME	0.0008336433235023496	0.0022849995195827416	-1.4535933872999764	79	111	Klebsiella variicola (1.03e-04); Pectobacterium cacticida (7.14e-05); Flavobacterium jumunjinense (5.11e-05); Arcticibacterium luteifluviistationis (4.84e-05); Pseudoalteromonas phenolica (4.81e-05)	Cutibacterium acnes (5.18e-04); Moraxella osloensis (2.27e-04); Exiguobacterium aestuarii (1.10e-04); Flavobacterium haoranii (8.04e-05); Pseudomonas oryzihabitans (8.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05010	Alzheimer disease	KEGG_GENOME	0.0006172846688053763	0.00175817154070386	-1.508553032447488	79	111	Pseudoalteromonas phenolica (5.62e-05); Klebsiella variicola (5.15e-05); Flavobacterium jumunjinense (5.11e-05); Citrobacter koseri (4.35e-05); Arcticibacterium luteifluviistationis (3.87e-05)	Moraxella osloensis (2.84e-04); Cutibacterium acnes (1.30e-04); Massilia arenae (8.61e-05); Flavobacterium haoranii (8.04e-05); Pseudomonas oryzihabitans (8.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05012	Parkinson disease	KEGG_GENOME	0.000738264484758012	0.002315490026251629	-1.6477779596583133	78	111	Arcticibacterium luteifluviistationis (9.68e-05); Flavobacterium jumunjinense (7.67e-05); Pseudoalteromonas phenolica (4.81e-05); Citrobacter koseri (3.63e-05); Emticicia soli (3.48e-05)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (2.27e-04); Flavobacterium haoranii (1.21e-04); Pseudomonas oryzihabitans (1.07e-04); Massilia arenae (1.02e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05014	Amyotrophic lateral sclerosis	KEGG_GENOME	0.0007230728698798393	0.002299050796822923	-1.6674589226325764	77	111	Klebsiella variicola (6.87e-05); Arcticibacterium luteifluviistationis (5.81e-05); Pseudoalteromonas phenolica (5.62e-05); Citrobacter koseri (4.35e-05); Flavobacterium jumunjinense (3.83e-05)	Moraxella osloensis (2.27e-04); Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.20e-04); Massilia arenae (1.17e-04); Pseudomonas azotoformans (1.00e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05016	Huntington disease	KEGG_GENOME	0.0008037445287797694	0.0021972025323566996	-1.4497215473611302	78	111	Klebsiella variicola (8.59e-05); Pseudoalteromonas phenolica (6.42e-05); Arcticibacterium luteifluviistationis (5.81e-05); Flavobacterium jumunjinense (5.11e-05); Citrobacter koseri (5.08e-05)	Moraxella osloensis (2.27e-04); Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.07e-04); Massilia arenae (1.02e-04); Flavobacterium haoranii (8.04e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05017	Spinocerebellar ataxia	KEGG_GENOME	0.00014802371020957656	0.00038109986310061114	-1.3584078538723274	29	66	Arcticibacterium luteifluviistationis (2.90e-05); Emticicia soli (1.90e-05); Flavobacterium jumunjinense (1.28e-05); Ruegeria pomeroyi (1.05e-05); Pseudoalteromonas phenolica (8.02e-06)	Massilia arenae (5.48e-05); Massilia terrae (3.99e-05); Massilia niastensis (2.99e-05); Flavobacterium haoranii (2.01e-05); Massilia agri (1.99e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05020	Prion disease	KEGG_GENOME	0.00037129643923764497	0.0011213756174851457	-1.5920318502984518	66	92	Arcticibacterium luteifluviistationis (3.87e-05); Pseudoalteromonas phenolica (3.21e-05); Citrobacter koseri (2.90e-05); Flavobacterium jumunjinense (2.56e-05); Klebsiella variicola (1.72e-05)	Moraxella osloensis (1.70e-04); Massilia arenae (7.83e-05); Pseudomonas oryzihabitans (6.68e-05); Massilia terrae (5.69e-05); Pseudomonas azotoformans (4.29e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05022	Pathways of neurodegeneration - multiple diseases	KEGG_GENOME	0.0007230728698798393	0.002299050796822923	-1.6674589226325764	77	111	Klebsiella variicola (6.87e-05); Arcticibacterium luteifluviistationis (5.81e-05); Pseudoalteromonas phenolica (5.62e-05); Citrobacter koseri (4.35e-05); Flavobacterium jumunjinense (3.83e-05)	Moraxella osloensis (2.27e-04); Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.20e-04); Massilia arenae (1.17e-04); Pseudomonas azotoformans (1.00e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05030	Cocaine addiction	KEGG_GENOME	3.04644769333446e-05	0.0002594433525031947	-3.0491737497339453	15	51	Arcticibacterium luteifluviistationis (9.68e-06); Emticicia soli (6.33e-06); Dyadobacter sediminis (1.69e-06); Mesorhizobium septentrionale (1.68e-06); Marivita roseacus (1.51e-06)	Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.34e-05); Cutibacterium namnetense (1.28e-05); Pseudomonas alkylphenolica (8.21e-06); Cupriavidus necator (7.80e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05031	Amphetamine addiction	KEGG_GENOME	3.04644769333446e-05	0.0002594433525031947	-3.0491737497339453	15	51	Arcticibacterium luteifluviistationis (9.68e-06); Emticicia soli (6.33e-06); Dyadobacter sediminis (1.69e-06); Mesorhizobium septentrionale (1.68e-06); Marivita roseacus (1.51e-06)	Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.34e-05); Cutibacterium namnetense (1.28e-05); Pseudomonas alkylphenolica (8.21e-06); Cupriavidus necator (7.80e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05034	Alcoholism	KEGG_GENOME	3.04644769333446e-05	0.0002612582741076873	-3.059192424969235	15	51	Arcticibacterium luteifluviistationis (9.68e-06); Emticicia soli (6.33e-06); Dyadobacter sediminis (1.69e-06); Mesorhizobium septentrionale (1.68e-06); Marivita roseacus (1.51e-06)	Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.34e-05); Cutibacterium namnetense (1.28e-05); Pseudomonas alkylphenolica (8.21e-06); Cupriavidus necator (7.80e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05100	Bacterial invasion of epithelial cells	KEGG_GENOME	4.105360534340366e-05	3.3577094122643355e-05	0.28241286182406694	14	12	Erwinia piriflorinigrans (1.37e-05); Rahnella inusitata (6.82e-06); Proteus faecis (6.63e-06); Kluyvera georgiana (2.36e-06); Providencia stuartii (2.12e-06)	Providencia stuartii (6.67e-06); Erwinia piriflorinigrans (4.78e-06); Methylovulum psychrotolerans (4.05e-06); Aeromonas lusitana (4.05e-06); Pseudomonas bijieensis (3.48e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map05110	Vibrio cholerae infection	KEGG_GENOME	7.053040930352696e-05	0.00016712661913675898	-1.232919559659311	22	47	Vibrio cholerae (1.12e-05); Vibrio litoralis (1.12e-05); Rahnella inusitata (9.09e-06); Pseudoalteromonas phenolica (8.02e-06); Ralstonia pickettii (5.41e-06)	Aeromonas dhakensis (3.69e-05); Aeromonas lusitana (1.62e-05); Mariniblastus fucicola (1.28e-05); Citrobacter freundii (1.09e-05); Lysobacter brunescens (8.96e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
