ko	ko_name	jumper_idx	laggard_idx	log2_ratio_idx	source
ko:K00354		2.5925165293794503e-06	8.73860458984531e-05	-4.620751919857096	KEGG_GENOME
ko:K00355		6.847342915190698e-05	0.0002577101712805651	-1.8968035607421756	KEGG_GENOME
ko:K00359		4.02431322925023e-06	2.4084800151870866e-05	-2.3198151306894648	KEGG_GENOME
ko:K00360		0.0	2.3951263968077757e-06	-1.7634652854135529	KEGG_GENOME
ko:K00361		5.510706655496787e-05	2.4901692526553343e-05	1.1151361135627995	KEGG_GENOME
ko:K00362		8.339696456630325e-05	0.0001428150217058306	-0.768951358624884	KEGG_GENOME
ko:K00363		8.221699014814864e-05	0.0001354450843906751	-0.713370406598563	KEGG_GENOME
ko:K00364		7.833043802312301e-05	7.097871872066e-05	0.14030409349784576	KEGG_GENOME
ko:K00365		5.718218152164403e-06	1.6061474743456797e-05	-1.34459180609267	KEGG_GENOME
ko:K00366		2.6568187252583753e-06	1.8153089703919903e-06	0.3772958498281768	KEGG_GENOME
ko:K00367		1.5023452092008464e-05	7.367899095148313e-07	3.205689841042039	KEGG_GENOME
ko:K00368		1.0546932320541468e-05	0.0002416692528533884	-4.393409798821966	KEGG_GENOME
ko:K00370		8.413053406523115e-05	0.0003386635929673675	-1.9963580041257392	KEGG_GENOME
ko:K00371		8.46853449412997e-05	0.0003399064326572044	-1.992255440880459	KEGG_GENOME
ko:K00372		6.120384856792421e-05	0.00012141081126939233	-0.9766552337147824	KEGG_GENOME
ko:K00373		8.46853449412997e-05	0.00033912929058164444	-1.9889628690905605	KEGG_GENOME
ko:K00374		8.46853449412997e-05	0.0003399064326572044	-1.992255440880459	KEGG_GENOME
ko:K00375		0.0002291877156397696	0.0006420368083372542	-1.4820904781815802	KEGG_GENOME
ko:K00376		1.9746655323977013e-05	7.723140600543234e-05	-1.9148691230325166	KEGG_GENOME
ko:K00380		0.0001395593731592278	0.00023346436725738318	-0.7381890230871597	KEGG_GENOME
ko:K00381		0.00011180071879776149	0.00028992268243663397	-1.366859522741459	KEGG_GENOME
ko:K00382		0.00026202125903096874	0.0008239209654115953	-1.6490764913633296	KEGG_GENOME
ko:K00383		0.00011169015278405626	0.0002684140096618984	-1.257463419767935	KEGG_GENOME
ko:K00384		0.00021696620618105684	0.0005678553560558603	-1.3839573876611608	KEGG_GENOME
ko:K00385		0.0	4.0473048996673115e-06	-2.3355132401833156	KEGG_GENOME
ko:K00387		3.1627020439489074e-06	9.410241353870245e-07	1.1007022404360074	KEGG_GENOME
ko:K00389		7.551230797312047e-05	5.430902539418073e-05	0.4681769218248574	KEGG_GENOME
ko:K00390		0.0001296382870922746	0.0002666529138344949	-1.0347855790490592	KEGG_GENOME
ko:K00392		2.060119115425106e-05	1.8981783740666817e-05	0.11242549322880747	KEGG_GENOME
ko:K00404		7.340203272532936e-05	0.00036109629204630775	-2.2829594607320955	KEGG_GENOME
