gene	module
GH625002.1	M4
GH625003.1	M4
GH625005.1	M4
GH625007.1	M4
GH625008.1	M4
GH625011.1	M1
GH625012.1	M1
GH625015.1	M4
GH625019.1	M1
GH625020.1	M3
GH625021.1	M2
GH625022.1	M2
GH625110.1	M9
GH625111.1	M1
GH625112.1	M19
GH625113.1	M3
GH625114.1	M19
GH625115.1	M16
GH625116.1	M19
GH625118.1	M19
GH625120.1	M19
GH625121.1	M0
GH625124.1	M19
GH625125.1	M5
GH625127.1	M19
GH625132.1	M2
GH625133.1	M9
GH625134.1	M19
GH625135.1	M8
GH625137.1	M5
GH625138.1	M19
GH625142.1	M2
GH625163.1	M1
GH625164.1	M2
GH625168.1	M3
GH625169.1	M4
GH625170.1	M4
GH625171.1	M4
GH625173.1	M4
GH625174.1	M1
GH625178.1	M1
GH625179.1	M6
GH625180.1	M1
GH625181.1	M3
GH625182.1	M4
GH625186.1	M1
GH625187.1	M1
GH625188.1	M1
GH625194.1	M1
GH625195.1	M1
GH625196.1	M1
GH625197.1	M1
GH625201.1	M4
GH625202.1	M4
GH625203.1	M4
GH625204.1	M16
GH625206.1	M4
GH625208.1	M4
GH625224.1	M16
GH625225.1	M3
GH625228.1	M4
GH625232.1	M1
GH625233.1	M1
GH625236.1	M6
GH625238.1	M1
GH625239.1	M0
GH625240.1	M2
GH625241.1	M1
GH625243.1	M6
GH625244.1	M9
GH625245.1	M4
GH625246.1	M4
GH625253.1	M3
GH625254.1	M1
GH625255.1	M1
GH625257.1	M7
GH625261.1	M17
GH625262.1	M3
GH625263.1	M4
GH625264.1	M3
GH625266.1	M16
GH625268.1	M4
GH625276.1	M1
GH625281.1	M1
GH625282.1	M1
GH625285.1	M4
GH625290.1	M4
GH625293.1	M1
GH625294.1	M1
GH625296.1	M6
GH625298.1	M3
GH625300.1	M4
GH625301.1	M1
GH625303.1	M2
GH625308.1	M16
GH625309.1	M3
GH625310.1	M4
GH625312.1	M5
GH625313.1	M0
GH625315.1	M4
GH625317.1	M16
GH625320.1	M4
GH625321.1	M1
GH625322.1	M4
GH625323.1	M1
GH625325.1	M1
GH625326.1	M1
GH625333.1	M9
GH625334.1	M9
GH625338.1	M1
GH625340.1	M5
GH625341.1	M1
GH625344.1	M4
GH625346.1	M16
GH625353.1	M4
GH625360.1	M4
GH625362.1	M5
GH625363.1	M12
GH625364.1	M5
GH625366.1	M4
GH625368.1	M3
GH625374.1	M3
GH625375.1	M1
GH625377.1	M1
GH625383.1	M1
GH625384.1	M9
GH625386.1	M1
GH625387.1	M9
GH625389.1	M1
GH625391.1	M5
GH625392.1	M3
GH625393.1	M4
GH625398.1	M4
GH625399.1	M4
GH625400.1	M2
GH625401.1	M2
GH625402.1	M4
GH625404.1	M4
GH625409.1	M4
GH625416.1	M2
GH625429.1	M3
GH625430.1	M3
GH625431.1	M3
GH625433.1	M3
GH625435.1	M9
GH625436.1	M9
GH625437.1	M14
GH625441.1	M1
GH625442.1	M1
GH625449.1	M1
GH625461.1	M4
GH625462.1	M1
GH625463.1	M2
GH625464.1	M6
GH625465.1	M6
GH625466.1	M4
GH625467.1	M1
GH625471.1	M2
GH625479.1	M2
GH625481.1	M2
GH625482.1	M12
GH625491.1	M12
GH625492.1	M2
GH625497.1	M2
GH625499.1	M5
GH625502.1	M9
GH625503.1	M9
GH625507.1	M4
GH625510.1	M3
GH625512.1	M1
GH625513.1	M6
GH625516.1	M4
GH625519.1	M0
GH625520.1	M6
GH625525.1	M1
GH625527.1	M9
GH625529.1	M7
GH625530.1	M5
GH625535.1	M1
GH625537.1	M5
GH625538.1	M2
GH625541.1	M3
GH625542.1	M1
GH625546.1	M8
GH625550.1	M1
GH625553.1	M1
GH625555.1	M5
GH625556.1	M9
GH625558.1	M2
GH625559.1	M7
GH625560.1	M3
GH625563.1	M1
GH625565.1	M1
GH625566.1	M2
GH625567.1	M6
GH625569.1	M4
GH625571.1	M4
GH625576.1	M0
GH625577.1	M1
GH625578.1	M13
GH625579.1	M1
GH625580.1	M1
GH625581.1	M4
GH625584.1	M1
GH625588.1	M2
GH625590.1	M3
GH625591.1	M9
GH625593.1	M13
GH625594.1	M15
GH625597.1	M1
GH625599.1	M4
GH625600.1	M3
GH625604.1	M0
GH625606.1	M2
GH625607.1	M15
GH625611.1	M1
GH625613.1	M5
GH625615.1	M1
GH625616.1	M9
GH625618.1	M2
GH625621.1	M1
GH625622.1	M7
GH625624.1	M1
GH625625.1	M3
GH625626.1	M19
GH625627.1	M5
GH625629.1	M4
GH625630.1	M18
GH625631.1	M4
GH625632.1	M1
GH625633.1	M2
GH625634.1	M7
GH625636.1	M4
GH625637.1	M2
GH625639.1	M4
GH625641.1	M4
GH625643.1	M3
GH625645.1	M4
GH625647.1	M3
GH625650.1	M2
GH625651.1	M4
GH625652.1	M4
GH625657.1	M4
GH625658.1	M1
GH625659.1	M4
GH625660.1	M1
GH625661.1	M15
GH625663.1	M3
GH625671.1	M3
GH625672.1	M3
GH625673.1	M1
GH625676.1	M2
GH625678.1	M2
GH625682.1	M3
GH625685.1	M1
GH625687.1	M4
GH625688.1	M4
GH625689.1	M5
GH625690.1	M4
GH625692.1	M2
GH625693.1	M1
GH625694.1	M3
GH625695.1	M0
GH625696.1	M1
GH625697.1	M2
GH625699.1	M3
GH625701.1	M1
GH625702.1	M1
GH625703.1	M1
GH625704.1	M4
GH625705.1	M3
GH625706.1	M1
GH625707.1	M5
GH625709.1	M2
GH625711.1	M4
GH625712.1	M4
GH625714.1	M4
GH625715.1	M1
GH625718.1	M3
GH625719.1	M3
GH625721.1	M1
GH625723.1	M3
GH625725.1	M1
GH625727.1	M1
GH625729.1	M4
GH625730.1	M3
GH625732.1	M1
GH625736.1	M3
GH625737.1	M2
GH625738.1	M1
GH625740.1	M1
GH625741.1	M1
GH625743.1	M1
GH625746.1	M1
GH625749.1	M13
GH625750.1	M1
GH625751.1	M7
GH625752.1	M1
GH625753.1	M1
GH625755.1	M12
GH625756.1	M2
GH625758.1	M1
GH625760.1	M16
GH625761.1	M4
GH625762.1	M3
GH625763.1	M1
GH625764.1	M1
GH625765.1	M0
GH625766.1	M1
GH625776.1	M4
GH625781.1	M4
GH625782.1	M1
GH625785.1	M1
GH625787.1	M4
GH625788.1	M3
GH625790.1	M1
GH625791.1	M3
GH625792.1	M1
GH625794.1	M1
GH625799.1	M4
GH625801.1	M4
GH625803.1	M4
GH625807.1	M1
GH625809.1	M4
GH625813.1	M1
GH625815.1	M4
GH625827.1	M3
GH625833.1	M3
GH625837.1	M3
GH625839.1	M2
GH625840.1	M1
GH625843.1	M4
GH625848.1	M4
GH625854.1	M3
GH625856.1	M1
GH625857.1	M1
GH625860.1	M2
GH625864.1	M1
GH625869.1	M3
GH625870.1	M1
GH625872.1	M1
GH625873.1	M6
GH625876.1	M1
GH625884.1	M1
GH625885.1	M3
GH625886.1	M4
GH625887.1	M1
GH625888.1	M1
GH625889.1	M1
GH625892.1	M2
GH625894.1	M0
GH625895.1	M1
GH625896.1	M1
GH625898.1	M0
GH625899.1	M8
GH625900.1	M2
GH625901.1	M6
GH625902.1	M2
GH625904.1	M1
GH625905.1	M4
GH625907.1	M1
GH625910.1	M0
GH625911.1	M2
GH625912.1	M1
GH625913.1	M17
GH625914.1	M3
GH625916.1	M1
GH625919.1	M2
GH625921.1	M1
GH625922.1	M1
GH625923.1	M1
GH625926.1	M4
GH625927.1	M3
GH625929.1	M1
GH625932.1	M10
GH625933.1	M5
GH625935.1	M0
GH625936.1	M3
GH625937.1	M5
GH625938.1	M5
GH625940.1	M1
GH625941.1	M3
GH625942.1	M1
GH625943.1	M2
GH625944.1	M3
GH625946.1	M1
GH625952.1	M6
GH625953.1	M3
GH625954.1	M7
GH625955.1	M1
GH625956.1	M1
GH625957.1	M3
GH625961.1	M1
GH625963.1	M4
GH625964.1	M3
GH625965.1	M1
GH625966.1	M9
GH625972.1	M2
GH625973.1	M1
GH625974.1	M6
GH625975.1	M2
GH625976.1	M1
GH625978.1	M2
GH625981.1	M3
GH625983.1	M7
GH625984.1	M1
GH625987.1	M3
GH625990.1	M1
GH625997.1	M6
GH625998.1	M6
GH625999.1	M1
GH626001.1	M1
GH626006.1	M3
GH626008.1	M1
GH626010.1	M4
GH626013.1	M3
GH626015.1	M1
GH626016.1	M5
GH626017.1	M14
GH626018.1	M4
GH626019.1	M7
GH626020.1	M1
GH626024.1	M1
GH626025.1	M1
GH626028.1	M1
GH626029.1	M2
GH626030.1	M1
GH626034.1	M2
GH626036.1	M4
GH626037.1	M2
GH626038.1	M0
GH626039.1	M5
GH626040.1	M4
GH626041.1	M5
GH626044.1	M4
GH626045.1	M1
GH626050.1	M1
GH626053.1	M5
GH626055.1	M4
GH626058.1	M4
GH626059.1	M1
GH626060.1	M8
GH626064.1	M9
GH626066.1	M2
GH626067.1	M1
GH626070.1	M4
GH626071.1	M6
GH626073.1	M4
GH626077.1	M1
GH626078.1	M19
GH626081.1	M1
GH626084.1	M1
GH626085.1	M1
GH626086.1	M1
GH626087.1	M1
GH626088.1	M6
GH626089.1	M4
GH626090.1	M1
GH626091.1	M10
GH626095.1	M2
GH626097.1	M1
GH626100.1	M3
GH626103.1	M2
GH626108.1	M1
GH626110.1	M3
GH626111.1	M3
GH626114.1	M1
GH626119.1	M6
GH626121.1	M1
GH626122.1	M4
GH626124.1	M4
GH626125.1	M9
GH626128.1	M2
GH626133.1	M2
GH626134.1	M2
GH626139.1	M0
GH626146.1	M5
GH626147.1	M1
GH626149.1	M1
GH626151.1	M3
GH626153.1	M4
GQ228481.1	M7
GU219831.1	M1
GU369816.2	M10
GU454802.1	M1
HF568844.1	M2
HF571333.1	M6
HF934955.1	M1
HG001453.1	M7
HG001454.1	M1
HG001455.1	M3
HG001456.1	M1
HG001457.1	M12
HG001458.1	M5
HG530759.1	M1
HQ231235.1	M2
HQ395226.1	M1
HQ668093.1	M1
JF268691.1	M1
JK502148.1	M2
JK502154.1	M3
JK502156.1	M4
JK502159.1	M1
JK502160.1	M1
JK502165.1	M1
JK502167.1	M1
JK502169.1	M1
JK502172.1	M2
JK502180.1	M1
JK502181.1	M1
JK502183.1	M6
JK502192.1	M4
JK502193.1	M2
JK502194.1	M11
JK502203.1	M2
JK502216.1	M3
JK502232.1	M1
JK502233.1	M1
JK502242.1	M3
JK502244.1	M1
JK502250.1	M3
JK649864.1	M7
JK649868.1	M4
JK649869.1	M2
JK649875.1	M2
JK649876.1	M2
JK649878.1	M9
JK649882.1	M2
JK649883.1	M2
JK649884.1	M10
JK649888.1	M2
JK649892.1	M19
JK649925.1	M19
JK649938.1	M5
JK649942.1	M3
JK649946.1	M5
JK649948.1	M1
JK649958.1	M7
JN627516.1	M1
JN627517.1	M1
JP351514.1	M7
JP351516.1	M8
JP351522.1	M1
JP351532.1	M6
JP351538.1	M6
JP351539.1	M4
JP351541.1	M4
JP351548.1	M1
JP351550.1	M1
JP351553.1	M1
JP351554.1	M1
JP351556.1	M9
JP351557.1	M1
JP351558.1	M3
JP351559.1	M1
JP351561.1	M1
JP351562.1	M1
JP351563.1	M2
JP351564.1	M2
JP351565.1	M1
JP351570.1	M1
JP351571.1	M1
JP351572.1	M1
JP351573.1	M3
JP351575.1	M4
JP351578.1	M3
JP351579.1	M3
JP351580.1	M2
JP351581.1	M8
JP351582.1	M1
JP351584.1	M1
JP351586.1	M1
JP351587.1	M6
JP351588.1	M1
JP351590.1	M2
JP351593.1	M1
JP351594.1	M3
JP351595.1	M2
JP351596.1	M1
JP351597.1	M1
JP351599.1	M1
JP351600.1	M8
JP351601.1	M3
JP351602.1	M9
JP351604.1	M1
JP351605.1	M1
JP351610.1	M4
JP351611.1	M1
JP351612.1	M1
JP351614.1	M2
JP351615.1	M1
JP351618.1	M1
JP351619.1	M1
JP351620.1	M15
JP351621.1	M1
JP351623.1	M1
JP351624.1	M1
JP351625.1	M1
JP351626.1	M1
JP351634.1	M3
JP351644.1	M2
JP351647.1	M5
JP351654.1	M4
JP351656.1	M1
JP351658.1	M3
JP351666.1	M1
JP351670.1	M1
JP351675.1	M1
JP351676.1	M17
JP351684.1	M1
JP351686.1	M1
JP351689.1	M1
JP351690.1	M1
JP351701.1	M1
JP351704.1	M1
JP351709.1	M1
JP351710.1	M4
JP351712.1	M9
JP351714.1	M1
JP351728.1	M1
JP351740.1	M1
JP351741.1	M1
JP351745.1	M6
JP351751.1	M5
JP351752.1	M1
JP351753.1	M1
JP351756.1	M1
JP351759.1	M3
JP351760.1	M1
JP351761.1	M1
JP351762.1	M1
JP351765.1	M1
JP351766.1	M1
JP351770.1	M1
JP351773.1	M1
JP351774.1	M2
JP351775.1	M7
JP351777.1	M2
JP351779.1	M1
JP351781.1	M1
JP351783.1	M0
JP351788.1	M1
JP351791.1	M1
JP351794.1	M1
JP351796.1	M5
JP351799.1	M3
JP351800.1	M12
JP351804.1	M1
JP351811.1	M2
JP351812.1	M7
JP351815.1	M1
JP351816.1	M1
JP351818.1	M1
JP351820.1	M1
JP351822.1	M3
JP351823.1	M12
JP351824.1	M5
JP351825.1	M4
JP351826.1	M3
JP351827.1	M1
JP351828.1	M1
JP351829.1	M1
JP351830.1	M1
JP351832.1	M0
JP351837.1	M1
JP351838.1	M2
JP351839.1	M1
JP351843.1	M1
JP351844.1	M1
JP351845.1	M1
JP351846.1	M1
JP351848.1	M1
JP351849.1	M1
JP351851.1	M7
JP351852.1	M4
JP351854.1	M1
JP351855.1	M1
JP351856.1	M1
JP351857.1	M9
JP351858.1	M1
JP351859.1	M1
JP351860.1	M2
JP351864.1	M5
JP351865.1	M6
JP351867.1	M3
JP351868.1	M4
JP351870.1	M1
JP351871.1	M1
JP351872.1	M1
JP351874.1	M1
JP351875.1	M7
JP351877.1	M2
JP351878.1	M1
JP351880.1	M1
JP351881.1	M1
JP351883.1	M1
JP351884.1	M2
JP351885.1	M7
JP351886.1	M1
JP351888.1	M5
JP351889.1	M1
JP351890.1	M1
JP351891.1	M2
JP351894.1	M1
JP351896.1	M1
JP351897.1	M1
JP351898.1	M1
JP351900.1	M1
JP351902.1	M7
JP351903.1	M4
JP351904.1	M1
JP351905.1	M1
JP351906.1	M1
JP351907.1	M1
JP351908.1	M1
JP351910.1	M1
JP351912.1	M1
JP351914.1	M1
JP351916.1	M1
JP351918.1	M9
JP351919.1	M2
JP351922.1	M4
JP351923.1	M4
JP351925.1	M4
JP351926.1	M2
JP351927.1	M1
JP351928.1	M2
JP351929.1	M1
JP351930.1	M1
JP351931.1	M1
JP351932.1	M3
JP351933.1	M1
JP351934.1	M12
JP351935.1	M5
JP351936.1	M1
JP351938.1	M6
JP351940.1	M1
JP351941.1	M4
JP351946.1	M7
JP351947.1	M1
JP351954.1	M3
JP351956.1	M7
JP351962.1	M1
JP351968.1	M3
JP351970.1	M13
JP351973.1	M2
JP351978.1	M1
JP351984.1	M4
JP351987.1	M2
JP351994.1	M7
JP351996.1	M1
JP351997.1	M2
JP351999.1	M1
JP352000.1	M6
JP352003.1	M1
JP352009.1	M1
JP352017.1	M1
JP352019.1	M3
JP352024.1	M1
JP352028.1	M1
JP352034.1	M1
JP352035.1	M2
JP352036.1	M1
JP352037.1	M2
JP352040.1	M1
JP352042.1	M11
JP352043.1	M1
JP352047.1	M5
JP352049.1	M1
JP352055.1	M1
JP352058.1	M1
JP352060.1	M1
JP352061.1	M1
JP352075.1	M2
JP352076.1	M1
JP352079.1	M2
JP352083.1	M5
JP352095.1	M1
JP352096.1	M2
JP352108.1	M1
JP352110.1	M1
JP352112.1	M2
JP352121.1	M4
JP352123.1	M1
JP352127.1	M1
JP352129.1	M2
JP352131.1	M2
JP352134.1	M7
JP352138.1	M1
JP352141.1	M0
JP352144.1	M1
JP352147.1	M5
JP352151.1	M15
JP352157.1	M1
JP352159.1	M1
JP352165.1	M1
JP352172.1	M8
JP352182.1	M2
JP352184.1	M3
JP352190.1	M2
JP352207.1	M2
JP352209.1	M11
JP352211.1	M2
JP352214.1	M1
JP352222.1	M1
JP352223.1	M3
JP352224.1	M18
JP352231.1	M1
JP352238.1	M1
JP352240.1	M12
JP352241.1	M2
JP352243.1	M1
JP352247.1	M5
JP352254.1	M10
JP352255.1	M1
JP352257.1	M1
JP352258.1	M1
JP352263.1	M1
JP352264.1	M1
JP352266.1	M4
JP352267.1	M1
JP352268.1	M1
JP352270.1	M1
JP352287.1	M1
JP352288.1	M1
JP352295.1	M8
JP352331.1	M1
JP352337.1	M9
JP352342.1	M5
JP352357.1	M3
JP352366.1	M1
JP352370.1	M1
JP352382.1	M16
JP352383.1	M1
JP352389.1	M4
JP352391.1	M1
JP352392.1	M4
JP352407.1	M1
JP352414.1	M1
JP352428.1	M1
JP352441.1	M2
JP352442.1	M1
JP352451.1	M2
JP352452.1	M1
JP352460.1	M9
JP352466.1	M1
JP352467.1	M1
JP352469.1	M12
JP352477.1	M8
JP352478.1	M1
JP352490.1	M1
JP352497.1	M1
JP352500.1	M10
JP352501.1	M4
JP352510.1	M1
JP352512.1	M2
JP352515.1	M1
JP352520.1	M1
JP352525.1	M4
JP352531.1	M1
JP352537.1	M7
JP352552.1	M1
JP352564.1	M1
JP352565.1	M1
JP352566.1	M1
JP352576.1	M4
JP352577.1	M3
JP352587.1	M1
JP352595.1	M1
JP352596.1	M1
JP352597.1	M4
JP352599.1	M9
JP352604.1	M5
JP352605.1	M1
JP352607.1	M1
JP352616.1	M1
JP352623.1	M3
JP352624.1	M1
JP352627.1	M1
JP352628.1	M2
JP352630.1	M7
JP352631.1	M4
JP352634.1	M1
JP352638.1	M1
JP352647.1	M1
JP352648.1	M1
JP352654.1	M3
JP352661.1	M3
JP352662.1	M1
JP352663.1	M1
JP352664.1	M11
JP352667.1	M2
JP352668.1	M1
JP352669.1	M2
JP352670.1	M1
JP352674.1	M1
JP352675.1	M1
JP352677.1	M1
JP352680.1	M3
JP352682.1	M1
JP352683.1	M2
JP352685.1	M1
JP352686.1	M5
JP352687.1	M5
JP352688.1	M2
JP352690.1	M1
JP352691.1	M2
JP352692.1	M3
JP352694.1	M1
JP352697.1	M8
JP352699.1	M8
JP352700.1	M1
JP352705.1	M1
JP352715.1	M5
JP352716.1	M2
JP352722.1	M1
JP352723.1	M1
JP352727.1	M16
JP352737.1	M1
JP352745.1	M1
JP352754.1	M1
JP352756.1	M5
JP352758.1	M1
JP352760.1	M1
JP352773.1	M1
JP352777.1	M5
JP352781.1	M1
JP352788.1	M3
JP352789.1	M5
JP352804.1	M1
JP352810.1	M1
JP352811.1	M1
JP352820.1	M3
JP352823.1	M7
JP352834.1	M1
JP352835.1	M1
JP352839.1	M1
JP352855.1	M1
JP352857.1	M2
JP352860.1	M1
JP352871.1	M1
JP352879.1	M7
JP352912.1	M15
JP352914.1	M1
JP352932.1	M1
JP352938.1	M2
JP352949.1	M7
JP352962.1	M6
JP352968.1	M1
JP352969.1	M1
JP352971.1	M1
JP352972.1	M1
JP352976.1	M2
JP352978.1	M1
JP352984.1	M1
JP352987.1	M1
JP352991.1	M1
JP352992.1	M1
JP352993.1	M1
JP352994.1	M2
JP352996.1	M1
JP352999.1	M1
JP353000.1	M8
JP353001.1	M1
JP353003.1	M3
JP353004.1	M1
JP353009.1	M1
JP353015.1	M1
JP353016.1	M1
JP353018.1	M1
JP353019.1	M1
JP353021.1	M1
JP353022.1	M1
JP353024.1	M1
JP353027.1	M3
JP353028.1	M2
JP353031.1	M5
JP353032.1	M1
JP353033.1	M1
JP353034.1	M2
JP353035.1	M1
JP353036.1	M1
JP353037.1	M1
JP353038.1	M3
JP353039.1	M9
JP353040.1	M1
JP353044.1	M4
JP353046.1	M1
JP353047.1	M2
JP353048.1	M1
JP353049.1	M1
JP353052.1	M1
JP353056.1	M1
JP353057.1	M3
JP353059.1	M1
JP353062.1	M1
JP353064.1	M1
JP353066.1	M1
JP353067.1	M1
JP353071.1	M1
JP353072.1	M1
JP353073.1	M1
JP353076.1	M2
JP353077.1	M1
JP353078.1	M0
JP353081.1	M1
JP353082.1	M1
JP353084.1	M1
JP353086.1	M1
JP353089.1	M1
JP353090.1	M1
JP353092.1	M1
JP353096.1	M6
JP353097.1	M3
JP353098.1	M1
JP353100.1	M12
JP353101.1	M6
JP353102.1	M1
JP353103.1	M1
JP353105.1	M1
JP353106.1	M1
JP353107.1	M1
JP353108.1	M1
JP353110.1	M1
JP353111.1	M4
JP353113.1	M8
JP353114.1	M1
JP353117.1	M1
JP353120.1	M1
JP353121.1	M1
JP353122.1	M1
JP353123.1	M1
JP353124.1	M1
JP353127.1	M6
JP353128.1	M1
JP353129.1	M4
JP353130.1	M1
JP353131.1	M1
JP353132.1	M1
JP353133.1	M4
JP353136.1	M13
JP353138.1	M4
JP353139.1	M1
JP353140.1	M3
JP353142.1	M5
JP353144.1	M16
JP353145.1	M1
JP353146.1	M1
JP353147.1	M1
JP353149.1	M1
JP353151.1	M1
JP353152.1	M5
JP353153.1	M2
JP353154.1	M1
JP353155.1	M6
JP353160.1	M1
JP353163.1	M8
JP353164.1	M1
JP353167.1	M6
JP353168.1	M1
JP353169.1	M10
JP353172.1	M1
JP353175.1	M1
JP353176.1	M1
JP353177.1	M2
JP353178.1	M4
JP353179.1	M4
JP353180.1	M1
JP353181.1	M4
JP353182.1	M0
JP353183.1	M6
JP353185.1	M1
JP353188.1	M1
JP353189.1	M2
JP353190.1	M1
JP353191.1	M3
JP353193.1	M3
JP353195.1	M1
JP353197.1	M3
JP353201.1	M1
JP353202.1	M4
JP353203.1	M1
JP353204.1	M4
JP353205.1	M8
JP353206.1	M4
JP353207.1	M1
JP353208.1	M2
JP353209.1	M1
JP353210.1	M8
JP353211.1	M3
JP353213.1	M1
JP353214.1	M6
JP353216.1	M4
JP353217.1	M1
JP353219.1	M1
JP353220.1	M3
JP353221.1	M1
JP353222.1	M1
JP353225.1	M6
JP353226.1	M1
JP353227.1	M1
JP353228.1	M5
JP353233.1	M1
JP353235.1	M1
JP353236.1	M1
JP353237.1	M10
JP353238.1	M1
JP353239.1	M2
JP353240.1	M5
JP353242.1	M3
JP353243.1	M4
JP353244.1	M3
JP353248.1	M10
JP353249.1	M1
JP353251.1	M6
JP353252.1	M12
JP353253.1	M3
JP353254.1	M12
JP353255.1	M1
JP353256.1	M1
JP353257.1	M4
JP353258.1	M1
JP353259.1	M1
JP353260.1	M1
JP353262.1	M5
JP353263.1	M1
JP353264.1	M1
JP353270.1	M1
JP353271.1	M1
JP353272.1	M6
JP353274.1	M1
JP353275.1	M1
JP353276.1	M5
JP353277.1	M5
JP353279.1	M1
JP353280.1	M1
JP353281.1	M5
JP353282.1	M6
JP353283.1	M1
JP353285.1	M1
JP353286.1	M10
JP353288.1	M1
JP353290.1	M3
JP353294.1	M7
JP353295.1	M9
JP353296.1	M1
JP353297.1	M1
JP353301.1	M1
JP353302.1	M6
JP353303.1	M10
JP353304.1	M3
JP353305.1	M1
JP353306.1	M7
JP353307.1	M9
JP353310.1	M4
JP353311.1	M1
JP353312.1	M1
JP353313.1	M1
JP353318.1	M1
JP353319.1	M2
JP353320.1	M3
JP353321.1	M1
JP353322.1	M4
JP353324.1	M1
JP353325.1	M3
JP353326.1	M7
JP353329.1	M8
JP353330.1	M1
JP353331.1	M3
JP353332.1	M1
JP353334.1	M1
JP353335.1	M1
JP353337.1	M1
JP353339.1	M1
JP353342.1	M1
JP353344.1	M1
JP353346.1	M3
JP353349.1	M1
JP353350.1	M9
JP353354.1	M1
JP353356.1	M1
JP353357.1	M3
JP353359.1	M3
JP353360.1	M3
JP353361.1	M1
JP353362.1	M1
JP353363.1	M2
JP353364.1	M1
JP353366.1	M3
JP353367.1	M1
JP353368.1	M1
JP353369.1	M2
JP353370.1	M3
JP353371.1	M1
JP353372.1	M4
JP353373.1	M4
JP353374.1	M1
JP353375.1	M1
JP353376.1	M1
JP353377.1	M1
JP353378.1	M1
JP353379.1	M1
JP353382.1	M1
JP353383.1	M1
JP353384.1	M1
JP353385.1	M1
JP353386.1	M0
JP353388.1	M1
JP353391.1	M1
JP353394.1	M1
JP353395.1	M4
JP353397.1	M1
JP353398.1	M1
JP353400.1	M1
JP353401.1	M1
JP353402.1	M1
JP353403.1	M9
JP353405.1	M1
JP353406.1	M1
JP353411.1	M1
JP353412.1	M2
JP353413.1	M1
JP353414.1	M2
JP353415.1	M2
JP353416.1	M2
JP353417.1	M10
JP353419.1	M17
JP353420.1	M4
JP353421.1	M1
JP353422.1	M1
JP353423.1	M1
JP353425.1	M1
JP353427.1	M1
JP353428.1	M1
JP353430.1	M4
JP353432.1	M1
JP353433.1	M1
JP353436.1	M1
JP353437.1	M3
JP353438.1	M1
JP353440.1	M1
JP353441.1	M1
JP353442.1	M1
JP353444.1	M1
JP353445.1	M9
JP353446.1	M1
JP353450.1	M1
JP353453.1	M1
JP353454.1	M10
JP353455.1	M5
JP353457.1	M1
JP353460.1	M1
JP353461.1	M3
JP353465.1	M7
JP353466.1	M1
JP353468.1	M1
JP353473.1	M5
JP353474.1	M2
JP353475.1	M1
JP353476.1	M1
JP353478.1	M3
JP353480.1	M3
JP353481.1	M3
JP353483.1	M1
JP353485.1	M1
JP353486.1	M1
JP353488.1	M1
JP353490.1	M8
JP353492.1	M5
JP353493.1	M1
JP353494.1	M1
JP353496.1	M1
JP353497.1	M1
JP353498.1	M12
JP353499.1	M6
JP353500.1	M1
JP353501.1	M1
JP353503.1	M6
JP353504.1	M2
JP353505.1	M14
JP353506.1	M1
JP353508.1	M1
JP353509.1	M1
JP353513.1	M1
JP353517.1	M1
JP353521.1	M9
JP353523.1	M2
JP353526.1	M2
JP353528.1	M1
JP353530.1	M1
JP353531.1	M2
JP353533.1	M1
JP353534.1	M2
JP353535.1	M3
JP353536.1	M0
JP353537.1	M4
JP353538.1	M10
JP353539.1	M5
JP353541.1	M1
JP353544.1	M1
JP353547.1	M2
JP353548.1	M1
JP353553.1	M1
JP353555.1	M1
JP353556.1	M4
JP353558.1	M1
JP353560.1	M1
JP353561.1	M5
JP353563.1	M1
JP353564.1	M1
JP353565.1	M1
JP353566.1	M3
JP353568.1	M3
JP353569.1	M1
JP353570.1	M3
JP353572.1	M1
JP353574.1	M1
JP353576.1	M1
JP353577.1	M8
JP353579.1	M5
JP353580.1	M1
JP353582.1	M2
JP353583.1	M1
JP353584.1	M1
JP353585.1	M1
JP353588.1	M3
JP353589.1	M1
JP353591.1	M7
JP353592.1	M1
JP353594.1	M1
JP353595.1	M1
JP353596.1	M2
JP353597.1	M0
JP353598.1	M9
JP353599.1	M6
JP353601.1	M1
JP353603.1	M4
JP353604.1	M1
JP353606.1	M1
JP353607.1	M3
JP353608.1	M1
JP353611.1	M1
JP353613.1	M4
JP353614.1	M1
JP353616.1	M6
JP353618.1	M1
JP353619.1	M1
JP353620.1	M1
JP353621.1	M5
JP353623.1	M2
JP353624.1	M3
JP353627.1	M1
JP353629.1	M2
JP353631.1	M1
JP353632.1	M1
JP353634.1	M2
JP353635.1	M1
JP353636.1	M0
JP353637.1	M3
JP353638.1	M12
JP353639.1	M1
JP353640.1	M2
JP353642.1	M4
JP353643.1	M1
JP353644.1	M2
JP353648.1	M0
JP353649.1	M1
JP353650.1	M1
JP353652.1	M1
JP353653.1	M1
JP353654.1	M3
JP353656.1	M3
JP353657.1	M6
JP353660.1	M1
JP353661.1	M3
JP353662.1	M1
JP353663.1	M0
JP353664.1	M2
JP353667.1	M1
JP353668.1	M1
JP353670.1	M1
JP353672.1	M1
JP353673.1	M2
JP353674.1	M4
JP353675.1	M1
JP353676.1	M1
JP353677.1	M6
JP353678.1	M4
JP353679.1	M3
JP353680.1	M1
JP353681.1	M1
JP353682.1	M1
JP353683.1	M3
JP353684.1	M5
JP353686.1	M1
JP353687.1	M1
JP353690.1	M1
JP353691.1	M10
JP353692.1	M1
